SC_ID,date,value
SC54,2023/8/20,8465
SC54,2023/11/28,8290
SC54,2023/10/10,9045
SC54,2023/9/16,10132
SC54,2023/10/1,7404
SC54,2023/8/12,8214
SC54,2023/10/11,8525
SC54,2023/9/5,11576
SC54,2023/8/31,9463
SC54,2023/8/22,8974
SC54,2023/8/1,9487
SC54,2023/11/1,31559
SC54,2023/9/8,11434
SC54,2023/8/5,8042
SC54,2023/8/11,8235
SC54,2023/10/24,21495
SC54,2023/9/20,10623
SC54,2023/8/18,9205
SC54,2023/10/8,9653
SC54,2023/9/17,10045
SC54,2023/11/22,8104
SC54,2023/9/30,7312
SC54,2023/11/14,8831
SC54,2023/11/6,12482
SC54,2023/11/7,12063
SC54,2023/8/4,8219
SC54,2023/10/30,11061
SC54,2023/10/18,9076
SC54,2023/9/3,10210
SC54,2023/10/3,7266
SC54,2023/8/29,9390
SC54,2023/9/11,9531
SC54,2023/11/5,13144
SC54,2023/10/13,8545
SC54,2023/9/1,15101
SC54,2023/8/6,8037
SC54,2023/10/20,10408
SC54,2023/9/26,11321
SC54,2023/8/23,9413
SC54,2023/8/9,8730
SC54,2023/9/10,9758
SC54,2023/9/25,10304
SC54,2023/8/10,8481
SC54,2023/9/7,13550
SC54,2023/10/29,10103
SC54,2023/11/21,8559
SC54,2023/10/6,8621
SC54,2023/8/2,9058
SC54,2023/8/16,8915
SC54,2023/8/7,8305
SC54,2023/10/27,12411
SC54,2023/10/4,7516
SC54,2023/10/9,8961
SC54,2023/10/28,11526
SC54,2023/10/22,8163
SC54,2023/11/8,14875
SC54,2023/9/23,10773
SC54,2023/8/14,8890
SC54,2023/11/4,15166
SC54,2023/11/24,7735
SC54,2023/11/26,7751
SC54,2023/11/12,25709
SC54,2023/9/15,10084
SC54,2023/8/28,9641
SC54,2023/8/13,8186
SC54,2023/10/7,9618
SC54,2023/11/3,13932
SC54,2023/10/19,10308
SC54,2023/9/21,10770
SC54,2023/8/26,9258
SC54,2023/9/27,10000
SC54,2023/8/24,9943
SC54,2023/9/13,9499
SC54,2023/11/11,36668
SC54,2023/10/2,6793
SC54,2023/8/25,9960
SC54,2023/9/4,10207
SC54,2023/11/23,8083
SC54,2023/8/8,8819
SC54,2023/10/15,7915
SC54,2023/9/19,10923
SC54,2023/9/14,11373
SC54,2023/11/2,22645
SC54,2023/8/27,9390
SC54,2023/11/9,12658
SC54,2023/8/19,8562
SC54,2023/10/21,9224
SC54,2023/10/16,8774
SC54,2023/10/12,8463
SC54,2023/10/25,13536
SC54,2023/9/6,11481
SC54,2023/9/28,8248
SC54,2023/11/19,7243
SC54,2023/11/10,16050
SC54,2023/11/13,13062
SC54,2023/11/29,8198
SC54,2023/9/12,9999
SC54,2023/10/26,11756
SC54,2023/8/15,9286
SC54,2023/8/17,9116
SC54,2023/11/30,8663
SC54,2023/10/5,8311
SC54,2023/9/24,10559
SC54,2023/11/20,8371
SC54,2023/11/25,7648
SC54,2023/8/3,8554
SC54,2023/10/17,8662
SC54,2023/11/18,7646
SC54,2023/9/18,10493
SC54,2023/11/27,8521
SC54,2023/10/31,15018
SC54,2023/11/15,9155
SC54,2023/11/17,10447
SC54,2023/9/2,11419
SC54,2023/8/21,9198
SC54,2023/8/30,9117
SC54,2023/10/23,11676
SC54,2023/10/14,8245
SC54,2023/11/16,9470
SC54,2023/9/22,10708
SC54,2023/9/29,7844
SC54,2023/9/9,11968
