分拣中心,日期,货量
SC60,2023/10/7,51953
SC60,2023/10/24,64005
SC60,2023/11/5,64786
SC60,2023/8/15,48666
SC60,2023/11/11,100006
SC60,2023/9/14,51953
SC60,2023/10/22,52576
SC60,2023/8/26,52129
SC60,2023/11/17,70503
SC60,2023/8/28,49876
SC60,2023/8/9,48135
SC60,2023/9/16,50071
SC60,2023/11/7,65838
SC60,2023/8/12,56240
SC60,2023/9/18,52214
SC60,2023/8/31,51569
SC60,2023/9/26,56695
SC60,2023/11/24,64912
SC60,2023/10/1,46571
SC60,2023/9/2,52640
SC60,2023/9/12,49958
SC60,2023/9/19,50803
SC60,2023/9/4,51715
SC60,2023/9/17,50442
SC60,2023/10/13,55280
SC60,2023/10/2,43348
SC60,2023/8/24,50248
SC60,2023/9/21,53904
SC60,2023/11/9,67318
SC60,2023/9/7,53175
SC60,2023/8/10,49417
SC60,2023/8/16,49953
SC60,2023/10/16,52707
SC60,2023/8/22,51152
SC60,2023/11/19,69428
SC60,2023/9/13,50290
SC60,2023/9/1,54685
SC60,2023/8/27,50028
SC60,2023/9/10,50173
SC60,2023/8/25,54195
SC60,2023/8/23,54496
SC60,2023/8/30,53727
SC60,2023/8/17,53721
SC60,2023/10/29,61418
SC60,2023/10/15,51292
SC60,2023/10/9,51896
SC60,2023/9/15,50490
SC60,2023/11/18,67163
SC60,2023/8/21,50589
SC60,2023/8/20,51229
SC60,2023/8/14,44745
SC60,2023/11/16,73102
SC60,2023/8/5,45523
SC60,2023/10/12,55039
SC60,2023/9/8,53544
SC60,2023/10/23,55005
SC60,2023/11/20,65002
SC60,2023/9/22,54668
SC60,2023/9/3,52285
SC60,2023/10/3,40891
SC60,2023/11/28,60744
SC60,2023/10/11,54741
SC60,2023/9/27,58984
SC60,2023/9/20,53704
SC60,2023/11/27,60275
SC60,2023/10/18,54877
SC60,2023/11/29,61313
SC60,2023/11/4,69778
SC60,2023/11/13,97501
SC60,2023/10/26,65806
SC60,2023/8/11,51268
SC60,2023/11/12,107386
SC60,2023/8/2,47632
SC60,2023/11/15,79539
SC60,2023/11/2,88949
SC60,2023/10/27,63435
SC60,2023/10/19,52018
SC60,2023/10/30,63613
SC60,2023/8/13,50319
SC60,2023/8/8,46210
SC60,2023/9/11,50304
SC60,2023/9/6,53009
SC60,2023/11/25,62011
SC60,2023/11/23,64426
SC60,2023/9/24,54816
SC60,2023/8/19,52704
SC60,2023/8/18,52673
SC60,2023/8/1,47423
SC60,2023/8/4,44637
SC60,2023/11/6,64651
SC60,2023/9/5,54049
SC60,2023/8/3,47003
SC60,2023/10/31,63996
SC60,2023/11/14,77011
SC60,2023/10/17,54345
SC60,2023/11/8,64305
SC60,2023/11/1,89699
SC60,2023/9/25,57110
SC60,2023/11/22,67157
SC60,2023/10/8,53583
SC60,2023/9/29,48845
SC60,2023/10/5,46535
SC60,2023/9/23,55435
SC60,2023/10/25,65894
SC60,2023/9/9,54147
SC60,2023/10/4,41971
SC60,2023/11/21,68378
SC60,2023/8/29,51274
SC60,2023/10/14,55794
SC60,2023/11/10,70312
SC60,2023/11/30,61486
SC60,2023/9/30,51349
SC60,2023/10/10,54297
SC60,2023/10/21,52867
SC60,2023/10/20,52879
SC60,2023/11/26,59165
SC60,2023/9/28,53672
SC60,2023/10/28,61592
SC60,2023/8/7,44102
SC60,2023/8/6,44487
SC60,2023/11/3,73716
SC60,2023/10/6,49119
