SC_ID,date,value
SC12,2023/10/24,12461
SC12,2023/10/26,6929
SC12,2023/9/10,3726
SC12,2023/8/8,3784
SC12,2023/10/25,7633
SC12,2023/10/21,3677
SC12,2023/11/9,6563
SC12,2023/11/7,6834
SC12,2023/9/4,3917
SC12,2023/11/15,3900
SC12,2023/10/13,4140
SC12,2023/9/5,4729
SC12,2023/10/29,6370
SC12,2023/9/30,3202
SC12,2023/11/30,4049
SC12,2023/9/14,4067
SC12,2023/9/17,3871
SC12,2023/10/22,3362
SC12,2023/8/1,3408
SC12,2023/9/2,3981
SC12,2023/9/8,4104
SC12,2023/11/16,3843
SC12,2023/10/14,3942
SC12,2023/11/23,4273
SC12,2023/11/6,6271
SC12,2023/9/7,3974
SC12,2023/10/17,4219
SC12,2023/9/18,4039
SC12,2023/10/20,4133
SC12,2023/10/28,6210
SC12,2023/11/1,16245
SC12,2023/9/20,6310
SC12,2023/8/19,3882
SC12,2023/10/11,4072
SC12,2023/10/6,3993
SC12,2023/9/13,3864
SC12,2023/10/10,4134
SC12,2023/10/2,3075
SC12,2023/9/25,3915
SC12,2023/9/21,4828
SC12,2023/9/26,3852
SC12,2023/10/3,3245
SC12,2023/8/3,3710
SC12,2023/11/25,4153
SC12,2023/11/18,4567
SC12,2023/10/19,3970
SC12,2023/8/15,3201
SC12,2023/9/23,3678
SC12,2023/8/12,3341
SC12,2023/11/27,4348
SC12,2023/9/24,3753
SC12,2023/8/25,4487
SC12,2023/9/16,3725
SC12,2023/9/11,3849
SC12,2023/9/27,3506
SC12,2023/9/12,4188
SC12,2023/8/7,3475
SC12,2023/10/15,3535
SC12,2023/8/14,3757
SC12,2023/11/28,4329
SC12,2023/10/27,6161
SC12,2023/10/4,3475
SC12,2023/8/26,4436
SC12,2023/9/28,3338
SC12,2023/11/29,4285
SC12,2023/10/16,4847
SC12,2023/9/19,465
SC12,2023/8/31,4028
SC12,2023/10/9,4329
SC12,2023/10/7,4514
SC12,2023/9/15,3989
SC12,2023/10/30,5921
SC12,2023/8/18,3909
SC12,2023/8/30,3954
SC12,2023/11/4,7107
SC12,2023/8/17,3886
SC12,2023/9/9,3740
SC12,2023/11/14,4020
SC12,2023/9/22,3924
SC12,2023/8/24,4076
SC12,2023/10/31,8055
SC12,2023/11/20,4073
SC12,2023/11/26,4130
SC12,2023/8/4,3592
SC12,2023/8/11,3690
SC12,2023/11/22,4249
SC12,2023/9/1,4216
SC12,2023/10/18,4125
SC12,2023/11/19,3861
SC12,2023/10/23,3690
SC12,2023/11/12,15744
SC12,2023/10/8,4498
SC12,2023/9/6,4495
SC12,2023/11/8,6610
SC12,2023/8/5,3379
SC12,2023/10/5,3777
SC12,2023/11/21,4222
SC12,2023/9/29,3069
SC12,2023/11/5,6672
SC12,2023/8/28,4383
SC12,2023/8/22,3986
SC12,2023/8/2,3663
SC12,2023/10/12,3887
SC12,2023/8/6,3361
SC12,2023/8/9,4204
SC12,2023/11/2,16526
SC12,2023/11/11,20634
SC12,2023/8/16,4768
SC12,2023/11/13,4786
SC12,2023/10/1,3262
SC12,2023/11/10,8769
SC12,2023/8/10,3699
SC12,2023/8/27,4045
SC12,2023/8/23,3985
SC12,2023/11/3,8863
SC12,2023/11/17,3638
SC12,2023/8/20,3817
SC12,2023/8/13,3175
SC12,2023/9/3,3781
SC12,2023/8/29,3954
SC12,2023/8/21,4148
SC12,2023/11/24,4320
