分拣中心,日期,货量
SC14,2023/11/24,1478
SC14,2023/10/26,1432
SC14,2023/8/8,1547
SC14,2023/10/29,1254
SC14,2023/9/9,1115
SC14,2023/9/22,1865
SC14,2023/11/19,1214
SC14,2023/11/30,1791
SC14,2023/9/1,1461
SC14,2023/9/24,1723
SC14,2023/8/17,1594
SC14,2023/9/15,1475
SC14,2023/8/15,1571
SC14,2023/9/14,1486
SC14,2023/10/3,1202
SC14,2023/11/1,1513
SC14,2023/10/9,1114
SC14,2023/11/21,1391
SC14,2023/8/18,1462
SC14,2023/11/15,1518
SC14,2023/8/11,1572
SC14,2023/11/22,1498
SC14,2023/11/20,1382
SC14,2023/9/11,1598
SC14,2023/8/22,1517
SC14,2023/9/2,1358
SC14,2023/9/12,1365
SC14,2023/10/8,1010
SC14,2023/9/4,1455
SC14,2023/9/17,1698
SC14,2023/8/4,1789
SC14,2023/11/13,1360
SC14,2023/8/13,1538
SC14,2023/8/6,1333
SC14,2023/9/6,1273
SC14,2023/9/21,1768
SC14,2023/10/17,1321
SC14,2023/8/1,3096
SC14,2023/9/8,1186
SC14,2023/11/14,1396
SC14,2023/11/17,1695
SC14,2023/8/5,1576
SC14,2023/8/25,1477
SC14,2023/11/25,1363
SC14,2023/9/10,1267
SC14,2023/10/28,1357
SC14,2023/8/16,1659
SC14,2023/10/18,1447
SC14,2023/9/29,1758
SC14,2023/8/30,1900
SC14,2023/8/26,1496
SC14,2023/10/25,1535
SC14,2023/10/20,1299
SC14,2023/8/2,2229
SC14,2023/11/16,1656
SC14,2023/10/22,1254
SC14,2023/8/7,1784
SC14,2023/9/19,1730
SC14,2023/8/3,2181
SC14,2023/10/14,1242
SC14,2023/8/27,1627
SC14,2023/10/11,1022
SC14,2023/10/27,1430
SC14,2023/9/25,1869
SC14,2023/9/20,1716
SC14,2023/9/23,1796
SC14,2023/8/19,1368
SC14,2023/10/13,1268
SC14,2023/10/5,1138
SC14,2023/11/28,1510
SC14,2023/10/6,1118
SC14,2023/8/12,1408
SC14,2023/10/10,1068
SC14,2023/8/23,1450
SC14,2023/9/28,1675
SC14,2023/10/1,1601
SC14,2023/11/3,1593
SC14,2023/11/4,1195
SC14,2023/9/30,1768
SC14,2023/11/18,1388
SC14,2023/8/31,1773
SC14,2023/9/13,1322
SC14,2023/8/9,1644
SC14,2023/10/24,1491
SC14,2023/8/28,1832
SC14,2023/11/12,1575
SC14,2023/8/14,1573
SC14,2023/11/5,1152
SC14,2023/9/26,1631
SC14,2023/11/26,1392
SC14,2023/9/7,1125
SC14,2023/9/5,1032
SC14,2023/10/15,1254
SC14,2023/11/7,1252
SC14,2023/11/11,1521
SC14,2023/8/10,1728
SC14,2023/11/27,1592
SC14,2023/11/23,1473
SC14,2023/10/4,1212
SC14,2023/10/23,1397
SC14,2023/11/2,1661
SC14,2023/10/21,1318
SC14,2023/11/9,1226
SC14,2023/10/2,1299
SC14,2023/9/3,1403
SC14,2023/9/16,1729
SC14,2023/10/19,1262
SC14,2023/10/7,1097
SC14,2023/10/31,1669
SC14,2023/11/10,1376
SC14,2023/10/12,1369
SC14,2023/10/16,1448
SC14,2023/9/27,1368
SC14,2023/8/29,1993
SC14,2023/8/20,1359
SC14,2023/8/24,1469
SC14,2023/9/18,1981
SC14,2023/11/29,1653
SC14,2023/11/6,1301
SC14,2023/11/8,1154
SC14,2023/8/21,1393
SC14,2023/10/30,1690
