SC_ID,date,value
SC28,2023/10/12,1145
SC28,2023/8/30,1168
SC28,2023/11/28,965
SC28,2023/10/13,1174
SC28,2023/10/24,1979
SC28,2023/11/23,950
SC28,2023/9/12,920
SC28,2023/10/18,894
SC28,2023/8/24,817
SC28,2023/10/10,1331
SC28,2023/9/23,1284
SC28,2023/11/1,2197
SC28,2023/11/3,1268
SC28,2023/9/6,1063
SC28,2023/10/30,999
SC28,2023/11/2,1412
SC28,2023/11/14,2208
SC28,2023/8/8,403
SC28,2023/8/26,913
SC28,2023/9/20,977
SC28,2023/11/26,937
SC28,2023/10/3,950
SC28,2023/9/18,1007
SC28,2023/9/5,1144
SC28,2023/11/4,1209
SC28,2023/11/7,1646
SC28,2023/10/5,1226
SC28,2023/10/25,1386
SC28,2023/11/25,968
SC28,2023/10/8,1693
SC28,2023/8/1,292
SC28,2023/11/18,1355
SC28,2023/11/22,885
SC28,2023/8/14,625
SC28,2023/10/29,1002
SC28,2023/11/10,2405
SC28,2023/11/12,3967
SC28,2023/10/27,1035
SC28,2023/8/3,331
SC28,2023/8/20,778
SC28,2023/9/19,976
SC28,2023/8/15,666
SC28,2023/9/2,1678
SC28,2023/9/13,927
SC28,2023/10/7,1649
SC28,2023/11/5,1268
SC28,2023/8/21,816
SC28,2023/11/11,4423
SC28,2023/8/5,423
SC28,2023/10/26,1140
SC28,2023/10/6,1375
SC28,2023/8/27,959
SC28,2023/9/8,1002
SC28,2023/9/27,1108
SC28,2023/9/29,982
SC28,2023/10/28,1054
SC28,2023/11/24,949
SC28,2023/11/15,1838
SC28,2023/8/23,782
SC28,2023/10/31,1618
SC28,2023/10/21,1006
SC28,2023/8/13,586
SC28,2023/8/17,700
SC28,2023/11/19,1131
SC28,2023/10/9,1469
SC28,2023/10/23,1291
SC28,2023/8/2,296
SC28,2023/8/31,1221
SC28,2023/8/4,357
SC28,2023/10/20,900
SC28,2023/11/13,4147
SC28,2023/9/21,949
SC28,2023/10/4,995
SC28,2023/8/11,492
SC28,2023/9/24,1287
SC28,2023/11/8,1639
SC28,2023/9/17,1029
SC28,2023/9/22,1074
SC28,2023/11/30,1044
SC28,2023/9/7,1051
SC28,2023/8/22,747
SC28,2023/9/4,1368
SC28,2023/9/28,977
SC28,2023/10/17,992
SC28,2023/8/16,697
SC28,2023/11/29,937
SC28,2023/11/9,1662
SC28,2023/8/19,757
SC28,2023/9/11,972
SC28,2023/10/16,1080
SC28,2023/8/12,581
SC28,2023/9/25,1229
SC28,2023/8/18,687
SC28,2023/8/25,832
SC28,2023/8/9,449
SC28,2023/8/7,379
SC28,2023/11/20,1111
SC28,2023/10/19,825
SC28,2023/11/6,1397
SC28,2023/10/22,881
SC28,2023/9/16,1066
SC28,2023/10/1,934
SC28,2023/11/17,1357
SC28,2023/9/1,1360
SC28,2023/11/27,916
SC28,2023/9/26,1166
SC28,2023/9/14,924
SC28,2023/10/11,1169
SC28,2023/11/16,1617
SC28,2023/8/6,396
SC28,2023/8/29,964
SC28,2023/11/21,943
SC28,2023/9/15,940
SC28,2023/8/10,473
SC28,2023/9/10,1035
SC28,2023/8/28,929
SC28,2023/10/14,1313
SC28,2023/9/9,1058
SC28,2023/10/2,901
SC28,2023/9/30,966
SC28,2023/9/3,1684
SC28,2023/10/15,1164
