分拣中心,日期,货量
SC18,2023/8/10,5359
SC18,2023/9/9,6017
SC18,2023/11/7,8117
SC18,2023/9/25,7349
SC18,2023/8/4,4664
SC18,2023/11/2,13714
SC18,2023/10/20,5288
SC18,2023/9/30,5150
SC18,2023/10/6,5308
SC18,2023/11/23,5859
SC18,2023/11/8,8587
SC18,2023/11/24,5433
SC18,2023/9/17,5802
SC18,2023/8/9,5439
SC18,2023/8/3,4929
SC18,2023/11/28,5240
SC18,2023/9/6,7474
SC18,2023/11/9,8012
SC18,2023/11/19,5079
SC18,2023/9/16,6494
SC18,2023/11/16,6227
SC18,2023/8/18,6657
SC18,2023/9/11,5820
SC18,2023/10/31,10016
SC18,2023/8/21,9070
SC18,2023/9/24,6830
SC18,2023/8/25,5713
SC18,2023/11/10,10378
SC18,2023/8/29,5864
SC18,2023/9/12,6228
SC18,2023/8/7,4696
SC18,2023/10/12,5152
SC18,2023/9/3,6039
SC18,2023/11/3,10509
SC18,2023/8/31,5748
SC18,2023/8/6,4715
SC18,2023/10/13,5213
SC18,2023/8/13,4940
SC18,2023/9/20,6470
SC18,2023/10/8,5564
SC18,2023/11/4,8658
SC18,2023/10/23,6782
SC18,2023/11/20,5260
SC18,2023/9/29,5353
SC18,2023/9/13,6099
SC18,2023/8/23,6498
SC18,2023/11/27,5095
SC18,2023/9/7,6734
SC18,2023/10/22,4674
SC18,2023/11/13,8611
SC18,2023/10/29,6425
SC18,2023/9/27,6512
SC18,2023/10/24,10408
SC18,2023/10/21,5238
SC18,2023/8/8,5657
SC18,2023/11/17,5455
SC18,2023/11/5,8545
SC18,2023/10/4,4535
SC18,2023/9/15,6413
SC18,2023/9/28,5906
SC18,2023/8/26,5614
SC18,2023/10/11,5282
SC18,2023/11/26,5262
SC18,2023/11/22,5433
SC18,2023/10/30,6545
SC18,2023/8/28,5673
SC18,2023/10/9,5297
SC18,2023/8/12,5271
SC18,2023/9/2,6557
SC18,2023/8/20,7169
SC18,2023/10/19,5651
SC18,2023/9/10,5986
SC18,2023/10/27,7497
SC18,2023/10/5,5099
SC18,2023/8/5,5313
SC18,2023/8/17,6417
SC18,2023/10/25,7606
SC18,2023/10/14,5360
SC18,2023/8/19,6837
SC18,2023/10/28,6529
SC18,2023/10/16,5137
SC18,2023/9/1,6624
SC18,2023/11/29,5347
SC18,2023/11/18,5824
SC18,2023/10/26,7180
SC18,2023/10/3,4213
SC18,2023/10/10,5441
SC18,2023/10/2,4434
SC18,2023/8/2,4817
SC18,2023/11/15,6465
SC18,2023/9/22,6264
SC18,2023/11/6,7428
SC18,2023/9/18,5905
SC18,2023/9/4,6026
SC18,2023/10/17,5411
SC18,2023/10/1,4925
SC18,2023/8/14,5597
SC18,2023/9/14,6328
SC18,2023/8/15,5853
SC18,2023/8/27,5390
SC18,2023/9/19,6462
SC18,2023/10/18,5069
SC18,2023/9/23,7131
SC18,2023/9/26,7892
SC18,2023/9/5,6721
SC18,2023/10/7,5438
SC18,2023/11/21,5857
SC18,2023/11/12,16247
SC18,2023/10/15,5318
SC18,2023/11/14,6705
SC18,2023/9/8,6797
SC18,2023/8/16,6636
SC18,2023/8/22,7243
SC18,2023/11/30,6109
SC18,2023/8/24,5422
SC18,2023/8/30,6131
SC18,2023/8/11,5249
SC18,2023/8/1,5277
SC18,2023/11/25,5993
SC18,2023/11/11,21312
SC18,2023/9/21,6385
SC18,2023/11/1,22141
