分拣中心,日期,货量
SC25,2023/10/27,48425
SC25,2023/8/9,35112
SC25,2023/9/17,39770
SC25,2023/10/31,43099
SC25,2023/11/16,48922
SC25,2023/8/29,40332
SC25,2023/8/18,37118
SC25,2023/8/5,36873
SC25,2023/10/26,49451
SC25,2023/11/28,45758
SC25,2023/10/16,39624
SC25,2023/10/11,41118
SC25,2023/8/6,34342
SC25,2023/8/15,37679
SC25,2023/8/16,36937
SC25,2023/10/19,42760
SC25,2023/10/12,41261
SC25,2023/11/13,54172
SC25,2023/10/5,34846
SC25,2023/9/29,40354
SC25,2023/9/12,43383
SC25,2023/11/7,50717
SC25,2023/11/12,63953
SC25,2023/10/28,44735
SC25,2023/9/13,45108
SC25,2023/11/5,47651
SC25,2023/9/24,44643
SC25,2023/8/22,36146
SC25,2023/10/30,40392
SC25,2023/9/19,45437
SC25,2023/11/23,48049
SC25,2023/8/24,37827
SC25,2023/11/29,45638
SC25,2023/9/6,43597
SC25,2023/8/11,36021
SC25,2023/10/4,28705
SC25,2023/11/8,52404
SC25,2023/9/1,41531
SC25,2023/10/10,40626
SC25,2023/8/7,32858
SC25,2023/9/5,42342
SC25,2023/8/2,37993
SC25,2023/10/17,40986
SC25,2023/10/22,36865
SC25,2023/11/22,46387
SC25,2023/10/23,42089
SC25,2023/8/12,35196
SC25,2023/8/25,38254
SC25,2023/8/30,36016
SC25,2023/11/9,52035
SC25,2023/9/26,51937
SC25,2023/8/20,32471
SC25,2023/10/2,30116
SC25,2023/10/1,34195
SC25,2023/11/4,47537
SC25,2023/10/15,36919
SC25,2023/10/3,29034
SC25,2023/11/3,51930
SC25,2023/8/26,37059
SC25,2023/9/23,47129
SC25,2023/11/11,63782
SC25,2023/11/24,43751
SC25,2023/9/10,37697
SC25,2023/11/10,45969
SC25,2023/8/27,35893
SC25,2023/11/1,64269
SC25,2023/9/3,36850
SC25,2023/11/30,45795
SC25,2023/8/31,42177
SC25,2023/9/28,48277
SC25,2023/10/25,49083
SC25,2023/8/23,37274
SC25,2023/8/4,40148
SC25,2023/10/24,54992
SC25,2023/10/29,41309
SC25,2023/9/30,34247
SC25,2023/10/21,39013
SC25,2023/10/6,35736
SC25,2023/9/9,38158
SC25,2023/9/8,41701
SC25,2023/10/8,40530
SC25,2023/11/15,47991
SC25,2023/8/28,33666
SC25,2023/8/13,30555
SC25,2023/9/20,49246
SC25,2023/11/14,51992
SC25,2023/11/27,43155
SC25,2023/9/22,47963
SC25,2023/11/25,42517
SC25,2023/8/10,37007
SC25,2023/9/27,48810
SC25,2023/9/15,43379
SC25,2023/9/18,42831
SC25,2023/8/1,38119
SC25,2023/9/11,39157
SC25,2023/8/14,34205
SC25,2023/10/18,43255
SC25,2023/10/20,44917
SC25,2023/8/3,38455
SC25,2023/11/2,57261
SC25,2023/9/2,41542
SC25,2023/10/13,40143
SC25,2023/9/21,48315
SC25,2023/11/17,46805
SC25,2023/9/4,38625
SC25,2023/11/26,39951
SC25,2023/11/6,47774
SC25,2023/9/7,41395
SC25,2023/11/18,44735
SC25,2023/10/9,40650
SC25,2023/9/16,43946
SC25,2023/9/25,46761
SC25,2023/10/14,39074
SC25,2023/8/17,36917
SC25,2023/10/7,35433
SC25,2023/9/14,43405
SC25,2023/8/19,35774
SC25,2023/11/20,45621
SC25,2023/8/8,33517
SC25,2023/11/19,42092
SC25,2023/8/21,34122
SC25,2023/11/21,49837
