分拣中心,日期,货量
SC39,2023/8/12,2332
SC39,2023/10/25,3293
SC39,2023/9/19,2786
SC39,2023/9/6,2918
SC39,2023/9/29,2710
SC39,2023/8/2,2647
SC39,2023/9/7,3246
SC39,2023/8/20,2330
SC39,2023/10/26,3046
SC39,2023/10/10,2594
SC39,2023/9/24,2675
SC39,2023/8/25,2586
SC39,2023/8/16,2448
SC39,2023/8/27,2487
SC39,2023/9/28,2860
SC39,2023/10/4,2349
SC39,2023/9/2,2766
SC39,2023/11/26,2077
SC39,2023/11/24,2225
SC39,2023/8/13,2217
SC39,2023/10/19,2509
SC39,2023/8/24,2686
SC39,2023/9/26,2917
SC39,2023/10/6,2534
SC39,2023/11/5,2960
SC39,2023/11/8,3259
SC39,2023/11/6,3029
SC39,2023/11/11,7703
SC39,2023/9/12,2691
SC39,2023/8/17,2418
SC39,2023/8/29,2558
SC39,2023/9/13,2792
SC39,2023/9/30,2716
SC39,2023/9/3,2568
SC39,2023/10/15,2158
SC39,2023/10/1,2513
SC39,2023/8/21,2487
SC39,2023/8/5,2370
SC39,2023/8/18,2468
SC39,2023/11/20,2118
SC39,2023/8/15,2475
SC39,2023/9/25,2983
SC39,2023/11/2,4565
SC39,2023/11/25,2040
SC39,2023/11/3,3292
SC39,2023/11/21,2260
SC39,2023/10/9,2626
SC39,2023/11/7,3172
SC39,2023/10/7,2648
SC39,2023/8/3,2473
SC39,2023/9/11,2685
SC39,2023/10/27,3149
SC39,2023/9/23,2612
SC39,2023/8/6,2309
SC39,2023/8/14,2485
SC39,2023/10/24,5310
SC39,2023/10/18,2299
SC39,2023/8/11,2502
SC39,2023/9/20,2796
SC39,2023/11/15,2247
SC39,2023/10/16,2261
SC39,2023/11/18,2067
SC39,2023/9/15,2604
SC39,2023/10/8,2616
SC39,2023/8/31,2365
SC39,2023/10/17,2256
SC39,2023/10/29,2672
SC39,2023/10/12,2402
SC39,2023/11/17,1980
SC39,2023/10/28,2942
SC39,2023/9/21,2704
SC39,2023/11/9,2998
SC39,2023/11/28,2207
SC39,2023/8/22,2279
SC39,2023/9/9,2817
SC39,2023/8/19,2403
SC39,2023/8/28,2586
SC39,2023/9/27,2897
SC39,2023/11/14,2145
SC39,2023/10/20,2698
SC39,2023/11/13,2524
SC39,2023/11/27,2243
SC39,2023/9/10,2327
SC39,2023/9/14,2684
SC39,2023/10/21,2373
SC39,2023/8/7,2410
SC39,2023/11/16,2182
SC39,2023/8/8,2573
SC39,2023/8/4,2421
SC39,2023/10/13,2388
SC39,2023/11/29,2310
SC39,2023/11/10,4389
SC39,2023/9/8,2899
SC39,2023/8/30,2572
SC39,2023/10/5,2561
SC39,2023/9/18,2657
SC39,2023/9/17,2576
SC39,2023/8/1,2574
SC39,2023/9/4,2575
SC39,2023/11/4,3129
SC39,2023/10/2,2469
SC39,2023/11/30,2410
SC39,2023/10/22,2091
SC39,2023/9/16,2557
SC39,2023/9/5,2648
SC39,2023/10/11,2531
SC39,2023/8/10,2507
SC39,2023/10/14,2062
SC39,2023/10/23,3297
SC39,2023/8/9,2611
SC39,2023/10/3,2416
SC39,2023/11/12,4876
SC39,2023/8/23,2554
SC39,2023/11/1,8213
SC39,2023/10/31,4148
SC39,2023/11/22,2183
SC39,2023/11/19,1873
SC39,2023/9/1,3385
SC39,2023/10/30,2704
SC39,2023/11/23,2123
SC39,2023/9/22,2704
SC39,2023/8/26,2533
