分拣中心,日期,货量
SC23,2023/11/22,3588
SC23,2023/9/14,1990
SC23,2023/11/9,3877
SC23,2023/11/2,4673
SC23,2023/10/6,2892
SC23,2023/8/8,1661
SC23,2023/8/1,1944
SC23,2023/10/1,2867
SC23,2023/10/29,3399
SC23,2023/9/8,1612
SC23,2023/10/13,3102
SC23,2023/10/26,3998
SC23,2023/8/29,1413
SC23,2023/9/17,2497
SC23,2023/8/7,1625
SC23,2023/10/28,3587
SC23,2023/9/6,1761
SC23,2023/8/11,1529
SC23,2023/11/1,7315
SC23,2023/9/26,3948
SC23,2023/11/21,3526
SC23,2023/9/5,1654
SC23,2023/10/9,2967
SC23,2023/10/24,4970
SC23,2023/11/3,4257
SC23,2023/11/28,3521
SC23,2023/10/2,2754
SC23,2023/11/4,4219
SC23,2023/8/6,1640
SC23,2023/10/27,3807
SC23,2023/10/18,3107
SC23,2023/11/26,3520
SC23,2023/8/24,1541
SC23,2023/8/13,1455
SC23,2023/11/29,3597
SC23,2023/9/28,3161
SC23,2023/11/5,3925
SC23,2023/11/27,3601
SC23,2023/10/22,2883
SC23,2023/10/19,3239
SC23,2023/10/15,2945
SC23,2023/11/17,4258
SC23,2023/8/4,1701
SC23,2023/8/23,1469
SC23,2023/11/18,4116
SC23,2023/8/26,1406
SC23,2023/10/11,3044
SC23,2023/9/18,2662
SC23,2023/9/3,1582
SC23,2023/10/21,3142
SC23,2023/9/13,1895
SC23,2023/10/20,3196
SC23,2023/10/12,3245
SC23,2023/8/28,1503
SC23,2023/9/19,2698
SC23,2023/8/22,1552
SC23,2023/8/21,2133
SC23,2023/11/11,8819
SC23,2023/9/10,1477
SC23,2023/10/30,3459
SC23,2023/11/13,3989
SC23,2023/10/4,2669
SC23,2023/8/19,1869
SC23,2023/8/17,1689
SC23,2023/10/17,3084
SC23,2023/10/14,3183
SC23,2023/9/2,1621
SC23,2023/11/7,4032
SC23,2023/9/27,3704
SC23,2023/10/5,2919
SC23,2023/8/20,1881
SC23,2023/9/4,1667
SC23,2023/10/16,3112
SC23,2023/11/25,3573
SC23,2023/8/3,1903
SC23,2023/8/30,1440
SC23,2023/9/12,1639
SC23,2023/10/25,4129
SC23,2023/9/23,2867
SC23,2023/9/7,1753
SC23,2023/10/23,3655
SC23,2023/9/20,2665
SC23,2023/11/30,3812
SC23,2023/9/29,2944
SC23,2023/10/31,5377
SC23,2023/8/5,1716
SC23,2023/9/11,1595
SC23,2023/11/24,3592
SC23,2023/11/8,3904
SC23,2023/10/7,3016
SC23,2023/10/8,2996
SC23,2023/11/19,3702
SC23,2023/9/22,2766
SC23,2023/9/30,2862
SC23,2023/8/31,1441
SC23,2023/9/25,3500
SC23,2023/11/14,3625
SC23,2023/8/2,1857
SC23,2023/8/9,1828
SC23,2023/11/16,3861
SC23,2023/8/25,1469
SC23,2023/9/21,2722
SC23,2023/11/6,3824
SC23,2023/8/15,1458
SC23,2023/11/15,3726
SC23,2023/11/23,3480
SC23,2023/11/12,6007
SC23,2023/9/16,2345
SC23,2023/8/27,1364
SC23,2023/9/15,2240
SC23,2023/9/24,3014
SC23,2023/8/18,1738
SC23,2023/8/14,1487
SC23,2023/11/20,3686
SC23,2023/11/10,5422
SC23,2023/9/1,1701
SC23,2023/10/3,2700
SC23,2023/8/16,1612
SC23,2023/10/10,3046
SC23,2023/8/10,1624
SC23,2023/8/12,1583
SC23,2023/9/9,1592
