分拣中心,日期,货量
SC53,2023/11/30,32718
SC53,2023/8/31,35601
SC53,2023/11/18,33132
SC53,2023/8/2,28030
SC53,2023/8/10,28196
SC53,2023/10/4,22770
SC53,2023/11/6,33926
SC53,2023/8/9,27459
SC53,2023/9/2,32049
SC53,2023/8/27,32240
SC53,2023/11/26,30006
SC53,2023/9/23,40436
SC53,2023/9/26,40681
SC53,2023/8/21,27121
SC53,2023/10/24,33703
SC53,2023/10/23,29531
SC53,2023/10/22,27841
SC53,2023/10/17,29559
SC53,2023/8/20,27537
SC53,2023/10/15,28380
SC53,2023/10/16,29124
SC53,2023/9/6,32423
SC53,2023/11/1,35310
SC53,2023/9/4,30173
SC53,2023/11/12,46038
SC53,2023/11/20,32940
SC53,2023/11/14,41609
SC53,2023/9/11,30172
SC53,2023/10/21,29353
SC53,2023/8/22,29856
SC53,2023/11/2,41933
SC53,2023/8/8,26946
SC53,2023/10/14,29777
SC53,2023/10/2,23167
SC53,2023/8/5,28474
SC53,2023/9/21,39127
SC53,2023/9/1,33224
SC53,2023/9/12,30394
SC53,2023/10/27,35823
SC53,2023/8/26,35313
SC53,2023/10/19,30362
SC53,2023/10/9,30362
SC53,2023/10/25,36806
SC53,2023/10/6,25977
SC53,2023/11/23,35037
SC53,2023/9/14,34649
SC53,2023/8/18,29452
SC53,2023/9/24,36584
SC53,2023/11/27,30129
SC53,2023/11/25,32571
SC53,2023/11/7,34979
SC53,2023/8/12,26843
SC53,2023/11/24,33282
SC53,2023/8/29,40313
SC53,2023/9/18,31163
SC53,2023/9/30,23956
SC53,2023/11/22,35821
SC53,2023/10/5,25309
SC53,2023/10/26,35819
SC53,2023/8/1,26860
SC53,2023/8/14,26693
SC53,2023/10/10,31815
SC53,2023/11/10,37544
SC53,2023/9/20,38147
SC53,2023/8/4,28487
SC53,2023/11/17,36958
SC53,2023/10/18,29834
SC53,2023/8/7,26963
SC53,2023/11/15,39846
SC53,2023/8/17,29438
SC53,2023/10/28,33824
SC53,2023/11/11,38904
SC53,2023/11/8,37586
SC53,2023/10/8,30133
SC53,2023/9/29,26547
SC53,2023/10/12,30368
SC53,2023/8/16,28747
SC53,2023/8/13,26473
SC53,2023/10/3,22538
SC53,2023/10/29,30769
SC53,2023/9/17,33713
SC53,2023/8/6,25697
SC53,2023/8/25,33303
SC53,2023/11/13,47565
SC53,2023/9/27,41008
SC53,2023/8/28,37424
SC53,2023/8/15,28935
SC53,2023/9/13,33234
SC53,2023/10/11,31105
SC53,2023/9/8,31993
SC53,2023/9/22,37420
SC53,2023/11/4,33361
SC53,2023/8/11,27718
SC53,2023/8/30,39181
SC53,2023/9/10,31056
SC53,2023/11/19,33095
SC53,2023/10/1,22771
SC53,2023/11/29,33832
SC53,2023/9/28,35505
SC53,2023/11/9,37321
SC53,2023/11/21,33638
SC53,2023/9/19,33954
SC53,2023/9/25,40852
SC53,2023/10/30,31405
SC53,2023/11/3,36469
SC53,2023/10/7,28714
SC53,2023/8/3,27609
SC53,2023/9/16,33558
SC53,2023/10/20,30383
SC53,2023/9/7,32426
SC53,2023/8/24,30512
SC53,2023/9/5,33202
SC53,2023/11/16,38173
SC53,2023/9/3,32134
SC53,2023/8/23,30377
SC53,2023/9/9,32547
SC53,2023/9/15,33747
SC53,2023/10/31,36585
SC53,2023/11/28,33646
SC53,2023/8/19,28747
SC53,2023/10/13,30270
SC53,2023/11/5,30522
