SC_ID,date,value
SC24,2023/8/24,5893
SC24,2023/8/18,6821
SC24,2023/9/4,6858
SC24,2023/11/12,11673
SC24,2023/9/10,6455
SC24,2023/11/6,6846
SC24,2023/11/10,6156
SC24,2023/10/29,5645
SC24,2023/11/27,4897
SC24,2023/9/2,6340
SC24,2023/9/30,5361
SC24,2023/10/22,4635
SC24,2023/8/13,5488
SC24,2023/11/11,16506
SC24,2023/8/12,5673
SC24,2023/8/2,6013
SC24,2023/8/31,5835
SC24,2023/10/17,5573
SC24,2023/8/8,5984
SC24,2023/8/21,7923
SC24,2023/9/27,6727
SC24,2023/9/18,6834
SC24,2023/8/19,6929
SC24,2023/9/3,6390
SC24,2023/9/9,7218
SC24,2023/10/31,5675
SC24,2023/8/7,5709
SC24,2023/10/24,9260
SC24,2023/9/15,6723
SC24,2023/11/9,6510
SC24,2023/11/29,5032
SC24,2023/10/4,5145
SC24,2023/11/20,5624
SC24,2023/8/10,6217
SC24,2023/11/24,4779
SC24,2023/11/8,6824
SC24,2023/8/1,6428
SC24,2023/10/23,5034
SC24,2023/9/23,6890
SC24,2023/10/15,5213
SC24,2023/11/28,4912
SC24,2023/9/6,6687
SC24,2023/10/3,4961
SC24,2023/9/7,7218
SC24,2023/8/22,6814
SC24,2023/10/27,6680
SC24,2023/11/19,5008
SC24,2023/9/28,5682
SC24,2023/11/4,6532
SC24,2023/8/20,7203
SC24,2023/9/17,6405
SC24,2023/10/20,5329
SC24,2023/11/3,6748
SC24,2023/8/6,5846
SC24,2023/9/11,6628
SC24,2023/11/17,5562
SC24,2023/11/26,4470
SC24,2023/8/28,5970
SC24,2023/9/16,6371
SC24,2023/10/2,4676
SC24,2023/8/27,5509
SC24,2023/8/3,6208
SC24,2023/11/1,13528
SC24,2023/9/1,6445
SC24,2023/9/8,6658
SC24,2023/11/21,5317
SC24,2023/10/1,4939
SC24,2023/10/6,5429
SC24,2023/8/5,5743
SC24,2023/8/9,6605
SC24,2023/8/4,5827
SC24,2023/9/24,6824
SC24,2023/9/14,7005
SC24,2023/10/28,5898
SC24,2023/9/25,7119
SC24,2023/8/11,5889
SC24,2023/10/8,5671
SC24,2023/8/29,5908
SC24,2023/11/7,6876
SC24,2023/10/10,5430
SC24,2023/10/12,5684
SC24,2023/11/16,5705
SC24,2023/11/5,6112
SC24,2023/10/18,5833
SC24,2023/10/14,5450
SC24,2023/10/11,5685
SC24,2023/10/25,7362
SC24,2023/10/21,5159
SC24,2023/11/14,5982
SC24,2023/10/26,6595
SC24,2023/8/30,5889
SC24,2023/10/19,5259
SC24,2023/10/9,5497
SC24,2023/9/12,6571
SC24,2023/9/19,6976
SC24,2023/11/25,4582
SC24,2023/9/20,7337
SC24,2023/8/15,6230
SC24,2023/11/2,8233
SC24,2023/11/30,5354
SC24,2023/10/7,6055
SC24,2023/10/30,5950
SC24,2023/8/14,6086
SC24,2023/11/18,5223
SC24,2023/8/23,6091
SC24,2023/8/26,5603
SC24,2023/9/29,5408
SC24,2023/9/26,7928
SC24,2023/11/22,5169
SC24,2023/9/5,6736
SC24,2023/11/15,5759
SC24,2023/9/22,6895
SC24,2023/11/13,7191
SC24,2023/10/13,5473
SC24,2023/8/16,6372
SC24,2023/8/17,6593
SC24,2023/9/21,7602
SC24,2023/8/25,5763
SC24,2023/10/16,5709
SC24,2023/10/5,5303
SC24,2023/11/23,5231
SC24,2023/9/13,6388
