分拣中心,日期,货量
SC30,2023/8/24,3673
SC30,2023/10/22,3914
SC30,2023/8/19,3739
SC30,2023/9/1,6406
SC30,2023/8/11,4254
SC30,2023/10/18,3984
SC30,2023/10/8,3384
SC30,2023/8/28,3106
SC30,2023/10/14,4402
SC30,2023/9/29,4540
SC30,2023/11/27,3746
SC30,2023/10/20,6777
SC30,2023/9/17,4616
SC30,2023/9/23,6428
SC30,2023/10/7,3486
SC30,2023/8/20,3043
SC30,2023/11/16,4563
SC30,2023/11/15,4341
SC30,2023/11/12,6501
SC30,2023/8/2,2868
SC30,2023/8/3,3016
SC30,2023/8/18,4684
SC30,2023/8/30,3458
SC30,2023/10/23,5448
SC30,2023/9/5,4053
SC30,2023/9/24,5656
SC30,2023/8/9,2754
SC30,2023/10/27,7276
SC30,2023/10/31,6618
SC30,2023/10/26,4745
SC30,2023/11/28,3854
SC30,2023/10/16,2888
SC30,2023/8/16,2946
SC30,2023/9/13,3786
SC30,2023/10/4,2826
SC30,2023/9/8,6394
SC30,2023/9/28,5344
SC30,2023/11/14,5495
SC30,2023/10/10,3776
SC30,2023/9/9,5764
SC30,2023/11/11,15034
SC30,2023/8/31,3431
SC30,2023/10/19,4650
SC30,2023/9/20,5675
SC30,2023/8/12,3584
SC30,2023/9/19,6286
SC30,2023/11/29,3401
SC30,2023/8/17,3625
SC30,2023/10/28,5514
SC30,2023/9/4,3772
SC30,2023/9/30,3820
SC30,2023/11/4,6152
SC30,2023/9/10,4406
SC30,2023/9/22,6657
SC30,2023/8/6,3118
SC30,2023/9/27,5783
SC30,2023/11/18,4263
SC30,2023/10/2,2325
SC30,2023/8/4,4966
SC30,2023/10/25,4554
SC30,2023/10/3,2511
SC30,2023/11/5,5542
SC30,2023/11/22,2946
SC30,2023/10/9,3067
SC30,2023/10/21,4593
SC30,2023/10/13,5027
SC30,2023/9/6,4779
SC30,2023/8/26,3898
SC30,2023/8/8,3084
SC30,2023/10/11,3756
SC30,2023/8/13,2876
SC30,2023/8/22,3244
SC30,2023/11/20,3096
SC30,2023/10/15,3521
SC30,2023/11/7,5513
SC30,2023/9/12,4321
SC30,2023/11/6,4170
SC30,2023/11/23,3481
SC30,2023/10/12,3605
SC30,2023/11/8,4672
SC30,2023/9/2,5651
SC30,2023/11/13,5063
SC30,2023/9/18,3824
SC30,2023/11/19,3428
SC30,2023/8/29,3241
SC30,2023/11/24,4970
SC30,2023/8/21,3188
SC30,2023/11/1,9762
SC30,2023/11/9,5677
SC30,2023/8/7,2751
SC30,2023/10/24,7638
SC30,2023/10/30,4718
SC30,2023/8/10,3233
SC30,2023/9/11,3326
SC30,2023/9/16,5765
SC30,2023/11/21,3341
SC30,2023/9/3,4701
SC30,2023/8/25,5104
SC30,2023/10/29,4242
SC30,2023/9/25,5785
SC30,2023/8/1,3584
SC30,2023/8/27,3177
SC30,2023/10/1,3022
SC30,2023/8/14,2674
SC30,2023/8/5,3720
SC30,2023/10/17,4932
SC30,2023/9/26,5937
SC30,2023/11/3,6617
SC30,2023/8/23,3011
SC30,2023/11/25,4813
SC30,2023/11/26,4146
SC30,2023/9/21,5790
SC30,2023/10/5,3526
SC30,2023/9/15,7045
SC30,2023/11/10,7943
SC30,2023/11/17,4866
SC30,2023/10/6,4358
SC30,2023/8/15,3249
SC30,2023/9/14,5433
SC30,2023/11/30,3739
SC30,2023/11/2,6713
SC30,2023/9/7,6200
