分拣中心,日期,货量
SC49,2023/9/12,6671
SC49,2023/9/8,7637
SC49,2023/10/25,9001
SC49,2023/8/1,5378
SC49,2023/11/19,6146
SC49,2023/10/5,6343
SC49,2023/11/6,7385
SC49,2023/9/3,6804
SC49,2023/8/13,5521
SC49,2023/10/16,5796
SC49,2023/11/25,6174
SC49,2023/8/3,5753
SC49,2023/8/18,6336
SC49,2023/11/4,7662
SC49,2023/10/8,7155
SC49,2023/11/10,7805
SC49,2023/10/31,7209
SC49,2023/8/4,6371
SC49,2023/11/5,7668
SC49,2023/11/2,10874
SC49,2023/8/25,6434
SC49,2023/8/12,6079
SC49,2023/8/17,6248
SC49,2023/9/14,7105
SC49,2023/10/13,6411
SC49,2023/11/16,7245
SC49,2023/9/1,6812
SC49,2023/9/16,7662
SC49,2023/11/3,8851
SC49,2023/11/18,6798
SC49,2023/8/30,6370
SC49,2023/8/19,6106
SC49,2023/9/6,7017
SC49,2023/10/4,5612
SC49,2023/8/20,5977
SC49,2023/8/8,6142
SC49,2023/8/2,5712
SC49,2023/9/13,6861
SC49,2023/8/6,5699
SC49,2023/11/8,8064
SC49,2023/10/12,6724
SC49,2023/10/9,7435
SC49,2023/9/25,7644
SC49,2023/11/13,9144
SC49,2023/9/5,7137
SC49,2023/11/17,6918
SC49,2023/8/11,6619
SC49,2023/9/11,6514
SC49,2023/11/23,6378
SC49,2023/8/23,6534
SC49,2023/10/23,5803
SC49,2023/8/22,6195
SC49,2023/11/27,6133
SC49,2023/9/9,6976
SC49,2023/9/19,7062
SC49,2023/9/2,7341
SC49,2023/11/15,7560
SC49,2023/10/17,5862
SC49,2023/9/7,7704
SC49,2023/9/22,7858
SC49,2023/9/24,7573
SC49,2023/10/2,6275
SC49,2023/10/19,6054
SC49,2023/10/26,7337
SC49,2023/11/21,6676
SC49,2023/11/22,6799
SC49,2023/9/23,7668
SC49,2023/11/11,14217
SC49,2023/9/10,6904
SC49,2023/8/21,6473
SC49,2023/10/24,7862
SC49,2023/8/15,5771
SC49,2023/11/7,7848
SC49,2023/8/7,5781
SC49,2023/11/14,8572
SC49,2023/8/27,5973
SC49,2023/10/30,5939
SC49,2023/10/21,5862
SC49,2023/9/27,8320
SC49,2023/11/9,7916
SC49,2023/10/20,6163
SC49,2023/9/30,6824
SC49,2023/10/1,6083
SC49,2023/10/6,6242
SC49,2023/11/12,12717
SC49,2023/9/28,8271
SC49,2023/8/14,5590
SC49,2023/10/15,5471
SC49,2023/11/1,11518
SC49,2023/9/26,8326
SC49,2023/11/24,6767
SC49,2023/10/7,6529
SC49,2023/8/5,6183
SC49,2023/9/4,6862
SC49,2023/11/28,6384
SC49,2023/8/16,6698
SC49,2023/9/21,7829
SC49,2023/10/22,5534
SC49,2023/9/15,7555
SC49,2023/10/3,5472
SC49,2023/11/30,6439
SC49,2023/10/28,6891
SC49,2023/8/26,6183
SC49,2023/10/11,6779
SC49,2023/9/17,7128
SC49,2023/10/14,5764
SC49,2023/8/24,6276
SC49,2023/9/20,7423
SC49,2023/8/31,6566
SC49,2023/11/20,6467
SC49,2023/9/18,6914
SC49,2023/11/26,6031
SC49,2023/8/29,6382
SC49,2023/9/29,6168
SC49,2023/8/9,6900
SC49,2023/10/27,7215
SC49,2023/8/10,6311
SC49,2023/10/10,7427
SC49,2023/8/28,5752
SC49,2023/11/29,6273
SC49,2023/10/29,6400
SC49,2023/10/18,6283
