分拣中心,日期,货量
SC19,2023/11/10,13296
SC19,2023/8/25,6677
SC19,2023/9/16,7742
SC19,2023/8/29,7683
SC19,2023/8/5,6868
SC19,2023/11/13,9897
SC19,2023/10/16,7441
SC19,2023/11/7,11441
SC19,2023/11/22,6666
SC19,2023/8/4,8210
SC19,2023/8/24,7692
SC19,2023/8/8,8690
SC19,2023/9/30,5272
SC19,2023/8/26,6414
SC19,2023/11/18,7011
SC19,2023/9/7,9281
SC19,2023/8/2,7318
SC19,2023/11/20,7940
SC19,2023/11/4,12472
SC19,2023/9/24,6953
SC19,2023/8/19,8219
SC19,2023/8/14,8362
SC19,2023/8/16,8377
SC19,2023/9/12,8737
SC19,2023/11/6,11135
SC19,2023/9/15,8359
SC19,2023/9/10,5350
SC19,2023/9/11,8717
SC19,2023/9/19,8361
SC19,2023/10/9,9448
SC19,2023/10/4,5016
SC19,2023/8/31,7429
SC19,2023/11/27,6490
SC19,2023/8/12,6846
SC19,2023/9/26,10792
SC19,2023/10/21,6607
SC19,2023/10/26,9647
SC19,2023/9/20,8726
SC19,2023/10/1,5326
SC19,2023/11/19,4626
SC19,2023/9/14,9015
SC19,2023/10/22,6034
SC19,2023/8/20,6655
SC19,2023/9/29,6991
SC19,2023/9/25,10969
SC19,2023/8/15,9453
SC19,2023/11/29,6314
SC19,2023/8/27,4929
SC19,2023/8/17,9082
SC19,2023/8/21,10430
SC19,2023/10/14,7717
SC19,2023/11/16,8922
SC19,2023/10/25,10118
SC19,2023/10/7,8712
SC19,2023/11/14,9687
SC19,2023/8/13,4864
SC19,2023/8/18,8971
SC19,2023/10/3,4832
SC19,2023/9/2,6890
SC19,2023/11/23,7372
SC19,2023/9/18,8995
SC19,2023/10/5,5585
SC19,2023/11/2,14942
SC19,2023/9/5,8660
SC19,2023/10/17,8654
SC19,2023/9/6,9714
SC19,2023/11/26,4310
SC19,2023/11/30,7210
SC19,2023/11/11,25946
SC19,2023/10/23,9009
SC19,2023/11/21,8033
SC19,2023/9/9,8418
SC19,2023/10/11,8405
SC19,2023/11/5,11018
SC19,2023/8/22,9189
SC19,2023/10/28,9018
SC19,2023/11/28,7151
SC19,2023/11/1,21454
SC19,2023/8/3,8060
SC19,2023/10/27,10074
SC19,2023/8/1,8386
SC19,2023/9/27,9526
SC19,2023/9/3,5434
SC19,2023/10/31,13025
SC19,2023/9/13,9493
SC19,2023/10/24,12913
SC19,2023/9/17,6122
SC19,2023/8/30,7981
SC19,2023/8/10,8548
SC19,2023/11/17,7996
SC19,2023/8/23,8312
SC19,2023/8/28,7167
SC19,2023/8/11,8095
SC19,2023/10/2,4655
SC19,2023/11/9,10498
SC19,2023/8/6,4986
SC19,2023/11/8,11361
SC19,2023/8/7,7465
SC19,2023/9/22,13030
SC19,2023/11/3,14034
SC19,2023/10/12,8437
SC19,2023/9/1,7366
SC19,2023/9/4,8150
SC19,2023/10/18,8422
SC19,2023/9/8,8626
SC19,2023/11/15,10083
SC19,2023/10/19,7108
SC19,2023/10/15,5422
SC19,2023/9/21,8650
SC19,2023/11/25,7013
SC19,2023/10/30,10079
SC19,2023/11/12,18723
SC19,2023/10/20,7363
SC19,2023/11/24,6741
SC19,2023/9/23,9014
SC19,2023/8/9,8205
SC19,2023/10/6,7634
SC19,2023/10/13,8245
SC19,2023/9/28,7866
SC19,2023/10/10,8849
SC19,2023/10/8,9517
SC19,2023/10/29,9841
