分拣中心,日期,货量
SC7,2023/10/10,36450
SC7,2023/10/12,34963
SC7,2023/9/29,31472
SC7,2023/11/19,33764
SC7,2023/9/20,39662
SC7,2023/10/2,22565
SC7,2023/8/3,34377
SC7,2023/11/14,45602
SC7,2023/8/21,34600
SC7,2023/8/30,35291
SC7,2023/9/4,35100
SC7,2023/8/11,32799
SC7,2023/10/6,31089
SC7,2023/8/23,35092
SC7,2023/9/22,38524
SC7,2023/11/7,48983
SC7,2023/11/20,33775
SC7,2023/11/30,33676
SC7,2023/11/13,60126
SC7,2023/10/26,47711
SC7,2023/11/8,48074
SC7,2023/11/6,43625
SC7,2023/11/1,91312
SC7,2023/9/11,36068
SC7,2023/10/30,37342
SC7,2023/11/18,36207
SC7,2023/9/21,39487
SC7,2023/10/7,32941
SC7,2023/8/31,35850
SC7,2023/9/28,36234
SC7,2023/10/18,34836
SC7,2023/8/7,32229
SC7,2023/9/8,42452
SC7,2023/11/23,34017
SC7,2023/11/4,53482
SC7,2023/10/4,24280
SC7,2023/9/19,37453
SC7,2023/9/17,40884
SC7,2023/11/12,83983
SC7,2023/9/12,40436
SC7,2023/8/26,35432
SC7,2023/9/16,43230
SC7,2023/9/26,42006
SC7,2023/8/8,32181
SC7,2023/8/14,30104
SC7,2023/11/27,31057
SC7,2023/11/9,46548
SC7,2023/8/20,34776
SC7,2023/8/6,32235
SC7,2023/10/29,42157
SC7,2023/9/24,42083
SC7,2023/8/4,33522
SC7,2023/9/2,41393
SC7,2023/11/24,34246
SC7,2023/11/11,94075
SC7,2023/10/20,35741
SC7,2023/9/1,37151
SC7,2023/9/9,42532
SC7,2023/10/17,35666
SC7,2023/8/1,34322
SC7,2023/8/13,32211
SC7,2023/11/2,70641
SC7,2023/10/5,27802
SC7,2023/8/19,35327
SC7,2023/9/13,40600
SC7,2023/8/22,36594
SC7,2023/8/5,34450
SC7,2023/11/5,49487
SC7,2023/8/9,34860
SC7,2023/8/2,35100
SC7,2023/10/24,52815
SC7,2023/11/29,35847
SC7,2023/10/1,25385
SC7,2023/11/17,37129
SC7,2023/9/27,41072
SC7,2023/11/22,35351
SC7,2023/10/13,35196
SC7,2023/8/15,34267
SC7,2023/10/11,36239
SC7,2023/10/27,44356
SC7,2023/9/14,38119
SC7,2023/10/15,34210
SC7,2023/11/28,33390
SC7,2023/10/14,36110
SC7,2023/9/6,38076
SC7,2023/9/25,39691
SC7,2023/10/22,32418
SC7,2023/9/18,37538
SC7,2023/8/28,33052
SC7,2023/9/3,36843
SC7,2023/11/26,33061
SC7,2023/8/12,34789
SC7,2023/9/23,41867
SC7,2023/8/10,34847
SC7,2023/9/5,36986
SC7,2023/8/24,35483
SC7,2023/10/23,32218
SC7,2023/9/30,27875
SC7,2023/11/15,40879
SC7,2023/10/25,54660
SC7,2023/10/31,35168
SC7,2023/11/10,47703
SC7,2023/10/28,46556
SC7,2023/10/21,34833
SC7,2023/8/17,35057
SC7,2023/8/27,33509
SC7,2023/11/25,34287
SC7,2023/9/7,41831
SC7,2023/10/9,36796
SC7,2023/8/18,35984
SC7,2023/9/15,39448
SC7,2023/8/16,34370
SC7,2023/10/3,22626
SC7,2023/11/16,37827
SC7,2023/9/10,40328
SC7,2023/10/8,36952
SC7,2023/11/21,34424
SC7,2023/8/29,34712
SC7,2023/10/16,33472
SC7,2023/10/19,33522
SC7,2023/11/3,58473
SC7,2023/8/25,36283
