SC_ID,date,value
SC46,2023/9/27,2423
SC46,2023/9/11,1852
SC46,2023/9/3,2331
SC46,2023/8/5,2120
SC46,2023/10/13,1764
SC46,2023/8/9,2127
SC46,2023/8/21,1875
SC46,2023/10/9,1640
SC46,2023/8/11,2068
SC46,2023/11/24,2496
SC46,2023/9/10,1713
SC46,2023/9/25,2624
SC46,2023/11/6,1981
SC46,2023/10/16,1553
SC46,2023/9/13,2120
SC46,2023/11/14,2024
SC46,2023/10/23,1251
SC46,2023/8/7,1778
SC46,2023/9/12,2045
SC46,2023/11/15,2555
SC46,2023/9/15,2135
SC46,2023/8/26,7229
SC46,2023/9/16,1900
SC46,2023/8/28,10895
SC46,2023/9/23,2533
SC46,2023/10/29,1511
SC46,2023/8/29,7377
SC46,2023/8/15,1798
SC46,2023/10/22,1191
SC46,2023/8/4,1738
SC46,2023/8/30,5261
SC46,2023/10/2,447
SC46,2023/10/31,2021
SC46,2023/9/9,1993
SC46,2023/11/1,3237
SC46,2023/11/30,3098
SC46,2023/8/27,8824
SC46,2023/11/26,1852
SC46,2023/9/4,2620
SC46,2023/9/28,1300
SC46,2023/11/23,2844
SC46,2023/10/7,1131
SC46,2023/11/21,2223
SC46,2023/10/20,1911
SC46,2023/10/26,1649
SC46,2023/9/30,239
SC46,2023/9/26,2942
SC46,2023/11/28,2770
SC46,2023/10/15,1643
SC46,2023/11/7,1895
SC46,2023/8/1,2163
SC46,2023/8/24,2881
SC46,2023/9/6,2347
SC46,2023/11/2,2239
SC46,2023/11/20,1756
SC46,2023/9/1,3265
SC46,2023/9/19,2173
SC46,2023/10/11,1809
SC46,2023/11/3,2213
SC46,2023/8/17,1803
SC46,2023/10/18,1672
SC46,2023/8/16,1894
SC46,2023/10/6,825
SC46,2023/11/29,3653
SC46,2023/9/22,2559
SC46,2023/9/18,1912
SC46,2023/11/18,2479
SC46,2023/10/1,275
SC46,2023/10/10,1754
SC46,2023/8/23,3163
SC46,2023/10/17,1682
SC46,2023/9/7,2259
SC46,2023/9/8,2016
SC46,2023/10/27,1568
SC46,2023/11/11,3039
SC46,2023/9/29,289
SC46,2023/11/19,2372
SC46,2023/9/5,2354
SC46,2023/11/22,2451
SC46,2023/10/4,556
SC46,2023/8/13,1984
SC46,2023/8/25,4662
SC46,2023/11/9,2559
SC46,2023/11/25,2751
SC46,2023/10/3,470
SC46,2023/10/24,1715
SC46,2023/8/18,2242
SC46,2023/10/28,1421
SC46,2023/11/8,2220
SC46,2023/9/20,2122
SC46,2023/8/20,1926
SC46,2023/8/12,1908
SC46,2023/10/19,1850
SC46,2023/8/31,4196
SC46,2023/11/12,3008
SC46,2023/8/19,2396
SC46,2023/11/13,1975
SC46,2023/11/16,2872
SC46,2023/8/3,1668
SC46,2023/8/6,1760
SC46,2023/9/2,2574
SC46,2023/10/5,679
SC46,2023/8/14,1910
SC46,2023/8/8,2013
SC46,2023/10/14,1639
SC46,2023/10/30,1520
SC46,2023/10/12,1674
SC46,2023/10/21,1495
SC46,2023/11/4,2073
SC46,2023/9/24,2467
SC46,2023/11/10,2868
SC46,2023/8/22,2025
SC46,2023/9/17,1796
SC46,2023/10/25,1726
SC46,2023/8/10,1908
SC46,2023/10/8,1378
SC46,2023/9/14,2214
SC46,2023/9/21,2353
SC46,2023/11/27,2580
SC46,2023/11/5,1971
SC46,2023/8/2,1774
SC46,2023/11/17,2696
