分拣中心,日期,货量
SC31,2023/11/18,11352
SC31,2023/11/28,11174
SC31,2023/8/4,8910
SC31,2023/8/11,8468
SC31,2023/8/14,8358
SC31,2023/8/7,8124
SC31,2023/8/8,8266
SC31,2023/9/22,12632
SC31,2023/9/7,11846
SC31,2023/11/16,12961
SC31,2023/11/12,22565
SC31,2023/10/9,9966
SC31,2023/8/27,9856
SC31,2023/10/18,10313
SC31,2023/8/2,9002
SC31,2023/9/12,10296
SC31,2023/9/5,10958
SC31,2023/10/25,15040
SC31,2023/10/21,10390
SC31,2023/11/29,11140
SC31,2023/10/14,9731
SC31,2023/9/26,13262
SC31,2023/11/27,11032
SC31,2023/8/26,9031
SC31,2023/11/6,12802
SC31,2023/11/7,13261
SC31,2023/10/17,10360
SC31,2023/8/28,9889
SC31,2023/10/26,12798
SC31,2023/8/22,9334
SC31,2023/9/10,10548
SC31,2023/11/13,16894
SC31,2023/9/18,10437
SC31,2023/8/24,9683
SC31,2023/9/21,12000
SC31,2023/10/30,11121
SC31,2023/10/13,9853
SC31,2023/8/25,10288
SC31,2023/9/6,11105
SC31,2023/9/3,10076
SC31,2023/11/25,11062
SC31,2023/9/30,11053
SC31,2023/9/16,11360
SC31,2023/8/18,8967
SC31,2023/10/7,10603
SC31,2023/11/14,14380
SC31,2023/10/2,9356
SC31,2023/8/9,8491
SC31,2023/10/24,15136
SC31,2023/10/16,9762
SC31,2023/11/21,11386
SC31,2023/11/4,14197
SC31,2023/8/5,8125
SC31,2023/11/20,10652
SC31,2023/10/6,9354
SC31,2023/10/31,11185
SC31,2023/9/20,11456
SC31,2023/10/20,11452
SC31,2023/11/17,11380
SC31,2023/8/31,11422
SC31,2023/11/11,23131
SC31,2023/10/10,10133
SC31,2023/10/27,12874
SC31,2023/8/10,8523
SC31,2023/11/5,12811
SC31,2023/10/5,9464
SC31,2023/9/13,10631
SC31,2023/11/26,10627
SC31,2023/10/19,10302
SC31,2023/8/29,10775
SC31,2023/8/6,8212
SC31,2023/11/24,11321
SC31,2023/9/2,11932
SC31,2023/9/1,10712
SC31,2023/8/16,9390
SC31,2023/9/29,9493
SC31,2023/11/22,11252
SC31,2023/8/12,8610
SC31,2023/9/4,10120
SC31,2023/11/15,12253
SC31,2023/11/30,11619
SC31,2023/8/19,9054
SC31,2023/8/20,9161
SC31,2023/10/23,9675
SC31,2023/9/24,12376
SC31,2023/11/1,21599
SC31,2023/10/3,8873
SC31,2023/9/25,12608
SC31,2023/10/12,9927
SC31,2023/9/17,10713
SC31,2023/11/2,18920
SC31,2023/8/13,7764
SC31,2023/10/4,8925
SC31,2023/8/3,8613
SC31,2023/9/23,12218
SC31,2023/10/8,10188
SC31,2023/11/19,10794
SC31,2023/11/3,15032
SC31,2023/9/28,12267
SC31,2023/11/10,12627
SC31,2023/8/21,10181
SC31,2023/10/15,10078
SC31,2023/9/27,12743
SC31,2023/11/9,13827
SC31,2023/9/8,11626
SC31,2023/10/29,11959
SC31,2023/8/30,10508
SC31,2023/10/1,9665
SC31,2023/9/15,10977
SC31,2023/11/8,13525
SC31,2023/10/28,11852
SC31,2023/9/9,11272
SC31,2023/11/23,11889
SC31,2023/8/23,9861
SC31,2023/8/15,9510
SC31,2023/10/22,10129
SC31,2023/9/14,11065
SC31,2023/9/19,11194
SC31,2023/8/17,9217
SC31,2023/9/11,10381
SC31,2023/10/11,10332
SC31,2023/8/1,9189
