分拣中心,日期,货量
SC9,2023/10/5,22050
SC9,2023/8/13,21494
SC9,2023/10/22,23046
SC9,2023/10/9,24831
SC9,2023/8/25,25128
SC9,2023/10/3,21998
SC9,2023/10/30,26061
SC9,2023/11/30,27331
SC9,2023/8/21,23873
SC9,2023/11/6,31267
SC9,2023/11/16,30952
SC9,2023/10/23,24762
SC9,2023/8/1,22661
SC9,2023/9/24,31506
SC9,2023/11/20,25850
SC9,2023/8/28,25117
SC9,2023/11/9,33780
SC9,2023/10/11,24550
SC9,2023/9/6,27234
SC9,2023/10/25,33773
SC9,2023/11/17,28056
SC9,2023/8/12,22860
SC9,2023/11/29,27254
SC9,2023/8/15,22928
SC9,2023/10/20,26272
SC9,2023/8/11,22876
SC9,2023/9/25,32613
SC9,2023/9/17,27136
SC9,2023/8/17,24454
SC9,2023/10/10,23608
SC9,2023/11/10,34896
SC9,2023/10/13,24113
SC9,2023/8/18,24565
SC9,2023/11/1,57932
SC9,2023/9/30,28463
SC9,2023/11/3,36113
SC9,2023/9/21,30611
SC9,2023/11/28,26305
SC9,2023/8/10,22401
SC9,2023/11/5,31450
SC9,2023/9/16,26674
SC9,2023/11/22,26973
SC9,2023/8/23,24792
SC9,2023/10/14,23362
SC9,2023/10/29,27872
SC9,2023/10/16,23119
SC9,2023/11/19,26115
SC9,2023/11/24,26816
SC9,2023/8/20,24379
SC9,2023/9/5,26663
SC9,2023/11/13,39432
SC9,2023/10/19,25047
SC9,2023/8/30,26899
SC9,2023/10/8,23842
SC9,2023/9/18,26538
SC9,2023/8/27,25032
SC9,2023/11/2,45766
SC9,2023/9/3,26530
SC9,2023/10/1,26052
SC9,2023/9/13,26303
SC9,2023/9/28,32419
SC9,2023/9/1,28901
SC9,2023/8/31,27900
SC9,2023/9/7,30018
SC9,2023/10/26,31417
SC9,2023/9/8,28026
SC9,2023/8/4,23468
SC9,2023/9/12,25190
SC9,2023/8/8,20373
SC9,2023/8/29,26296
SC9,2023/10/2,22658
SC9,2023/8/19,24661
SC9,2023/8/22,24929
SC9,2023/8/9,21955
SC9,2023/11/14,32350
SC9,2023/11/27,25170
SC9,2023/9/10,25849
SC9,2023/9/27,35476
SC9,2023/9/20,29824
SC9,2023/10/21,25961
SC9,2023/10/6,21146
SC9,2023/11/15,28380
SC9,2023/8/7,20769
SC9,2023/9/4,24795
SC9,2023/8/6,21237
SC9,2023/10/31,31161
SC9,2023/11/12,55161
SC9,2023/10/28,29346
SC9,2023/10/12,23907
SC9,2023/11/4,33688
SC9,2023/11/18,28137
SC9,2023/8/5,23455
SC9,2023/9/11,24865
SC9,2023/11/11,68147
SC9,2023/9/23,31875
SC9,2023/8/2,23978
SC9,2023/9/19,28322
SC9,2023/9/14,28898
SC9,2023/11/7,31477
SC9,2023/8/3,21736
SC9,2023/9/15,27571
SC9,2023/10/7,23873
SC9,2023/11/26,25921
SC9,2023/9/2,28156
SC9,2023/8/14,19898
SC9,2023/11/23,27087
SC9,2023/10/27,31237
SC9,2023/9/26,35047
SC9,2023/8/16,22871
SC9,2023/11/25,26875
SC9,2023/8/24,25156
SC9,2023/9/9,27703
SC9,2023/10/24,37390
SC9,2023/11/21,26610
SC9,2023/9/22,31588
SC9,2023/10/18,24738
SC9,2023/9/29,25217
SC9,2023/8/26,24891
SC9,2023/11/8,33980
SC9,2023/10/17,23892
SC9,2023/10/4,20196
SC9,2023/10/15,23050
