分拣中心,日期,货量
SC58,2023/9/4,830
SC58,2023/8/23,672
SC58,2023/8/21,740
SC58,2023/10/21,772
SC58,2023/8/25,634
SC58,2023/8/1,1316
SC58,2023/11/28,804
SC58,2023/10/4,717
SC58,2023/9/17,826
SC58,2023/8/14,734
SC58,2023/8/5,737
SC58,2023/11/7,830
SC58,2023/10/25,722
SC58,2023/8/2,825
SC58,2023/9/28,1123
SC58,2023/11/17,603
SC58,2023/9/18,1240
SC58,2023/11/12,817
SC58,2023/10/28,685
SC58,2023/9/6,983
SC58,2023/8/3,817
SC58,2023/8/30,776
SC58,2023/10/19,783
SC58,2023/11/15,745
SC58,2023/11/4,813
SC58,2023/11/29,799
SC58,2023/11/19,820
SC58,2023/11/30,825
SC58,2023/11/14,923
SC58,2023/9/3,706
SC58,2023/8/19,610
SC58,2023/10/23,792
SC58,2023/10/24,1238
SC58,2023/8/6,590
SC58,2023/10/27,1100
SC58,2023/11/13,858
SC58,2023/11/6,932
SC58,2023/10/14,633
SC58,2023/10/5,698
SC58,2023/8/8,796
SC58,2023/9/19,1301
SC58,2023/10/6,743
SC58,2023/11/24,794
SC58,2023/9/29,734
SC58,2023/11/18,567
SC58,2023/11/25,663
SC58,2023/8/24,683
SC58,2023/11/8,901
SC58,2023/10/18,793
SC58,2023/8/18,696
SC58,2023/9/26,1049
SC58,2023/11/2,1351
SC58,2023/10/26,941
SC58,2023/10/29,700
SC58,2023/8/4,806
SC58,2023/9/13,1033
SC58,2023/11/27,863
SC58,2023/11/9,1034
SC58,2023/9/15,1099
SC58,2023/9/2,727
SC58,2023/9/20,1208
SC58,2023/9/11,1195
SC58,2023/8/7,698
SC58,2023/11/21,931
SC58,2023/9/9,785
SC58,2023/10/30,926
SC58,2023/8/15,898
SC58,2023/9/14,1023
SC58,2023/10/12,868
SC58,2023/11/10,1180
SC58,2023/8/9,726
SC58,2023/9/30,754
SC58,2023/9/10,765
SC58,2023/10/3,654
SC58,2023/8/17,745
SC58,2023/9/12,1204
SC58,2023/8/10,692
SC58,2023/9/21,1353
SC58,2023/10/31,915
SC58,2023/8/13,609
SC58,2023/8/26,637
SC58,2023/11/26,687
SC58,2023/10/20,1028
SC58,2023/9/8,979
SC58,2023/9/7,988
SC58,2023/11/22,815
SC58,2023/8/31,799
SC58,2023/9/24,788
SC58,2023/10/1,882
SC58,2023/9/5,840
SC58,2023/8/11,686
SC58,2023/9/22,1287
SC58,2023/10/9,800
SC58,2023/9/25,1338
SC58,2023/8/22,820
SC58,2023/11/20,912
SC58,2023/8/12,523
SC58,2023/10/16,790
SC58,2023/10/11,835
SC58,2023/9/27,1182
SC58,2023/10/2,834
SC58,2023/10/13,722
SC58,2023/9/23,979
SC58,2023/10/15,562
SC58,2023/10/22,628
SC58,2023/8/29,801
SC58,2023/10/8,830
SC58,2023/11/23,828
SC58,2023/8/27,658
SC58,2023/10/7,971
SC58,2023/10/10,710
SC58,2023/9/1,964
SC58,2023/8/20,598
SC58,2023/8/16,794
SC58,2023/11/3,976
SC58,2023/11/16,762
SC58,2023/8/28,819
SC58,2023/11/5,720
SC58,2023/9/16,1020
SC58,2023/10/17,951
SC58,2023/11/11,1235
SC58,2023/11/1,1521
