SC_ID,date,value
SC56,2023/10/1,1238
SC56,2023/11/28,1407
SC56,2023/11/4,2668
SC56,2023/8/2,1984
SC56,2023/11/20,1372
SC56,2023/10/16,1448
SC56,2023/10/10,1592
SC56,2023/11/8,2253
SC56,2023/8/6,1364
SC56,2023/9/25,1983
SC56,2023/9/23,2058
SC56,2023/9/12,2023
SC56,2023/9/15,1724
SC56,2023/8/21,1889
SC56,2023/11/26,1317
SC56,2023/8/13,1330
SC56,2023/11/3,2664
SC56,2023/11/18,1451
SC56,2023/10/27,2031
SC56,2023/10/8,1549
SC56,2023/10/9,1630
SC56,2023/9/13,2418
SC56,2023/10/11,1474
SC56,2023/10/13,1593
SC56,2023/9/2,2209
SC56,2023/11/14,1460
SC56,2023/10/4,1310
SC56,2023/11/13,2336
SC56,2023/9/26,2349
SC56,2023/10/21,1554
SC56,2023/8/19,1803
SC56,2023/11/24,1466
SC56,2023/11/17,1338
SC56,2023/10/22,1321
SC56,2023/9/29,1404
SC56,2023/11/5,2168
SC56,2023/9/28,1522
SC56,2023/8/22,1431
SC56,2023/8/17,1380
SC56,2023/10/2,1197
SC56,2023/8/11,1906
SC56,2023/9/4,2809
SC56,2023/10/26,2084
SC56,2023/10/15,1494
SC56,2023/11/16,1416
SC56,2023/9/22,1825
SC56,2023/9/20,2058
SC56,2023/8/12,1401
SC56,2023/9/18,1874
SC56,2023/8/5,1431
SC56,2023/9/11,1477
SC56,2023/10/5,1475
SC56,2023/9/3,1666
SC56,2023/10/25,2227
SC56,2023/8/23,1458
SC56,2023/9/10,1519
SC56,2023/10/17,1395
SC56,2023/8/27,2272
SC56,2023/9/14,2186
SC56,2023/11/1,8497
SC56,2023/11/21,1342
SC56,2023/8/4,1417
SC56,2023/10/28,1765
SC56,2023/8/28,1458
SC56,2023/10/12,1569
SC56,2023/9/16,1682
SC56,2023/9/9,1894
SC56,2023/9/30,1364
SC56,2023/10/29,1803
SC56,2023/9/24,1945
SC56,2023/10/3,1215
SC56,2023/8/9,1610
SC56,2023/11/19,1338
SC56,2023/9/21,2103
SC56,2023/10/20,1622
SC56,2023/8/16,1474
SC56,2023/9/17,1776
SC56,2023/11/12,4659
SC56,2023/8/18,2209
SC56,2023/9/5,1752
SC56,2023/8/29,1400
SC56,2023/11/7,2130
SC56,2023/10/24,4123
SC56,2023/10/6,1533
SC56,2023/11/22,1401
SC56,2023/11/15,1603
SC56,2023/11/23,1546
SC56,2023/9/6,2238
SC56,2023/8/25,1662
SC56,2023/11/9,2091
SC56,2023/8/14,1356
SC56,2023/11/10,3312
SC56,2023/8/26,1521
SC56,2023/11/30,1866
SC56,2023/10/19,1822
SC56,2023/8/31,1813
SC56,2023/11/2,4212
SC56,2023/10/30,1804
SC56,2023/11/29,1455
SC56,2023/11/11,8934
SC56,2023/8/20,1452
SC56,2023/8/3,1629
SC56,2023/8/1,2084
SC56,2023/10/31,2833
SC56,2023/9/19,1927
SC56,2023/8/24,1532
SC56,2023/10/18,1454
SC56,2023/11/6,2030
SC56,2023/11/27,1344
SC56,2023/11/25,1409
SC56,2023/8/15,1460
SC56,2023/9/8,2181
SC56,2023/8/7,1379
SC56,2023/8/30,1741
SC56,2023/10/23,2400
SC56,2023/9/27,2127
SC56,2023/8/10,1498
SC56,2023/9/1,3939
SC56,2023/10/7,1581
SC56,2023/8/8,1475
SC56,2023/9/7,3452
SC56,2023/10/14,1577
