分拣中心,日期,货量
SC63,2023/9/2,2130
SC63,2023/10/30,3928
SC63,2023/9/21,2208
SC63,2023/11/21,1899
SC63,2023/10/14,1957
SC63,2023/8/6,1790
SC63,2023/11/10,5324
SC63,2023/10/31,5107
SC63,2023/11/15,1723
SC63,2023/9/24,1908
SC63,2023/11/28,2197
SC63,2023/10/11,2014
SC63,2023/8/4,1741
SC63,2023/10/3,1585
SC63,2023/8/9,2164
SC63,2023/10/23,2235
SC63,2023/9/10,2200
SC63,2023/8/8,1948
SC63,2023/9/30,1541
SC63,2023/11/24,2209
SC63,2023/8/5,1719
SC63,2023/11/7,3759
SC63,2023/9/25,2041
SC63,2023/11/13,2638
SC63,2023/9/17,2181
SC63,2023/9/1,2347
SC63,2023/9/15,2091
SC63,2023/9/8,2506
SC63,2023/8/16,2430
SC63,2023/9/9,2316
SC63,2023/11/1,11952
SC63,2023/11/16,1973
SC63,2023/8/24,3032
SC63,2023/9/23,1961
SC63,2023/11/29,2561
SC63,2023/8/23,2346
SC63,2023/10/16,2370
SC63,2023/8/18,2118
SC63,2023/9/20,2198
SC63,2023/8/2,1734
SC63,2023/8/20,2287
SC63,2023/10/18,2146
SC63,2023/11/20,2095
SC63,2023/8/19,2053
SC63,2023/10/15,1633
SC63,2023/9/7,2049
SC63,2023/9/16,2096
SC63,2023/8/7,1812
SC63,2023/9/12,2244
SC63,2023/10/17,2215
SC63,2023/9/6,1961
SC63,2023/11/23,2159
SC63,2023/11/18,1671
SC63,2023/10/8,2184
SC63,2023/10/2,1659
SC63,2023/10/1,1630
SC63,2023/10/27,4191
SC63,2023/8/10,1844
SC63,2023/10/24,7504
SC63,2023/8/29,2201
SC63,2023/11/26,1702
SC63,2023/10/13,2391
SC63,2023/8/27,2548
SC63,2023/11/27,1950
SC63,2023/8/13,1575
SC63,2023/8/31,2911
SC63,2023/9/26,1858
SC63,2023/9/3,2227
SC63,2023/8/15,2025
SC63,2023/10/19,2033
SC63,2023/10/26,4368
SC63,2023/10/10,2056
SC63,2023/10/28,3956
SC63,2023/11/19,1852
SC63,2023/11/12,8231
SC63,2023/8/17,2075
SC63,2023/9/19,2255
SC63,2023/9/28,1571
SC63,2023/9/18,2332
SC63,2023/11/3,4504
SC63,2023/11/30,3270
SC63,2023/9/22,2025
SC63,2023/8/26,3376
SC63,2023/8/21,2385
SC63,2023/8/28,2286
SC63,2023/9/13,2233
SC63,2023/8/30,2493
SC63,2023/10/7,2248
SC63,2023/9/4,2145
SC63,2023/10/25,6309
SC63,2023/8/14,1811
SC63,2023/8/12,1435
SC63,2023/10/20,2059
SC63,2023/8/1,1663
SC63,2023/11/5,4606
SC63,2023/8/11,1637
SC63,2023/10/21,2183
SC63,2023/10/9,2087
SC63,2023/11/9,4161
SC63,2023/10/22,2013
SC63,2023/11/25,1706
SC63,2023/11/17,2167
SC63,2023/11/22,1849
SC63,2023/10/6,2055
SC63,2023/11/11,13382
SC63,2023/10/4,1729
SC63,2023/8/3,1796
SC63,2023/11/4,4510
SC63,2023/9/5,2095
SC63,2023/9/14,2243
SC63,2023/10/12,2173
SC63,2023/11/14,2015
SC63,2023/10/5,1852
SC63,2023/9/27,1752
SC63,2023/9/11,2224
SC63,2023/11/6,3879
SC63,2023/8/22,2647
SC63,2023/11/2,6833
SC63,2023/11/8,4288
SC63,2023/9/29,1533
SC63,2023/8/25,2889
SC63,2023/10/29,3863
