分拣中心,日期,货量
SC68,2023/9/7,1350
SC68,2023/10/23,1713
SC68,2023/9/26,1155
SC68,2023/11/1,3843
SC68,2023/8/2,1040
SC68,2023/9/5,1333
SC68,2023/10/12,1351
SC68,2023/8/8,1121
SC68,2023/10/24,2669
SC68,2023/8/9,1189
SC68,2023/9/30,917
SC68,2023/9/20,1106
SC68,2023/11/30,1448
SC68,2023/9/9,1447
SC68,2023/8/12,982
SC68,2023/10/15,1304
SC68,2023/9/15,1270
SC68,2023/10/18,1356
SC68,2023/11/3,1903
SC68,2023/10/14,1417
SC68,2023/9/28,943
SC68,2023/10/10,1236
SC68,2023/10/7,1241
SC68,2023/10/21,1152
SC68,2023/8/19,1134
SC68,2023/10/1,854
SC68,2023/11/2,2227
SC68,2023/9/4,1291
SC68,2023/10/29,1416
SC68,2023/9/25,1181
SC68,2023/9/3,1266
SC68,2023/11/25,1325
SC68,2023/9/13,1355
SC68,2023/9/29,912
SC68,2023/10/28,1550
SC68,2023/9/24,1073
SC68,2023/10/30,1556
SC68,2023/10/17,1405
SC68,2023/8/30,1188
SC68,2023/11/24,1435
SC68,2023/11/18,1218
SC68,2023/11/17,1214
SC68,2023/9/18,1287
SC68,2023/8/20,1161
SC68,2023/8/14,1121
SC68,2023/8/23,1176
SC68,2023/10/25,1932
SC68,2023/10/26,1507
SC68,2023/10/8,1205
SC68,2023/8/3,1059
SC68,2023/11/5,1610
SC68,2023/8/6,1076
SC68,2023/8/22,1131
SC68,2023/10/31,2172
SC68,2023/9/22,1066
SC68,2023/8/28,1241
SC68,2023/10/22,1244
SC68,2023/11/4,2155
SC68,2023/11/29,1474
SC68,2023/11/12,2297
SC68,2023/9/27,1077
SC68,2023/8/1,1018
SC68,2023/10/9,1179
SC68,2023/10/13,1257
SC68,2023/11/9,1285
SC68,2023/10/20,1274
SC68,2023/10/4,1032
SC68,2023/8/7,1067
SC68,2023/9/14,1318
SC68,2023/8/24,1241
SC68,2023/9/16,1254
SC68,2023/11/16,1266
SC68,2023/8/21,1225
SC68,2023/8/5,1048
SC68,2023/9/19,1139
SC68,2023/8/17,1405
SC68,2023/8/29,1228
SC68,2023/11/11,4083
SC68,2023/9/23,1081
SC68,2023/11/8,1538
SC68,2023/9/1,1194
SC68,2023/10/5,1144
SC68,2023/10/2,890
SC68,2023/11/15,1206
SC68,2023/9/12,1463
SC68,2023/8/31,1174
SC68,2023/11/27,1567
SC68,2023/9/8,1346
SC68,2023/11/6,1504
SC68,2023/11/14,1401
SC68,2023/9/21,1180
SC68,2023/11/7,1668
SC68,2023/11/19,1377
SC68,2023/10/19,1291
SC68,2023/9/6,1373
SC68,2023/10/16,1378
SC68,2023/11/13,1451
SC68,2023/8/15,1146
SC68,2023/10/27,1491
SC68,2023/8/4,1003
SC68,2023/9/17,1351
SC68,2023/9/11,1376
SC68,2023/8/18,1083
SC68,2023/8/10,1132
SC68,2023/9/10,1318
SC68,2023/8/27,1197
SC68,2023/11/21,1395
SC68,2023/10/11,1424
SC68,2023/9/2,1237
SC68,2023/8/25,1213
SC68,2023/8/11,1030
SC68,2023/8/16,1111
SC68,2023/8/26,1154
SC68,2023/11/22,1378
SC68,2023/11/26,1471
SC68,2023/11/20,1774
SC68,2023/8/13,1012
SC68,2023/10/3,980
SC68,2023/10/6,1208
SC68,2023/11/23,1537
SC68,2023/11/28,1510
SC68,2023/11/10,2470
