分拣中心,日期,货量
SC34,2023/9/26,12371
SC34,2023/9/11,8501
SC34,2023/11/22,8452
SC34,2023/9/4,9297
SC34,2023/9/29,9440
SC34,2023/10/31,15448
SC34,2023/10/17,8565
SC34,2023/10/23,11846
SC34,2023/9/6,10726
SC34,2023/8/22,7877
SC34,2023/11/12,17791
SC34,2023/8/12,7339
SC34,2023/9/24,11014
SC34,2023/10/27,11785
SC34,2023/9/22,11470
SC34,2023/11/8,12658
SC34,2023/11/7,10744
SC34,2023/10/9,8853
SC34,2023/10/7,8441
SC34,2023/10/14,7701
SC34,2023/10/28,10685
SC34,2023/11/18,7652
SC34,2023/9/9,10533
SC34,2023/9/21,10655
SC34,2023/11/2,17032
SC34,2023/10/24,20778
SC34,2023/9/8,10588
SC34,2023/11/15,8126
SC34,2023/11/5,10979
SC34,2023/11/20,8148
SC34,2023/10/25,11990
SC34,2023/9/19,11366
SC34,2023/11/10,16504
SC34,2023/10/19,9814
SC34,2023/8/1,8896
SC34,2023/9/7,12207
SC34,2023/11/27,8641
SC34,2023/9/20,10594
SC34,2023/8/16,7825
SC34,2023/8/26,8444
SC34,2023/10/18,8615
SC34,2023/9/14,11729
SC34,2023/8/5,8015
SC34,2023/8/21,8146
SC34,2023/11/25,8265
SC34,2023/9/15,9520
SC34,2023/10/21,8608
SC34,2023/11/19,7402
SC34,2023/11/11,34543
SC34,2023/8/11,7855
SC34,2023/8/8,7773
SC34,2023/11/9,11030
SC34,2023/9/13,9793
SC34,2023/8/23,8315
SC34,2023/9/27,10767
SC34,2023/11/29,8879
SC34,2023/11/28,8638
SC34,2023/8/20,7667
SC34,2023/10/20,11093
SC34,2023/9/17,9194
SC34,2023/9/18,10109
SC34,2023/8/30,9822
SC34,2023/11/24,8648
SC34,2023/8/3,8440
SC34,2023/10/13,8210
SC34,2023/8/17,8213
SC34,2023/8/25,9315
SC34,2023/10/1,8947
SC34,2023/8/9,7998
SC34,2023/11/17,7789
SC34,2023/11/6,11018
SC34,2023/8/19,8104
SC34,2023/10/3,8108
SC34,2023/8/24,8972
SC34,2023/9/2,10109
SC34,2023/9/10,8556
SC34,2023/9/1,13611
SC34,2023/10/6,7839
SC34,2023/11/26,8134
SC34,2023/11/21,8194
SC34,2023/10/16,8733
SC34,2023/10/8,8766
SC34,2023/10/10,8786
SC34,2023/9/5,10030
SC34,2023/10/4,7596
SC34,2023/11/23,8481
SC34,2023/9/3,9044
SC34,2023/10/15,7590
SC34,2023/11/30,9528
SC34,2023/11/13,10031
SC34,2023/9/30,8647
SC34,2023/8/7,7474
SC34,2023/10/29,9834
SC34,2023/11/16,8595
SC34,2023/11/3,12176
SC34,2023/8/14,7513
SC34,2023/8/4,7961
SC34,2023/9/12,9079
SC34,2023/10/11,8186
SC34,2023/10/2,8270
SC34,2023/10/5,7795
SC34,2023/9/16,8903
SC34,2023/10/26,10962
SC34,2023/9/23,11021
SC34,2023/11/14,7372
SC34,2023/8/18,8393
SC34,2023/8/13,6752
SC34,2023/8/10,7688
SC34,2023/9/25,11236
SC34,2023/8/15,8637
SC34,2023/8/2,8588
SC34,2023/10/12,8341
SC34,2023/8/27,9423
SC34,2023/9/28,10881
SC34,2023/10/22,7965
SC34,2023/8/28,10095
SC34,2023/8/31,10469
SC34,2023/8/29,8655
SC34,2023/11/4,12181
SC34,2023/11/1,33209
SC34,2023/10/30,9807
SC34,2023/8/6,7284
