分拣中心,日期,货量
SC8,2023/11/26,35500
SC8,2023/11/13,56124
SC8,2023/9/15,38936
SC8,2023/10/6,32742
SC8,2023/9/30,28148
SC8,2023/8/13,31452
SC8,2023/10/10,39283
SC8,2023/11/22,39160
SC8,2023/10/9,40003
SC8,2023/8/21,35774
SC8,2023/11/16,43219
SC8,2023/10/20,40996
SC8,2023/9/1,41064
SC8,2023/8/23,36804
SC8,2023/8/8,34315
SC8,2023/11/10,50514
SC8,2023/9/7,45573
SC8,2023/11/19,36674
SC8,2023/10/28,46289
SC8,2023/10/17,41628
SC8,2023/8/4,36149
SC8,2023/11/30,38769
SC8,2023/10/12,37973
SC8,2023/11/23,37469
SC8,2023/10/29,41422
SC8,2023/8/31,39356
SC8,2023/8/24,37737
SC8,2023/8/26,38881
SC8,2023/8/16,37239
SC8,2023/9/22,41020
SC8,2023/9/12,40295
SC8,2023/10/16,38746
SC8,2023/11/4,55326
SC8,2023/11/5,51078
SC8,2023/11/1,90566
SC8,2023/11/29,38972
SC8,2023/9/18,38882
SC8,2023/9/10,37715
SC8,2023/8/30,39018
SC8,2023/9/17,38794
SC8,2023/8/17,38442
SC8,2023/9/6,40843
SC8,2023/9/13,39794
SC8,2023/10/25,56113
SC8,2023/10/23,37649
SC8,2023/10/1,25988
SC8,2023/8/20,33934
SC8,2023/10/7,34547
SC8,2023/11/7,47844
SC8,2023/11/14,47671
SC8,2023/10/24,54150
SC8,2023/9/27,45342
SC8,2023/11/24,39089
SC8,2023/10/11,37716
SC8,2023/11/3,56926
SC8,2023/8/1,35424
SC8,2023/11/17,43531
SC8,2023/9/23,47104
SC8,2023/11/8,50339
SC8,2023/8/22,39607
SC8,2023/8/28,35202
SC8,2023/9/14,40130
SC8,2023/11/15,45233
SC8,2023/10/31,44403
SC8,2023/9/26,46361
SC8,2023/8/7,33355
SC8,2023/8/9,37743
SC8,2023/8/19,36712
SC8,2023/8/12,35964
SC8,2023/11/28,39110
SC8,2023/10/5,28822
SC8,2023/10/2,24292
SC8,2023/11/2,68683
SC8,2023/9/25,43486
SC8,2023/10/26,48415
SC8,2023/8/2,37991
SC8,2023/9/11,36114
SC8,2023/9/19,43466
SC8,2023/11/9,48713
SC8,2023/8/25,39582
SC8,2023/10/22,34968
SC8,2023/9/29,31844
SC8,2023/10/3,22773
SC8,2023/11/12,87477
SC8,2023/11/18,41268
SC8,2023/11/11,97971
SC8,2023/8/11,35610
SC8,2023/10/19,39265
SC8,2023/9/24,42113
SC8,2023/8/10,36412
SC8,2023/8/6,33965
SC8,2023/11/6,47261
SC8,2023/9/20,43651
SC8,2023/10/14,37719
SC8,2023/8/3,34293
SC8,2023/10/21,39777
SC8,2023/8/18,38259
SC8,2023/8/15,37363
SC8,2023/10/4,26244
SC8,2023/9/4,37162
SC8,2023/11/27,36116
SC8,2023/9/5,39854
SC8,2023/10/30,40632
SC8,2023/9/2,41441
SC8,2023/11/21,41143
SC8,2023/10/13,37027
SC8,2023/10/15,35611
SC8,2023/10/27,47072
SC8,2023/9/16,40688
SC8,2023/9/3,38362
SC8,2023/9/28,40429
SC8,2023/8/14,33921
SC8,2023/9/21,42331
SC8,2023/11/20,37179
SC8,2023/11/25,36901
SC8,2023/8/29,38305
SC8,2023/10/18,38033
SC8,2023/8/27,35902
SC8,2023/8/5,34863
SC8,2023/9/9,40997
SC8,2023/9/8,42719
SC8,2023/10/8,38813
