分拣中心,日期,货量
SC61,2023/10/23,759
SC61,2023/11/28,749
SC61,2023/8/7,874
SC61,2023/11/15,660
SC61,2023/8/25,849
SC61,2023/8/14,724
SC61,2023/11/29,648
SC61,2023/9/26,754
SC61,2023/10/12,825
SC61,2023/10/1,815
SC61,2023/8/31,825
SC61,2023/11/9,1453
SC61,2023/9/27,986
SC61,2023/10/15,810
SC61,2023/9/5,1033
SC61,2023/10/16,861
SC61,2023/10/20,749
SC61,2023/11/19,650
SC61,2023/10/8,940
SC61,2023/10/5,1006
SC61,2023/11/4,1347
SC61,2023/9/21,795
SC61,2023/10/9,849
SC61,2023/11/3,1591
SC61,2023/8/30,791
SC61,2023/9/17,706
SC61,2023/11/30,644
SC61,2023/9/12,788
SC61,2023/9/30,790
SC61,2023/9/28,883
SC61,2023/8/17,979
SC61,2023/10/22,726
SC61,2023/10/21,678
SC61,2023/9/4,882
SC61,2023/9/2,934
SC61,2023/10/4,926
SC61,2023/8/16,891
SC61,2023/9/16,692
SC61,2023/11/18,635
SC61,2023/8/5,698
SC61,2023/8/1,662
SC61,2023/11/10,1899
SC61,2023/11/6,1258
SC61,2023/11/14,839
SC61,2023/10/29,739
SC61,2023/11/2,1577
SC61,2023/8/10,817
SC61,2023/11/21,763
SC61,2023/8/9,1014
SC61,2023/8/22,903
SC61,2023/10/18,701
SC61,2023/10/11,857
SC61,2023/8/20,843
SC61,2023/9/9,965
SC61,2023/10/10,820
SC61,2023/9/11,840
SC61,2023/8/6,689
SC61,2023/11/12,2806
SC61,2023/9/29,845
SC61,2023/8/28,821
SC61,2023/9/22,710
SC61,2023/10/25,828
SC61,2023/9/14,802
SC61,2023/10/17,870
SC61,2023/10/2,837
SC61,2023/9/3,895
SC61,2023/11/20,693
SC61,2023/11/5,1262
SC61,2023/9/6,1054
SC61,2023/11/16,729
SC61,2023/8/24,783
SC61,2023/10/13,787
SC61,2023/9/23,732
SC61,2023/9/7,1097
SC61,2023/8/21,860
SC61,2023/9/10,964
SC61,2023/8/26,839
SC61,2023/11/25,588
SC61,2023/10/14,720
SC61,2023/9/20,798
SC61,2023/11/1,3099
SC61,2023/11/23,720
SC61,2023/8/18,896
SC61,2023/9/25,760
SC61,2023/11/24,610
SC61,2023/10/26,832
SC61,2023/11/13,1327
SC61,2023/11/26,641
SC61,2023/9/1,809
SC61,2023/8/29,794
SC61,2023/11/27,648
SC61,2023/11/22,718
SC61,2023/9/13,758
SC61,2023/11/8,1286
SC61,2023/9/24,783
SC61,2023/9/8,966
SC61,2023/10/3,870
SC61,2023/8/13,662
SC61,2023/8/11,835
SC61,2023/8/8,766
SC61,2023/10/7,1177
SC61,2023/9/19,803
SC61,2023/11/11,3203
SC61,2023/11/7,1287
SC61,2023/10/30,1289
SC61,2023/9/18,729
SC61,2023/8/23,822
SC61,2023/8/4,680
SC61,2023/10/24,848
SC61,2023/11/17,667
SC61,2023/8/27,893
SC61,2023/10/19,911
SC61,2023/9/15,715
SC61,2023/8/3,707
SC61,2023/8/15,740
SC61,2023/8/19,858
SC61,2023/10/6,1115
SC61,2023/8/2,696
SC61,2023/8/12,775
SC61,2023/10/28,761
SC61,2023/10/31,2336
SC61,2023/10/27,768
