SC_ID,date,value
SC20,2023/11/22,177
SC20,2023/9/28,182
SC20,2023/9/1,512
SC20,2023/11/13,252
SC20,2023/11/11,381
SC20,2023/10/23,252
SC20,2023/9/21,227
SC20,2023/10/11,117
SC20,2023/8/22,93
SC20,2023/8/20,39
SC20,2023/10/17,240
SC20,2023/8/25,115
SC20,2023/9/16,125
SC20,2023/10/22,88
SC20,2023/10/30,162
SC20,2023/8/10,158
SC20,2023/10/15,513
SC20,2023/10/13,74
SC20,2023/11/25,34
SC20,2023/8/28,70
SC20,2023/9/9,705
SC20,2023/10/20,375
SC20,2023/10/5,45
SC20,2023/8/17,94
SC20,2023/11/2,154
SC20,2023/11/24,104
SC20,2023/10/29,80
SC20,2023/8/19,33
SC20,2023/8/23,56
SC20,2023/11/8,313
SC20,2023/10/1,260
SC20,2023/9/24,133
SC20,2023/10/4,47
SC20,2023/9/8,737
SC20,2023/8/3,89
SC20,2023/10/8,231
SC20,2023/8/21,136
SC20,2023/10/6,116
SC20,2023/10/12,72
SC20,2023/9/19,224
SC20,2023/8/1,183
SC20,2023/11/5,30
SC20,2023/11/23,117
SC20,2023/9/15,203
SC20,2023/9/2,408
SC20,2023/11/12,704
SC20,2023/11/27,74
SC20,2023/9/26,248
SC20,2023/10/28,43
SC20,2023/11/10,398
SC20,2023/11/18,26
SC20,2023/8/5,33
SC20,2023/11/3,108
SC20,2023/9/17,79
SC20,2023/9/18,314
SC20,2023/8/8,95
SC20,2023/10/18,155
SC20,2023/10/24,177
SC20,2023/8/14,207
SC20,2023/9/7,329
SC20,2023/8/12,431
SC20,2023/9/11,851
SC20,2023/9/10,223
SC20,2023/10/14,49
SC20,2023/11/6,113
SC20,2023/9/22,197
SC20,2023/11/1,113
SC20,2023/8/2,84
SC20,2023/10/7,103
SC20,2023/10/27,128
SC20,2023/11/19,24
SC20,2023/9/23,125
SC20,2023/10/3,120
SC20,2023/8/24,88
SC20,2023/9/20,248
SC20,2023/9/6,674
SC20,2023/11/15,136
SC20,2023/10/16,577
SC20,2023/8/7,122
SC20,2023/11/4,43
SC20,2023/8/27,38
SC20,2023/8/4,72
SC20,2023/10/25,233
SC20,2023/11/21,164
SC20,2023/11/29,53
SC20,2023/10/2,200
SC20,2023/11/17,808
SC20,2023/9/5,560
SC20,2023/11/30,53
SC20,2023/9/13,410
SC20,2023/8/18,80
SC20,2023/8/16,75
SC20,2023/9/27,235
SC20,2023/9/14,226
SC20,2023/8/15,129
SC20,2023/11/28,43
SC20,2023/9/3,353
SC20,2023/10/10,75
SC20,2023/10/21,235
SC20,2023/8/11,819
SC20,2023/11/9,951
SC20,2023/10/31,151
SC20,2023/8/13,93
SC20,2023/8/31,481
SC20,2023/11/14,130
SC20,2023/10/26,89
SC20,2023/9/30,93
SC20,2023/11/16,818
SC20,2023/9/29,119
SC20,2023/8/29,124
SC20,2023/9/25,153
SC20,2023/8/6,46
SC20,2023/11/26,29
SC20,2023/9/12,813
SC20,2023/8/30,568
SC20,2023/10/9,84
SC20,2023/8/9,86
SC20,2023/11/7,332
SC20,2023/9/4,425
SC20,2023/11/20,77
SC20,2023/10/19,88
SC20,2023/8/26,152
