分拣中心,日期,货量
SC47,2023/11/29,43261
SC47,2023/9/3,46179
SC47,2023/11/5,46762
SC47,2023/10/21,41496
SC47,2023/11/12,82474
SC47,2023/10/17,46505
SC47,2023/11/20,42621
SC47,2023/9/9,48310
SC47,2023/10/7,42643
SC47,2023/11/6,44571
SC47,2023/10/25,62629
SC47,2023/8/20,40744
SC47,2023/11/26,41402
SC47,2023/8/15,42327
SC47,2023/8/13,37994
SC47,2023/8/6,38806
SC47,2023/11/3,57081
SC47,2023/10/13,43764
SC47,2023/8/30,45157
SC47,2023/9/29,40040
SC47,2023/10/9,45531
SC47,2023/10/29,39229
SC47,2023/8/31,46859
SC47,2023/11/28,43870
SC47,2023/11/21,44626
SC47,2023/8/3,41947
SC47,2023/10/27,47508
SC47,2023/10/23,40509
SC47,2023/10/10,45191
SC47,2023/9/8,48569
SC47,2023/11/19,42888
SC47,2023/8/21,42029
SC47,2023/9/17,45847
SC47,2023/10/4,30920
SC47,2023/9/4,43383
SC47,2023/10/15,41439
SC47,2023/8/9,42408
SC47,2023/8/8,39556
SC47,2023/8/25,44683
SC47,2023/10/24,67710
SC47,2023/8/24,43959
SC47,2023/11/15,49580
SC47,2023/8/1,43261
SC47,2023/8/11,40776
SC47,2023/11/14,52677
SC47,2023/8/10,40837
SC47,2023/10/22,38527
SC47,2023/11/27,39923
SC47,2023/9/20,50640
SC47,2023/10/11,45030
SC47,2023/9/10,46026
SC47,2023/11/11,99938
SC47,2023/10/3,28027
SC47,2023/9/6,49331
SC47,2023/10/2,28977
SC47,2023/11/1,91766
SC47,2023/8/7,38749
SC47,2023/9/14,46619
SC47,2023/10/12,43817
SC47,2023/8/14,38384
SC47,2023/9/12,45268
SC47,2023/8/18,42131
SC47,2023/10/5,33758
SC47,2023/11/16,47220
SC47,2023/11/17,47832
SC47,2023/10/31,41005
SC47,2023/11/24,42666
SC47,2023/10/8,45334
SC47,2023/11/23,44199
SC47,2023/8/17,42133
SC47,2023/9/21,49759
SC47,2023/8/29,44473
SC47,2023/10/18,45670
SC47,2023/11/8,48014
SC47,2023/8/2,42697
SC47,2023/9/18,44547
SC47,2023/9/5,47529
SC47,2023/11/30,44147
SC47,2023/10/30,38768
SC47,2023/9/15,46948
SC47,2023/11/7,45755
SC47,2023/9/11,42700
SC47,2023/9/13,46179
SC47,2023/9/23,51910
SC47,2023/8/28,40977
SC47,2023/10/6,38858
SC47,2023/9/2,50911
SC47,2023/10/26,53056
SC47,2023/11/13,59275
SC47,2023/11/2,69085
SC47,2023/9/1,48032
SC47,2023/11/25,42755
SC47,2023/9/22,50723
SC47,2023/10/16,41221
SC47,2023/8/16,43679
SC47,2023/11/18,43486
SC47,2023/9/24,50963
SC47,2023/9/28,45742
SC47,2023/9/26,53110
SC47,2023/10/19,42283
SC47,2023/8/27,41647
SC47,2023/9/27,53461
SC47,2023/9/30,34333
SC47,2023/10/20,44650
SC47,2023/11/4,49737
SC47,2023/9/7,52790
SC47,2023/10/14,44223
SC47,2023/8/5,40548
SC47,2023/8/22,44845
SC47,2023/11/10,48322
SC47,2023/11/22,44118
SC47,2023/8/4,40968
SC47,2023/8/26,44185
SC47,2023/9/19,48895
SC47,2023/11/9,46419
SC47,2023/10/1,30992
SC47,2023/8/19,43450
SC47,2023/10/28,43579
SC47,2023/8/12,41237
SC47,2023/8/23,43998
SC47,2023/9/25,50878
SC47,2023/9/16,48699
