SC_ID,date,value
SC37,2023/10/31,1241
SC37,2023/10/11,598
SC37,2023/10/6,817
SC37,2023/9/2,752
SC37,2023/8/8,529
SC37,2023/11/29,980
SC37,2023/10/4,408
SC37,2023/9/14,1083
SC37,2023/8/6,601
SC37,2023/11/13,767
SC37,2023/11/23,891
SC37,2023/8/14,747
SC37,2023/10/16,787
SC37,2023/9/28,754
SC37,2023/9/23,468
SC37,2023/10/25,1473
SC37,2023/8/31,853
SC37,2023/9/29,595
SC37,2023/11/6,915
SC37,2023/11/14,688
SC37,2023/11/30,990
SC37,2023/10/28,620
SC37,2023/10/2,857
SC37,2023/11/24,575
SC37,2023/10/14,553
SC37,2023/8/26,779
SC37,2023/11/20,625
SC37,2023/9/11,1764
SC37,2023/11/18,606
SC37,2023/8/19,494
SC37,2023/11/22,629
SC37,2023/10/17,696
SC37,2023/8/20,618
SC37,2023/9/12,1637
SC37,2023/8/17,578
SC37,2023/10/9,589
SC37,2023/8/30,667
SC37,2023/8/12,577
SC37,2023/10/5,1187
SC37,2023/8/25,1552
SC37,2023/8/27,671
SC37,2023/8/23,573
SC37,2023/10/18,676
SC37,2023/11/27,740
SC37,2023/9/9,714
SC37,2023/8/29,624
SC37,2023/11/28,1302
SC37,2023/9/3,726
SC37,2023/8/22,562
SC37,2023/9/6,529
SC37,2023/9/30,901
SC37,2023/9/13,1273
SC37,2023/10/1,1155
SC37,2023/8/15,1683
SC37,2023/10/29,723
SC37,2023/11/7,1373
SC37,2023/10/12,806
SC37,2023/10/23,1351
SC37,2023/10/8,711
SC37,2023/10/7,532
SC37,2023/11/8,1089
SC37,2023/8/24,536
SC37,2023/8/7,528
SC37,2023/9/10,2468
SC37,2023/8/5,1450
SC37,2023/9/18,746
SC37,2023/9/19,873
SC37,2023/9/24,659
SC37,2023/9/7,487
SC37,2023/10/13,687
SC37,2023/11/1,1241
SC37,2023/9/20,684
SC37,2023/8/4,466
SC37,2023/11/10,809
SC37,2023/9/15,1604
SC37,2023/9/4,601
SC37,2023/11/16,984
SC37,2023/10/3,421
SC37,2023/10/21,506
SC37,2023/8/10,529
SC37,2023/9/27,683
SC37,2023/11/19,595
SC37,2023/10/15,1659
SC37,2023/9/5,1591
SC37,2023/10/30,780
SC37,2023/10/10,667
SC37,2023/10/20,567
SC37,2023/11/4,413
SC37,2023/8/2,538
SC37,2023/8/18,596
SC37,2023/9/1,1364
SC37,2023/11/26,906
SC37,2023/11/11,541
SC37,2023/8/11,475
SC37,2023/8/13,551
SC37,2023/10/27,648
SC37,2023/11/15,1474
SC37,2023/11/17,573
SC37,2023/9/22,533
SC37,2023/8/28,758
SC37,2023/9/26,1202
SC37,2023/9/25,1408
SC37,2023/11/5,1611
SC37,2023/11/9,624
SC37,2023/9/17,811
SC37,2023/10/26,1127
SC37,2023/11/2,551
SC37,2023/9/8,509
SC37,2023/11/3,493
SC37,2023/8/16,655
SC37,2023/10/22,505
SC37,2023/10/19,574
SC37,2023/11/21,628
SC37,2023/10/24,600
SC37,2023/9/16,855
SC37,2023/11/25,1620
SC37,2023/8/9,510
SC37,2023/8/3,495
SC37,2023/9/21,913
SC37,2023/8/21,601
SC37,2023/11/12,814
SC37,2023/8/1,1187
