SC_ID,date,value
SC10,2023/10/24,38214.0
SC10,2023/9/26,31735.0
SC10,2023/10/4,22961.0
SC10,2023/11/19,39593.0
SC10,2023/8/13,19260.0
SC10,2023/8/21,21599.0
SC10,2023/9/28,29798.0
SC10,2023/10/28,39733.0
SC10,2023/8/22,22825.0
SC10,2023/8/2,20483.0
SC10,2023/10/25,42661.0
SC10,2023/11/20,42166.0
SC10,2023/10/3,22581.0
SC10,2023/10/6,26844.0
SC10,2023/8/10,20821.0
SC10,2023/9/2,26602.0
SC10,2023/11/5,37583.0
SC10,2023/8/26,22670.0
SC10,2023/11/23,43155.0
SC10,2023/11/28,38005.0
SC10,2023/8/31,25541.0
SC10,2023/11/29,40407.0
SC10,2023/8/17,21988.0
SC10,2023/11/8,38895.0
SC10,2023/10/16,31044.0
SC10,2023/9/9,25070.0
SC10,2023/9/1,25605.0
SC10,2023/11/10,42631.0
SC10,2023/8/4,20166.0
SC10,2023/10/29,35983.0
SC10,2023/11/26,39039.0
SC10,2023/8/15,20453.0
SC10,2023/9/4,23238.0
SC10,2023/8/23,22108.0
SC10,2023/10/27,38084.0
SC10,2023/10/13,30385.0
SC10,2023/9/25,29238.0
SC10,2023/10/1,19562.0
SC10,2023/11/24,41172.0
SC10,2023/10/15,29662.0
SC10,2023/9/5,25825.0
SC10,2023/8/11,20911.0
SC10,2023/11/22,42839.0
SC10,2023/9/20,28749.0
SC10,2023/10/23,34390.0
SC10,2023/11/7,41142.0
SC10,2023/11/6,36970.0
SC10,2023/8/8,19756.0
SC10,2023/8/6,19716.0
SC10,2023/8/18,23710.0
SC10,2023/9/19,25383.0
SC10,2023/9/29,28590.0
SC10,2023/11/25,38895.0
SC10,2023/9/24,31112.0
SC10,2023/10/17,32167.0
SC10,2023/9/30,23604.0
SC10,2023/10/7,31103.0
SC10,2023/11/1,56065.0
SC10,2023/9/10,23297.0
SC10,2023/10/30,35811.0
SC10,2023/11/3,52988.0
SC10,2023/8/28,22531.0
SC10,2023/9/6,26200.0
SC10,2023/10/22,33256.0
SC10,2023/11/16,44099.0
SC10,2023/8/24,22048.0
SC10,2023/9/23,32594.0
SC10,2023/10/14,31416.0
SC10,2023/11/15,44352.0
SC10,2023/9/12,24180.0
SC10,2023/11/17,45782.0
SC10,2023/9/18,24496.0
SC10,2023/8/1,19533.0
SC10,2023/9/14,25149.0
SC10,2023/11/2,56182.0
SC10,2023/8/20,21915.0
SC10,2023/10/11,29914.0
SC10,2023/10/31,39608.0
SC10,2023/8/16,22603.0
SC10,2023/10/19,34279.0
SC10,2023/10/5,25194.0
SC10,2023/10/12,28094.0
SC10,2023/8/5,21161.0
SC10,2023/9/8,25254.0
SC10,2023/9/21,29149.0
SC10,2023/10/10,29141.0
SC10,2023/11/21,43146.0
SC10,2023/9/15,25750.0
SC10,2023/9/27,33244.0
SC10,2023/9/13,25809.0
SC10,2023/8/12,20578.0
SC10,2023/9/7,25857.0
SC10,2023/10/18,34503.0
SC10,2023/10/21,33897.0
SC10,2023/8/25,23200.0
SC10,2023/8/14,19200.0
SC10,2023/10/2,20713.0
SC10,2023/8/7,19273.0
SC10,2023/11/4,45587.0
SC10,2023/11/27,37856.0
SC10,2023/11/30,39418.0
SC10,2023/8/9,21234.0
SC10,2023/10/20,34464.0
SC10,2023/10/26,39431.0
SC10,2023/9/17,24913.0
SC10,2023/8/30,24273.0
SC10,2023/8/29,24233.0
SC10,2023/10/8,29053.0
SC10,2023/9/16,25489.0
SC10,2023/10/9,29406.0
SC10,2023/11/14,54883.0
SC10,2023/9/22,28720.0
SC10,2023/11/9,39553.0
SC10,2023/9/3,24753.0
SC10,2023/9/11,22073.0
SC10,2023/8/19,24223.0
SC10,2023/8/3,20768.0
SC10,2023/8/27,23390.0
SC10,2023/11/18,42261.0
SC10,2023/11/13,57625.0
