SC_ID,date,value
SC8,2023/11/26,35500.0
SC8,2023/9/15,38936.0
SC8,2023/10/6,32742.0
SC8,2023/9/30,28148.0
SC8,2023/8/13,31452.0
SC8,2023/10/10,39283.0
SC8,2023/11/22,39160.0
SC8,2023/10/9,40003.0
SC8,2023/8/21,35774.0
SC8,2023/11/16,43219.0
SC8,2023/10/20,40996.0
SC8,2023/9/1,41064.0
SC8,2023/8/23,36804.0
SC8,2023/8/8,34315.0
SC8,2023/11/10,50514.0
SC8,2023/9/7,45573.0
SC8,2023/11/19,36674.0
SC8,2023/10/28,46289.0
SC8,2023/10/17,41628.0
SC8,2023/8/4,36149.0
SC8,2023/11/30,38769.0
SC8,2023/10/12,37973.0
SC8,2023/11/23,37469.0
SC8,2023/10/29,41422.0
SC8,2023/8/31,39356.0
SC8,2023/8/24,37737.0
SC8,2023/8/26,38881.0
SC8,2023/8/16,37239.0
SC8,2023/9/22,41020.0
SC8,2023/9/12,40295.0
SC8,2023/10/16,38746.0
SC8,2023/11/5,51078.0
SC8,2023/11/29,38972.0
SC8,2023/9/18,38882.0
SC8,2023/9/10,37715.0
SC8,2023/8/30,39018.0
SC8,2023/9/17,38794.0
SC8,2023/8/17,38442.0
SC8,2023/9/6,40843.0
SC8,2023/9/13,39794.0
SC8,2023/10/23,37649.0
SC8,2023/8/20,33934.0
SC8,2023/10/7,34547.0
SC8,2023/11/7,47844.0
SC8,2023/11/14,47671.0
SC8,2023/9/27,45342.0
SC8,2023/11/24,39089.0
SC8,2023/10/11,37716.0
SC8,2023/8/1,35424.0
SC8,2023/11/17,43531.0
SC8,2023/9/23,47104.0
SC8,2023/11/8,50339.0
SC8,2023/8/22,39607.0
SC8,2023/8/28,35202.0
SC8,2023/9/14,40130.0
SC8,2023/11/15,45233.0
SC8,2023/10/31,44403.0
SC8,2023/9/26,46361.0
SC8,2023/8/7,33355.0
SC8,2023/8/9,37743.0
SC8,2023/8/19,36712.0
SC8,2023/8/12,35964.0
SC8,2023/11/28,39110.0
SC8,2023/10/5,28822.0
SC8,2023/9/25,43486.0
SC8,2023/10/26,48415.0
SC8,2023/8/2,37991.0
SC8,2023/9/11,36114.0
SC8,2023/9/19,43466.0
SC8,2023/11/9,48713.0
SC8,2023/8/25,39582.0
SC8,2023/10/22,34968.0
SC8,2023/9/29,31844.0
SC8,2023/11/18,41268.0
SC8,2023/8/11,35610.0
SC8,2023/10/19,39265.0
SC8,2023/9/24,42113.0
SC8,2023/8/10,36412.0
SC8,2023/8/6,33965.0
SC8,2023/11/6,47261.0
SC8,2023/9/20,43651.0
SC8,2023/10/14,37719.0
SC8,2023/8/3,34293.0
SC8,2023/10/21,39777.0
SC8,2023/8/18,38259.0
SC8,2023/8/15,37363.0
SC8,2023/9/4,37162.0
SC8,2023/11/27,36116.0
SC8,2023/9/5,39854.0
SC8,2023/10/30,40632.0
SC8,2023/9/2,41441.0
SC8,2023/11/21,41143.0
SC8,2023/10/13,37027.0
SC8,2023/10/15,35611.0
SC8,2023/10/27,47072.0
SC8,2023/9/16,40688.0
SC8,2023/9/3,38362.0
SC8,2023/9/28,40429.0
SC8,2023/8/14,33921.0
SC8,2023/9/21,42331.0
SC8,2023/11/20,37179.0
SC8,2023/11/25,36901.0
SC8,2023/8/29,38305.0
SC8,2023/10/18,38033.0
SC8,2023/8/27,35902.0
SC8,2023/8/5,34863.0
SC8,2023/9/9,40997.0
SC8,2023/9/8,42719.0
SC8,2023/10/8,38813.0
