分拣中心,日期,货量
SC61,2023/10/23,759.0
SC61,2023/11/28,749.0
SC61,2023/8/7,874.0
SC61,2023/11/15,660.0
SC61,2023/8/25,849.0
SC61,2023/8/14,724.0
SC61,2023/11/29,648.0
SC61,2023/9/26,754.0
SC61,2023/10/12,825.0
SC61,2023/10/1,815.0
SC61,2023/8/31,825.0
SC61,2023/9/27,986.0
SC61,2023/10/15,810.0
SC61,2023/9/5,1033.0
SC61,2023/10/16,861.0
SC61,2023/10/20,749.0
SC61,2023/11/19,650.0
SC61,2023/10/8,940.0
SC61,2023/10/5,1006.0
SC61,2023/9/21,795.0
SC61,2023/10/9,849.0
SC61,2023/8/30,791.0
SC61,2023/9/17,706.0
SC61,2023/11/30,644.0
SC61,2023/9/12,788.0
SC61,2023/9/30,790.0
SC61,2023/9/28,883.0
SC61,2023/8/17,979.0
SC61,2023/10/22,726.0
SC61,2023/10/21,678.0
SC61,2023/9/4,882.0
SC61,2023/9/2,934.0
SC61,2023/10/4,926.0
SC61,2023/8/16,891.0
SC61,2023/9/16,692.0
SC61,2023/11/18,635.0
SC61,2023/8/5,698.0
SC61,2023/8/1,662.0
SC61,2023/11/14,839.0
SC61,2023/10/29,739.0
SC61,2023/8/10,817.0
SC61,2023/11/21,763.0
SC61,2023/8/9,1014.0
SC61,2023/8/22,903.0
SC61,2023/10/18,701.0
SC61,2023/10/11,857.0
SC61,2023/8/20,843.0
SC61,2023/9/9,965.0
SC61,2023/10/10,820.0
SC61,2023/9/11,840.0
SC61,2023/8/6,689.0
SC61,2023/9/29,845.0
SC61,2023/8/28,821.0
SC61,2023/9/22,710.0
SC61,2023/10/25,828.0
SC61,2023/9/14,802.0
SC61,2023/10/17,870.0
SC61,2023/10/2,837.0
SC61,2023/9/3,895.0
SC61,2023/11/20,693.0
SC61,2023/9/6,1054.0
SC61,2023/11/16,729.0
SC61,2023/8/24,783.0
SC61,2023/10/13,787.0
SC61,2023/9/23,732.0
SC61,2023/9/7,1097.0
SC61,2023/8/21,860.0
SC61,2023/9/10,964.0
SC61,2023/8/26,839.0
SC61,2023/11/25,588.0
SC61,2023/10/14,720.0
SC61,2023/9/20,798.0
SC61,2023/11/23,720.0
SC61,2023/8/18,896.0
SC61,2023/9/25,760.0
SC61,2023/11/24,610.0
SC61,2023/10/26,832.0
SC61,2023/11/26,641.0
SC61,2023/9/1,809.0
SC61,2023/8/29,794.0
SC61,2023/11/27,648.0
SC61,2023/11/22,718.0
SC61,2023/9/13,758.0
SC61,2023/9/24,783.0
SC61,2023/9/8,966.0
SC61,2023/10/3,870.0
SC61,2023/8/13,662.0
SC61,2023/8/11,835.0
SC61,2023/8/8,766.0
SC61,2023/10/7,1177.0
SC61,2023/9/19,803.0
SC61,2023/9/18,729.0
SC61,2023/8/23,822.0
SC61,2023/8/4,680.0
SC61,2023/10/24,848.0
SC61,2023/11/17,667.0
SC61,2023/8/27,893.0
SC61,2023/10/19,911.0
SC61,2023/9/15,715.0
SC61,2023/8/3,707.0
SC61,2023/8/15,740.0
SC61,2023/8/19,858.0
SC61,2023/10/6,1115.0
SC61,2023/8/2,696.0
SC61,2023/8/12,775.0
SC61,2023/10/28,761.0
SC61,2023/10/27,768.0
