分拣中心,日期,货量
SC5,2023/9/11,19487.0
SC5,2023/9/21,22268.0
SC5,2023/9/15,21583.0
SC5,2023/8/18,19275.0
SC5,2023/9/12,19730.0
SC5,2023/10/12,20327.0
SC5,2023/10/16,19368.0
SC5,2023/9/20,22780.0
SC5,2023/11/26,18758.0
SC5,2023/8/10,17759.0
SC5,2023/11/29,21384.0
SC5,2023/8/31,20612.0
SC5,2023/9/24,22960.0
SC5,2023/8/13,16540.0
SC5,2023/11/8,29132.0
SC5,2023/9/18,20383.0
SC5,2023/8/22,18567.0
SC5,2023/11/24,23009.0
SC5,2023/10/14,19679.0
SC5,2023/9/17,22358.0
SC5,2023/8/7,16484.0
SC5,2023/8/4,17962.0
SC5,2023/9/29,20263.0
SC5,2023/10/23,19828.0
SC5,2023/10/30,21896.0
SC5,2023/10/11,21752.0
SC5,2023/8/20,17963.0
SC5,2023/8/11,17849.0
SC5,2023/10/15,19845.0
SC5,2023/10/13,21051.0
SC5,2023/11/25,20778.0
SC5,2023/10/18,20685.0
SC5,2023/10/10,19752.0
SC5,2023/8/25,19789.0
SC5,2023/9/3,22637.0
SC5,2023/9/4,20304.0
SC5,2023/10/8,20085.0
SC5,2023/10/4,15505.0
SC5,2023/10/27,27364.0
SC5,2023/10/7,18689.0
SC5,2023/10/2,14078.0
SC5,2023/9/30,17579.0
SC5,2023/9/8,22191.0
SC5,2023/11/6,27332.0
SC5,2023/8/12,18119.0
SC5,2023/9/2,24677.0
SC5,2023/8/30,19778.0
SC5,2023/10/26,25888.0
SC5,2023/9/5,21269.0
SC5,2023/11/18,23825.0
SC5,2023/9/6,22981.0
SC5,2023/8/19,19138.0
SC5,2023/9/13,20527.0
SC5,2023/8/3,18118.0
SC5,2023/9/23,23459.0
SC5,2023/11/9,27967.0
SC5,2023/11/17,24825.0
SC5,2023/10/17,19767.0
SC5,2023/9/27,23309.0
SC5,2023/11/30,21505.0
SC5,2023/11/7,27097.0
SC5,2023/10/19,20744.0
SC5,2023/10/1,16767.0
SC5,2023/11/27,21558.0
SC5,2023/8/21,18664.0
SC5,2023/8/2,19548.0
SC5,2023/10/6,19434.0
SC5,2023/8/26,19225.0
SC5,2023/10/9,21679.0
SC5,2023/8/9,17748.0
SC5,2023/8/8,17446.0
SC5,2023/9/9,21153.0
SC5,2023/11/14,27302.0
SC5,2023/9/19,21483.0
SC5,2023/11/5,27827.0
SC5,2023/8/17,18330.0
SC5,2023/10/29,23660.0
SC5,2023/11/20,23155.0
SC5,2023/8/29,19618.0
SC5,2023/9/10,21752.0
SC5,2023/11/15,25701.0
SC5,2023/10/5,16103.0
SC5,2023/9/1,22342.0
SC5,2023/8/6,16182.0
SC5,2023/8/16,19614.0
SC5,2023/8/14,16767.0
SC5,2023/8/15,17445.0
SC5,2023/8/28,18647.0
SC5,2023/10/3,14005.0
SC5,2023/10/31,24214.0
SC5,2023/11/21,21485.0
SC5,2023/9/26,24048.0
SC5,2023/8/24,19286.0
SC5,2023/8/5,17867.0
SC5,2023/8/27,18764.0
SC5,2023/9/25,23489.0
SC5,2023/11/16,24763.0
SC5,2023/11/22,22995.0
SC5,2023/8/1,17298.0
SC5,2023/9/14,22477.0
SC5,2023/10/21,20352.0
SC5,2023/11/23,22077.0
SC5,2023/9/28,21342.0
SC5,2023/10/28,25401.0
SC5,2023/11/19,22541.0
SC5,2023/11/28,21005.0
SC5,2023/10/20,22284.0
SC5,2023/9/7,24872.0
SC5,2023/9/22,23123.0
SC5,2023/10/22,19810.0
SC5,2023/9/16,22184.0
SC5,2023/8/23,19045.0
