分拣中心,日期,货量
SC49,2023/9/12,6671.0
SC49,2023/9/8,7637.0
SC49,2023/10/25,9001.0
SC49,2023/8/1,5378.0
SC49,2023/11/19,6146.0
SC49,2023/10/5,6343.0
SC49,2023/11/6,7385.0
SC49,2023/9/3,6804.0
SC49,2023/8/13,5521.0
SC49,2023/10/16,5796.0
SC49,2023/11/25,6174.0
SC49,2023/8/3,5753.0
SC49,2023/8/18,6336.0
SC49,2023/11/4,7662.0
SC49,2023/10/8,7155.0
SC49,2023/11/10,7805.0
SC49,2023/10/31,7209.0
SC49,2023/8/4,6371.0
SC49,2023/11/5,7668.0
SC49,2023/8/25,6434.0
SC49,2023/8/12,6079.0
SC49,2023/8/17,6248.0
SC49,2023/9/14,7105.0
SC49,2023/10/13,6411.0
SC49,2023/11/16,7245.0
SC49,2023/9/1,6812.0
SC49,2023/9/16,7662.0
SC49,2023/11/3,8851.0
SC49,2023/11/18,6798.0
SC49,2023/8/30,6370.0
SC49,2023/8/19,6106.0
SC49,2023/9/6,7017.0
SC49,2023/10/4,5612.0
SC49,2023/8/20,5977.0
SC49,2023/8/8,6142.0
SC49,2023/8/2,5712.0
SC49,2023/9/13,6861.0
SC49,2023/8/6,5699.0
SC49,2023/11/8,8064.0
SC49,2023/10/12,6724.0
SC49,2023/10/9,7435.0
SC49,2023/9/25,7644.0
SC49,2023/11/13,9144.0
SC49,2023/9/5,7137.0
SC49,2023/11/17,6918.0
SC49,2023/8/11,6619.0
SC49,2023/9/11,6514.0
SC49,2023/11/23,6378.0
SC49,2023/8/23,6534.0
SC49,2023/10/23,5803.0
SC49,2023/8/22,6195.0
SC49,2023/11/27,6133.0
SC49,2023/9/9,6976.0
SC49,2023/9/19,7062.0
SC49,2023/9/2,7341.0
SC49,2023/11/15,7560.0
SC49,2023/10/17,5862.0
SC49,2023/9/7,7704.0
SC49,2023/9/22,7858.0
SC49,2023/9/24,7573.0
SC49,2023/10/2,6275.0
SC49,2023/10/19,6054.0
SC49,2023/10/26,7337.0
SC49,2023/11/21,6676.0
SC49,2023/11/22,6799.0
SC49,2023/9/23,7668.0
SC49,2023/9/10,6904.0
SC49,2023/8/21,6473.0
SC49,2023/10/24,7862.0
SC49,2023/8/15,5771.0
SC49,2023/11/7,7848.0
SC49,2023/8/7,5781.0
SC49,2023/11/14,8572.0
SC49,2023/8/27,5973.0
SC49,2023/10/30,5939.0
SC49,2023/10/21,5862.0
SC49,2023/9/27,8320.0
SC49,2023/11/9,7916.0
SC49,2023/10/20,6163.0
SC49,2023/9/30,6824.0
SC49,2023/10/1,6083.0
SC49,2023/10/6,6242.0
SC49,2023/9/28,8271.0
SC49,2023/8/14,5590.0
SC49,2023/10/15,5471.0
SC49,2023/9/26,8326.0
SC49,2023/11/24,6767.0
SC49,2023/10/7,6529.0
SC49,2023/8/5,6183.0
SC49,2023/9/4,6862.0
SC49,2023/11/28,6384.0
SC49,2023/8/16,6698.0
SC49,2023/9/21,7829.0
SC49,2023/10/22,5534.0
SC49,2023/9/15,7555.0
SC49,2023/10/3,5472.0
SC49,2023/11/30,6439.0
SC49,2023/10/28,6891.0
SC49,2023/8/26,6183.0
SC49,2023/10/11,6779.0
SC49,2023/9/17,7128.0
SC49,2023/10/14,5764.0
SC49,2023/8/24,6276.0
SC49,2023/9/20,7423.0
SC49,2023/8/31,6566.0
SC49,2023/11/20,6467.0
SC49,2023/9/18,6914.0
SC49,2023/11/26,6031.0
SC49,2023/8/29,6382.0
SC49,2023/9/29,6168.0
SC49,2023/8/9,6900.0
SC49,2023/10/27,7215.0
SC49,2023/8/10,6311.0
SC49,2023/10/10,7427.0
SC49,2023/8/28,5752.0
SC49,2023/11/29,6273.0
SC49,2023/10/29,6400.0
SC49,2023/10/18,6283.0
