分拣中心,日期,货量
SC68,2023/9/7,1350.0
SC68,2023/10/23,1713.0
SC68,2023/9/26,1155.0
SC68,2023/8/2,1040.0
SC68,2023/9/5,1333.0
SC68,2023/10/12,1351.0
SC68,2023/8/8,1121.0
SC68,2023/8/9,1189.0
SC68,2023/9/30,917.0
SC68,2023/9/20,1106.0
SC68,2023/11/30,1448.0
SC68,2023/9/9,1447.0
SC68,2023/8/12,982.0
SC68,2023/10/15,1304.0
SC68,2023/9/15,1270.0
SC68,2023/10/18,1356.0
SC68,2023/10/14,1417.0
SC68,2023/9/28,943.0
SC68,2023/10/10,1236.0
SC68,2023/10/7,1241.0
SC68,2023/10/21,1152.0
SC68,2023/8/19,1134.0
SC68,2023/10/1,854.0
SC68,2023/9/4,1291.0
SC68,2023/10/29,1416.0
SC68,2023/9/25,1181.0
SC68,2023/9/3,1266.0
SC68,2023/11/25,1325.0
SC68,2023/9/13,1355.0
SC68,2023/9/29,912.0
SC68,2023/10/28,1550.0
SC68,2023/9/24,1073.0
SC68,2023/10/30,1556.0
SC68,2023/10/17,1405.0
SC68,2023/8/30,1188.0
SC68,2023/11/24,1435.0
SC68,2023/11/18,1218.0
SC68,2023/11/17,1214.0
SC68,2023/9/18,1287.0
SC68,2023/8/20,1161.0
SC68,2023/8/14,1121.0
SC68,2023/8/23,1176.0
SC68,2023/10/26,1507.0
SC68,2023/10/8,1205.0
SC68,2023/8/3,1059.0
SC68,2023/11/5,1610.0
SC68,2023/8/6,1076.0
SC68,2023/8/22,1131.0
SC68,2023/9/22,1066.0
SC68,2023/8/28,1241.0
SC68,2023/10/22,1244.0
SC68,2023/11/29,1474.0
SC68,2023/9/27,1077.0
SC68,2023/8/1,1018.0
SC68,2023/10/9,1179.0
SC68,2023/10/13,1257.0
SC68,2023/11/9,1285.0
SC68,2023/10/20,1274.0
SC68,2023/10/4,1032.0
SC68,2023/8/7,1067.0
SC68,2023/9/14,1318.0
SC68,2023/8/24,1241.0
SC68,2023/9/16,1254.0
SC68,2023/11/16,1266.0
SC68,2023/8/21,1225.0
SC68,2023/8/5,1048.0
SC68,2023/9/19,1139.0
SC68,2023/8/17,1405.0
SC68,2023/8/29,1228.0
SC68,2023/9/23,1081.0
SC68,2023/11/8,1538.0
SC68,2023/9/1,1194.0
SC68,2023/10/5,1144.0
SC68,2023/10/2,890.0
SC68,2023/11/15,1206.0
SC68,2023/9/12,1463.0
SC68,2023/8/31,1174.0
SC68,2023/11/27,1567.0
SC68,2023/9/8,1346.0
SC68,2023/11/6,1504.0
SC68,2023/11/14,1401.0
SC68,2023/9/21,1180.0
SC68,2023/11/7,1668.0
SC68,2023/11/19,1377.0
SC68,2023/10/19,1291.0
SC68,2023/9/6,1373.0
SC68,2023/10/16,1378.0
SC68,2023/11/13,1451.0
SC68,2023/8/15,1146.0
SC68,2023/10/27,1491.0
SC68,2023/8/4,1003.0
SC68,2023/9/17,1351.0
SC68,2023/9/11,1376.0
SC68,2023/8/18,1083.0
SC68,2023/8/10,1132.0
SC68,2023/9/10,1318.0
SC68,2023/8/27,1197.0
SC68,2023/11/21,1395.0
SC68,2023/10/11,1424.0
SC68,2023/9/2,1237.0
SC68,2023/8/25,1213.0
SC68,2023/8/11,1030.0
SC68,2023/8/16,1111.0
SC68,2023/8/26,1154.0
SC68,2023/11/22,1378.0
SC68,2023/11/26,1471.0
SC68,2023/11/20,1774.0
SC68,2023/8/13,1012.0
SC68,2023/10/3,980.0
SC68,2023/10/6,1208.0
SC68,2023/11/23,1537.0
SC68,2023/11/28,1510.0
