分拣中心,日期,货量
SC60,2023/10/7,51953.0
SC60,2023/10/24,64005.0
SC60,2023/11/5,64786.0
SC60,2023/8/15,48666.0
SC60,2023/9/14,51953.0
SC60,2023/10/22,52576.0
SC60,2023/8/26,52129.0
SC60,2023/11/17,70503.0
SC60,2023/8/28,49876.0
SC60,2023/8/9,48135.0
SC60,2023/9/16,50071.0
SC60,2023/11/7,65838.0
SC60,2023/8/12,56240.0
SC60,2023/9/18,52214.0
SC60,2023/8/31,51569.0
SC60,2023/9/26,56695.0
SC60,2023/11/24,64912.0
SC60,2023/10/1,46571.0
SC60,2023/9/2,52640.0
SC60,2023/9/12,49958.0
SC60,2023/9/19,50803.0
SC60,2023/9/4,51715.0
SC60,2023/9/17,50442.0
SC60,2023/10/13,55280.0
SC60,2023/10/2,43348.0
SC60,2023/8/24,50248.0
SC60,2023/9/21,53904.0
SC60,2023/11/9,67318.0
SC60,2023/9/7,53175.0
SC60,2023/8/10,49417.0
SC60,2023/8/16,49953.0
SC60,2023/10/16,52707.0
SC60,2023/8/22,51152.0
SC60,2023/11/19,69428.0
SC60,2023/9/13,50290.0
SC60,2023/9/1,54685.0
SC60,2023/8/27,50028.0
SC60,2023/9/10,50173.0
SC60,2023/8/25,54195.0
SC60,2023/8/23,54496.0
SC60,2023/8/30,53727.0
SC60,2023/8/17,53721.0
SC60,2023/10/29,61418.0
SC60,2023/10/15,51292.0
SC60,2023/10/9,51896.0
SC60,2023/9/15,50490.0
SC60,2023/11/18,67163.0
SC60,2023/8/21,50589.0
SC60,2023/8/20,51229.0
SC60,2023/8/14,44745.0
SC60,2023/11/16,73102.0
SC60,2023/8/5,45523.0
SC60,2023/10/12,55039.0
SC60,2023/9/8,53544.0
SC60,2023/10/23,55005.0
SC60,2023/11/20,65002.0
SC60,2023/9/22,54668.0
SC60,2023/9/3,52285.0
SC60,2023/10/3,40891.0
SC60,2023/11/28,60744.0
SC60,2023/10/11,54741.0
SC60,2023/9/27,58984.0
SC60,2023/9/20,53704.0
SC60,2023/11/27,60275.0
SC60,2023/10/18,54877.0
SC60,2023/11/29,61313.0
SC60,2023/11/4,69778.0
SC60,2023/10/26,65806.0
SC60,2023/8/11,51268.0
SC60,2023/8/2,47632.0
SC60,2023/10/27,63435.0
SC60,2023/10/19,52018.0
SC60,2023/10/30,63613.0
SC60,2023/8/13,50319.0
SC60,2023/8/8,46210.0
SC60,2023/9/11,50304.0
SC60,2023/9/6,53009.0
SC60,2023/11/25,62011.0
SC60,2023/11/23,64426.0
SC60,2023/9/24,54816.0
SC60,2023/8/19,52704.0
SC60,2023/8/18,52673.0
SC60,2023/8/1,47423.0
SC60,2023/8/4,44637.0
SC60,2023/11/6,64651.0
SC60,2023/9/5,54049.0
SC60,2023/8/3,47003.0
SC60,2023/10/31,63996.0
SC60,2023/11/14,77011.0
SC60,2023/10/17,54345.0
SC60,2023/11/8,64305.0
SC60,2023/9/25,57110.0
SC60,2023/11/22,67157.0
SC60,2023/10/8,53583.0
SC60,2023/9/29,48845.0
SC60,2023/10/5,46535.0
SC60,2023/9/23,55435.0
SC60,2023/10/25,65894.0
SC60,2023/9/9,54147.0
SC60,2023/10/4,41971.0
SC60,2023/11/21,68378.0
SC60,2023/8/29,51274.0
SC60,2023/10/14,55794.0
SC60,2023/11/10,70312.0
SC60,2023/11/30,61486.0
SC60,2023/9/30,51349.0
SC60,2023/10/10,54297.0
SC60,2023/10/21,52867.0
SC60,2023/10/20,52879.0
SC60,2023/11/26,59165.0
SC60,2023/9/28,53672.0
SC60,2023/10/28,61592.0
SC60,2023/8/7,44102.0
SC60,2023/8/6,44487.0
SC60,2023/11/3,73716.0
SC60,2023/10/6,49119.0
