分拣中心,日期,货量
SC34,2023/9/26,12371.0
SC34,2023/9/11,8501.0
SC34,2023/11/22,8452.0
SC34,2023/9/4,9297.0
SC34,2023/9/29,9440.0
SC34,2023/10/17,8565.0
SC34,2023/10/23,11846.0
SC34,2023/9/6,10726.0
SC34,2023/8/22,7877.0
SC34,2023/8/12,7339.0
SC34,2023/9/24,11014.0
SC34,2023/10/27,11785.0
SC34,2023/9/22,11470.0
SC34,2023/11/8,12658.0
SC34,2023/11/7,10744.0
SC34,2023/10/9,8853.0
SC34,2023/10/7,8441.0
SC34,2023/10/14,7701.0
SC34,2023/10/28,10685.0
SC34,2023/11/18,7652.0
SC34,2023/9/9,10533.0
SC34,2023/9/21,10655.0
SC34,2023/9/8,10588.0
SC34,2023/11/15,8126.0
SC34,2023/11/5,10979.0
SC34,2023/11/20,8148.0
SC34,2023/10/25,11990.0
SC34,2023/9/19,11366.0
SC34,2023/10/19,9814.0
SC34,2023/8/1,8896.0
SC34,2023/9/7,12207.0
SC34,2023/11/27,8641.0
SC34,2023/9/20,10594.0
SC34,2023/8/16,7825.0
SC34,2023/8/26,8444.0
SC34,2023/10/18,8615.0
SC34,2023/9/14,11729.0
SC34,2023/8/5,8015.0
SC34,2023/8/21,8146.0
SC34,2023/11/25,8265.0
SC34,2023/9/15,9520.0
SC34,2023/10/21,8608.0
SC34,2023/11/19,7402.0
SC34,2023/8/11,7855.0
SC34,2023/8/8,7773.0
SC34,2023/11/9,11030.0
SC34,2023/9/13,9793.0
SC34,2023/8/23,8315.0
SC34,2023/9/27,10767.0
SC34,2023/11/29,8879.0
SC34,2023/11/28,8638.0
SC34,2023/8/20,7667.0
SC34,2023/10/20,11093.0
SC34,2023/9/17,9194.0
SC34,2023/9/18,10109.0
SC34,2023/8/30,9822.0
SC34,2023/11/24,8648.0
SC34,2023/8/3,8440.0
SC34,2023/10/13,8210.0
SC34,2023/8/17,8213.0
SC34,2023/8/25,9315.0
SC34,2023/10/1,8947.0
SC34,2023/8/9,7998.0
SC34,2023/11/17,7789.0
SC34,2023/11/6,11018.0
SC34,2023/8/19,8104.0
SC34,2023/10/3,8108.0
SC34,2023/8/24,8972.0
SC34,2023/9/2,10109.0
SC34,2023/9/10,8556.0
SC34,2023/9/1,13611.0
SC34,2023/10/6,7839.0
SC34,2023/11/26,8134.0
SC34,2023/11/21,8194.0
SC34,2023/10/16,8733.0
SC34,2023/10/8,8766.0
SC34,2023/10/10,8786.0
SC34,2023/9/5,10030.0
SC34,2023/10/4,7596.0
SC34,2023/11/23,8481.0
SC34,2023/9/3,9044.0
SC34,2023/10/15,7590.0
SC34,2023/11/30,9528.0
SC34,2023/11/13,10031.0
SC34,2023/9/30,8647.0
SC34,2023/8/7,7474.0
SC34,2023/10/29,9834.0
SC34,2023/11/16,8595.0
SC34,2023/11/3,12176.0
SC34,2023/8/14,7513.0
SC34,2023/8/4,7961.0
SC34,2023/9/12,9079.0
SC34,2023/10/11,8186.0
SC34,2023/10/2,8270.0
SC34,2023/10/5,7795.0
SC34,2023/9/16,8903.0
SC34,2023/10/26,10962.0
SC34,2023/9/23,11021.0
SC34,2023/11/14,7372.0
SC34,2023/8/18,8393.0
SC34,2023/8/13,6752.0
SC34,2023/8/10,7688.0
SC34,2023/9/25,11236.0
SC34,2023/8/15,8637.0
SC34,2023/8/2,8588.0
SC34,2023/10/12,8341.0
SC34,2023/8/27,9423.0
SC34,2023/9/28,10881.0
SC34,2023/10/22,7965.0
SC34,2023/8/28,10095.0
SC34,2023/8/31,10469.0
SC34,2023/8/29,8655.0
SC34,2023/11/4,12181.0
SC34,2023/10/30,9807.0
SC34,2023/8/6,7284.0
