SC_ID,date,value
SC26,2023/8/24,3734.0
SC26,2023/11/23,3717.0
SC26,2023/8/26,4397.0
SC26,2023/11/3,5988.0
SC26,2023/11/14,4834.0
SC26,2023/10/10,3943.0
SC26,2023/8/17,4132.0
SC26,2023/10/5,4409.0
SC26,2023/9/15,4205.0
SC26,2023/11/5,5327.0
SC26,2023/9/23,5301.0
SC26,2023/9/2,4872.0
SC26,2023/10/28,5323.0
SC26,2023/8/20,4844.0
SC26,2023/8/27,4589.0
SC26,2023/11/13,5027.0
SC26,2023/8/23,3895.0
SC26,2023/10/2,3547.0
SC26,2023/10/20,5247.0
SC26,2023/8/1,5243.0
SC26,2023/8/4,4139.0
SC26,2023/11/22,4141.0
SC26,2023/9/22,5311.0
SC26,2023/9/19,4952.0
SC26,2023/9/10,4116.0
SC26,2023/11/26,4035.0
SC26,2023/8/10,4091.0
SC26,2023/11/24,3924.0
SC26,2023/11/30,4477.0
SC26,2023/10/12,3621.0
SC26,2023/11/28,4013.0
SC26,2023/8/13,3738.0
SC26,2023/11/15,4289.0
SC26,2023/8/14,4293.0
SC26,2023/8/29,4397.0
SC26,2023/8/19,4743.0
SC26,2023/10/21,4238.0
SC26,2023/10/25,6160.0
SC26,2023/8/21,5282.0
SC26,2023/9/16,4520.0
SC26,2023/10/27,5382.0
SC26,2023/8/12,3826.0
SC26,2023/9/13,4195.0
SC26,2023/9/1,4829.0
SC26,2023/8/31,4087.0
SC26,2023/9/18,4904.0
SC26,2023/9/9,5381.0
SC26,2023/11/4,5874.0
SC26,2023/9/4,5522.0
SC26,2023/11/21,4390.0
SC26,2023/10/3,3607.0
SC26,2023/10/4,3926.0
SC26,2023/10/30,5255.0
SC26,2023/10/18,3721.0
SC26,2023/11/10,5511.0
SC26,2023/9/7,4852.0
SC26,2023/11/2,6571.0
SC26,2023/10/14,3614.0
SC26,2023/8/15,4746.0
SC26,2023/11/6,5777.0
SC26,2023/8/9,4294.0
SC26,2023/9/12,4479.0
SC26,2023/11/20,3802.0
SC26,2023/10/22,4427.0
SC26,2023/10/11,3698.0
SC26,2023/8/30,4162.0
SC26,2023/9/30,3328.0
SC26,2023/9/24,5471.0
SC26,2023/10/23,5055.0
SC26,2023/9/5,5396.0
SC26,2023/9/3,4868.0
SC26,2023/8/11,3974.0
SC26,2023/9/27,4573.0
SC26,2023/8/8,4076.0
SC26,2023/10/13,3636.0
SC26,2023/11/18,3991.0
SC26,2023/11/25,3988.0
SC26,2023/11/7,5694.0
SC26,2023/10/24,6876.0
SC26,2023/9/28,4259.0
SC26,2023/8/5,3951.0
SC26,2023/10/15,3398.0
SC26,2023/10/17,4025.0
SC26,2023/8/18,4119.0
SC26,2023/8/7,3993.0
SC26,2023/10/6,4063.0
SC26,2023/9/8,4283.0
SC26,2023/11/29,4142.0
SC26,2023/10/29,5548.0
SC26,2023/9/29,4008.0
SC26,2023/9/26,4775.0
SC26,2023/11/27,3921.0
SC26,2023/8/3,4055.0
SC26,2023/11/16,3968.0
SC26,2023/8/16,4544.0
SC26,2023/9/14,4091.0
SC26,2023/11/8,5739.0
SC26,2023/9/20,5741.0
SC26,2023/10/19,3889.0
SC26,2023/9/21,5242.0
SC26,2023/11/17,4079.0
SC26,2023/8/2,4069.0
SC26,2023/10/8,4028.0
SC26,2023/9/11,4253.0
SC26,2023/10/31,3800.0
SC26,2023/11/9,5615.0
SC26,2023/8/25,3885.0
SC26,2023/10/16,4317.0
SC26,2023/8/6,3808.0
SC26,2023/10/9,3763.0
SC26,2023/9/17,4497.0
SC26,2023/11/19,3777.0
SC26,2023/9/6,4824.0
SC26,2023/8/28,4999.0
SC26,2023/10/1,3747.0
SC26,2023/9/25,5848.0
SC26,2023/10/7,4622.0
SC26,2023/10/26,5506.0
SC26,2023/8/22,4969.0
