SC_ID,date,value
SC44,2023/9/28,15473.0
SC44,2023/10/11,17764.0
SC44,2023/9/11,15341.0
SC44,2023/11/29,17027.0
SC44,2023/9/7,16369.0
SC44,2023/8/1,15734.0
SC44,2023/9/23,16624.0
SC44,2023/9/20,16788.0
SC44,2023/8/11,14227.0
SC44,2023/11/18,18456.0
SC44,2023/11/14,20146.0
SC44,2023/9/26,18654.0
SC44,2023/9/16,15683.0
SC44,2023/10/21,15544.0
SC44,2023/10/8,17528.0
SC44,2023/8/2,15370.0
SC44,2023/10/15,16177.0
SC44,2023/8/8,13701.0
SC44,2023/11/16,18163.0
SC44,2023/10/3,12879.0
SC44,2023/8/16,15688.0
SC44,2023/10/12,17069.0
SC44,2023/11/5,18608.0
SC44,2023/9/2,16170.0
SC44,2023/10/22,14705.0
SC44,2023/9/5,15820.0
SC44,2023/8/10,14613.0
SC44,2023/9/30,13855.0
SC44,2023/9/4,15861.0
SC44,2023/8/28,15438.0
SC44,2023/8/19,15522.0
SC44,2023/10/14,16335.0
SC44,2023/11/19,16745.0
SC44,2023/9/17,14757.0
SC44,2023/10/16,15827.0
SC44,2023/10/9,16838.0
SC44,2023/10/17,17145.0
SC44,2023/11/10,18700.0
SC44,2023/8/9,14828.0
SC44,2023/9/14,15707.0
SC44,2023/11/17,19114.0
SC44,2023/9/18,15465.0
SC44,2023/9/6,15933.0
SC44,2023/11/30,16945.0
SC44,2023/8/5,14669.0
SC44,2023/8/25,15213.0
SC44,2023/8/29,15755.0
SC44,2023/10/10,16920.0
SC44,2023/10/5,14758.0
SC44,2023/8/18,15641.0
SC44,2023/8/31,15778.0
SC44,2023/11/23,17143.0
SC44,2023/10/29,16085.0
SC44,2023/8/26,15095.0
SC44,2023/9/19,17064.0
SC44,2023/8/3,15204.0
SC44,2023/8/12,13459.0
SC44,2023/9/21,17005.0
SC44,2023/10/31,16366.0
SC44,2023/8/24,15756.0
SC44,2023/9/27,17748.0
SC44,2023/8/14,14203.0
SC44,2023/9/29,14020.0
SC44,2023/8/15,14406.0
SC44,2023/10/13,17458.0
SC44,2023/8/13,12568.0
SC44,2023/9/3,15731.0
SC44,2023/11/22,17462.0
SC44,2023/10/26,19216.0
SC44,2023/11/21,17253.0
SC44,2023/8/21,16726.0
SC44,2023/11/24,16670.0
SC44,2023/9/8,15223.0
SC44,2023/9/24,16381.0
SC44,2023/8/22,16686.0
SC44,2023/8/7,13606.0
SC44,2023/10/23,15095.0
SC44,2023/9/22,17139.0
SC44,2023/10/27,19469.0
SC44,2023/11/15,19642.0
SC44,2023/10/19,15344.0
SC44,2023/10/6,15077.0
SC44,2023/10/7,16565.0
SC44,2023/10/30,16465.0
SC44,2023/8/30,15687.0
SC44,2023/10/4,13495.0
SC44,2023/10/28,17238.0
SC44,2023/9/10,15361.0
SC44,2023/8/17,15465.0
SC44,2023/10/20,16912.0
SC44,2023/9/25,17668.0
SC44,2023/11/20,17929.0
SC44,2023/8/27,14407.0
SC44,2023/8/23,15389.0
SC44,2023/9/12,15697.0
SC44,2023/9/1,16252.0
SC44,2023/8/4,15346.0
SC44,2023/10/1,13198.0
SC44,2023/9/13,15412.0
SC44,2023/9/9,16889.0
SC44,2023/11/26,14739.0
SC44,2023/8/20,15716.0
SC44,2023/10/18,17314.0
SC44,2023/11/25,15932.0
SC44,2023/9/15,16200.0
SC44,2023/11/28,16447.0
SC44,2023/8/6,13542.0
SC44,2023/11/27,15878.0
