SC_ID,date,value
SC14,2023/11/24,1478.0
SC14,2023/10/26,1432.0
SC14,2023/8/8,1547.0
SC14,2023/10/29,1254.0
SC14,2023/9/9,1115.0
SC14,2023/9/22,1865.0
SC14,2023/11/19,1214.0
SC14,2023/11/30,1791.0
SC14,2023/9/1,1461.0
SC14,2023/9/24,1723.0
SC14,2023/8/17,1594.0
SC14,2023/9/15,1475.0
SC14,2023/8/15,1571.0
SC14,2023/9/14,1486.0
SC14,2023/10/3,1202.0
SC14,2023/11/1,1513.0
SC14,2023/10/9,1114.0
SC14,2023/11/21,1391.0
SC14,2023/8/18,1462.0
SC14,2023/11/15,1518.0
SC14,2023/8/11,1572.0
SC14,2023/11/22,1498.0
SC14,2023/11/20,1382.0
SC14,2023/9/11,1598.0
SC14,2023/8/22,1517.0
SC14,2023/9/2,1358.0
SC14,2023/9/12,1365.0
SC14,2023/10/8,1010.0
SC14,2023/9/4,1455.0
SC14,2023/9/17,1698.0
SC14,2023/8/4,1789.0
SC14,2023/11/13,1360.0
SC14,2023/8/13,1538.0
SC14,2023/8/6,1333.0
SC14,2023/9/6,1273.0
SC14,2023/9/21,1768.0
SC14,2023/10/17,1321.0
SC14,2023/9/8,1186.0
SC14,2023/11/14,1396.0
SC14,2023/11/17,1695.0
SC14,2023/8/5,1576.0
SC14,2023/8/25,1477.0
SC14,2023/11/25,1363.0
SC14,2023/9/10,1267.0
SC14,2023/10/28,1357.0
SC14,2023/8/16,1659.0
SC14,2023/10/18,1447.0
SC14,2023/9/29,1758.0
SC14,2023/8/30,1900.0
SC14,2023/8/26,1496.0
SC14,2023/10/25,1535.0
SC14,2023/10/20,1299.0
SC14,2023/11/16,1656.0
SC14,2023/10/22,1254.0
SC14,2023/8/7,1784.0
SC14,2023/9/19,1730.0
SC14,2023/10/14,1242.0
SC14,2023/8/27,1627.0
SC14,2023/10/11,1022.0
SC14,2023/10/27,1430.0
SC14,2023/9/25,1869.0
SC14,2023/9/20,1716.0
SC14,2023/9/23,1796.0
SC14,2023/8/19,1368.0
SC14,2023/10/13,1268.0
SC14,2023/10/5,1138.0
SC14,2023/11/28,1510.0
SC14,2023/10/6,1118.0
SC14,2023/8/12,1408.0
SC14,2023/10/10,1068.0
SC14,2023/8/23,1450.0
SC14,2023/9/28,1675.0
SC14,2023/10/1,1601.0
SC14,2023/11/3,1593.0
SC14,2023/11/4,1195.0
SC14,2023/9/30,1768.0
SC14,2023/11/18,1388.0
SC14,2023/8/31,1773.0
SC14,2023/9/13,1322.0
SC14,2023/8/9,1644.0
SC14,2023/10/24,1491.0
SC14,2023/8/28,1832.0
SC14,2023/11/12,1575.0
SC14,2023/8/14,1573.0
SC14,2023/11/5,1152.0
SC14,2023/9/26,1631.0
SC14,2023/11/26,1392.0
SC14,2023/9/7,1125.0
SC14,2023/9/5,1032.0
SC14,2023/10/15,1254.0
SC14,2023/11/7,1252.0
SC14,2023/11/11,1521.0
SC14,2023/8/10,1728.0
SC14,2023/11/27,1592.0
SC14,2023/11/23,1473.0
SC14,2023/10/4,1212.0
SC14,2023/10/23,1397.0
SC14,2023/11/2,1661.0
SC14,2023/10/21,1318.0
SC14,2023/11/9,1226.0
SC14,2023/10/2,1299.0
SC14,2023/9/3,1403.0
SC14,2023/9/16,1729.0
SC14,2023/10/19,1262.0
SC14,2023/10/7,1097.0
SC14,2023/10/31,1669.0
SC14,2023/11/10,1376.0
SC14,2023/10/12,1369.0
SC14,2023/10/16,1448.0
SC14,2023/9/27,1368.0
SC14,2023/8/29,1993.0
SC14,2023/8/20,1359.0
SC14,2023/8/24,1469.0
SC14,2023/9/18,1981.0
SC14,2023/11/29,1653.0
SC14,2023/11/6,1301.0
SC14,2023/11/8,1154.0
SC14,2023/8/21,1393.0
SC14,2023/10/30,1690.0
