分拣中心,日期,货量
SC19,2023/8/25,6677.0
SC19,2023/9/16,7742.0
SC19,2023/8/29,7683.0
SC19,2023/8/5,6868.0
SC19,2023/11/13,9897.0
SC19,2023/10/16,7441.0
SC19,2023/11/7,11441.0
SC19,2023/11/22,6666.0
SC19,2023/8/4,8210.0
SC19,2023/8/24,7692.0
SC19,2023/8/8,8690.0
SC19,2023/9/30,5272.0
SC19,2023/8/26,6414.0
SC19,2023/11/18,7011.0
SC19,2023/9/7,9281.0
SC19,2023/8/2,7318.0
SC19,2023/11/20,7940.0
SC19,2023/11/4,12472.0
SC19,2023/9/24,6953.0
SC19,2023/8/19,8219.0
SC19,2023/8/14,8362.0
SC19,2023/8/16,8377.0
SC19,2023/9/12,8737.0
SC19,2023/11/6,11135.0
SC19,2023/9/15,8359.0
SC19,2023/9/10,5350.0
SC19,2023/9/11,8717.0
SC19,2023/9/19,8361.0
SC19,2023/10/9,9448.0
SC19,2023/10/4,5016.0
SC19,2023/8/31,7429.0
SC19,2023/11/27,6490.0
SC19,2023/8/12,6846.0
SC19,2023/9/26,10792.0
SC19,2023/10/21,6607.0
SC19,2023/10/26,9647.0
SC19,2023/9/20,8726.0
SC19,2023/10/1,5326.0
SC19,2023/11/19,4626.0
SC19,2023/9/14,9015.0
SC19,2023/10/22,6034.0
SC19,2023/8/20,6655.0
SC19,2023/9/29,6991.0
SC19,2023/9/25,10969.0
SC19,2023/8/15,9453.0
SC19,2023/11/29,6314.0
SC19,2023/8/27,4929.0
SC19,2023/8/17,9082.0
SC19,2023/8/21,10430.0
SC19,2023/10/14,7717.0
SC19,2023/11/16,8922.0
SC19,2023/10/25,10118.0
SC19,2023/10/7,8712.0
SC19,2023/11/14,9687.0
SC19,2023/8/13,4864.0
SC19,2023/8/18,8971.0
SC19,2023/10/3,4832.0
SC19,2023/9/2,6890.0
SC19,2023/11/23,7372.0
SC19,2023/9/18,8995.0
SC19,2023/10/5,5585.0
SC19,2023/9/5,8660.0
SC19,2023/10/17,8654.0
SC19,2023/9/6,9714.0
SC19,2023/11/26,4310.0
SC19,2023/11/30,7210.0
SC19,2023/10/23,9009.0
SC19,2023/11/21,8033.0
SC19,2023/9/9,8418.0
SC19,2023/10/11,8405.0
SC19,2023/11/5,11018.0
SC19,2023/8/22,9189.0
SC19,2023/10/28,9018.0
SC19,2023/11/28,7151.0
SC19,2023/8/3,8060.0
SC19,2023/10/27,10074.0
SC19,2023/8/1,8386.0
SC19,2023/9/27,9526.0
SC19,2023/9/3,5434.0
SC19,2023/10/31,13025.0
SC19,2023/9/13,9493.0
SC19,2023/10/24,12913.0
SC19,2023/9/17,6122.0
SC19,2023/8/30,7981.0
SC19,2023/8/10,8548.0
SC19,2023/11/17,7996.0
SC19,2023/8/23,8312.0
SC19,2023/8/28,7167.0
SC19,2023/8/11,8095.0
SC19,2023/10/2,4655.0
SC19,2023/11/9,10498.0
SC19,2023/8/6,4986.0
SC19,2023/11/8,11361.0
SC19,2023/8/7,7465.0
SC19,2023/9/22,13030.0
SC19,2023/10/12,8437.0
SC19,2023/9/1,7366.0
SC19,2023/9/4,8150.0
SC19,2023/10/18,8422.0
SC19,2023/9/8,8626.0
SC19,2023/11/15,10083.0
SC19,2023/10/19,7108.0
SC19,2023/10/15,5422.0
SC19,2023/9/21,8650.0
SC19,2023/11/25,7013.0
SC19,2023/10/30,10079.0
SC19,2023/10/20,7363.0
SC19,2023/11/24,6741.0
SC19,2023/9/23,9014.0
SC19,2023/8/9,8205.0
SC19,2023/10/6,7634.0
SC19,2023/10/13,8245.0
SC19,2023/9/28,7866.0
SC19,2023/10/10,8849.0
SC19,2023/10/8,9517.0
SC19,2023/10/29,9841.0
