分拣中心,日期,货量
SC4,2023/10/9,23496.0
SC4,2023/11/27,20774.0
SC4,2023/10/27,21982.0
SC4,2023/9/28,21796.0
SC4,2023/8/27,20063.0
SC4,2023/11/24,21245.0
SC4,2023/10/19,20588.0
SC4,2023/8/4,17762.0
SC4,2023/11/28,20204.0
SC4,2023/10/1,18497.0
SC4,2023/9/30,19501.0
SC4,2023/10/26,24172.0
SC4,2023/9/12,22126.0
SC4,2023/8/19,18795.0
SC4,2023/10/13,20912.0
SC4,2023/10/24,28382.0
SC4,2023/10/22,20195.0
SC4,2023/9/26,27073.0
SC4,2023/9/10,20490.0
SC4,2023/11/18,25130.0
SC4,2023/11/16,27183.0
SC4,2023/9/6,24621.0
SC4,2023/8/31,21919.0
SC4,2023/10/14,20529.0
SC4,2023/11/22,22663.0
SC4,2023/10/6,19023.0
SC4,2023/9/25,22992.0
SC4,2023/10/30,21589.0
SC4,2023/9/24,24150.0
SC4,2023/9/21,23037.0
SC4,2023/8/24,20569.0
SC4,2023/11/6,25346.0
SC4,2023/11/19,23331.0
SC4,2023/8/28,20041.0
SC4,2023/9/13,21208.0
SC4,2023/11/25,21127.0
SC4,2023/11/3,27618.0
SC4,2023/8/11,16594.0
SC4,2023/11/26,19621.0
SC4,2023/11/17,26440.0
SC4,2023/9/23,23975.0
SC4,2023/11/4,24670.0
SC4,2023/9/29,22199.0
SC4,2023/9/4,21505.0
SC4,2023/8/15,17329.0
SC4,2023/9/5,22709.0
SC4,2023/8/23,19254.0
SC4,2023/10/15,20304.0
SC4,2023/10/7,20650.0
SC4,2023/10/4,18281.0
SC4,2023/10/18,21198.0
SC4,2023/10/3,16874.0
SC4,2023/10/23,19465.0
SC4,2023/8/21,19812.0
SC4,2023/11/15,29969.0
SC4,2023/10/25,27759.0
SC4,2023/9/9,21980.0
SC4,2023/8/5,17443.0
SC4,2023/11/9,25787.0
SC4,2023/9/3,22733.0
SC4,2023/8/9,17260.0
SC4,2023/9/2,24271.0
SC4,2023/9/17,21541.0
SC4,2023/9/15,21518.0
SC4,2023/10/8,22952.0
SC4,2023/8/7,16266.0
SC4,2023/10/29,21596.0
SC4,2023/8/26,21441.0
SC4,2023/9/1,23035.0
SC4,2023/11/23,21360.0
SC4,2023/9/11,20035.0
SC4,2023/8/8,16650.0
SC4,2023/9/18,21893.0
SC4,2023/10/28,23193.0
SC4,2023/8/22,19489.0
SC4,2023/9/14,22307.0
SC4,2023/10/5,18353.0
SC4,2023/9/19,22498.0
SC4,2023/8/13,16368.0
SC4,2023/10/21,21326.0
SC4,2023/8/29,20844.0
SC4,2023/11/20,22344.0
SC4,2023/8/12,17248.0
SC4,2023/9/8,22216.0
SC4,2023/8/16,18687.0
SC4,2023/8/20,18603.0
SC4,2023/11/10,24167.0
SC4,2023/8/2,17955.0
SC4,2023/8/6,16725.0
SC4,2023/10/2,18400.0
SC4,2023/9/22,23626.0
SC4,2023/8/25,18862.0
SC4,2023/8/1,17932.0
SC4,2023/8/10,17040.0
SC4,2023/9/16,23133.0
SC4,2023/11/5,24277.0
SC4,2023/10/20,21295.0
SC4,2023/10/11,24019.0
SC4,2023/10/17,20637.0
SC4,2023/10/31,25273.0
SC4,2023/10/12,21978.0
SC4,2023/11/8,26577.0
SC4,2023/10/10,24801.0
SC4,2023/11/7,26056.0
SC4,2023/8/17,18147.0
SC4,2023/9/7,23217.0
SC4,2023/8/30,22059.0
SC4,2023/11/30,21342.0
SC4,2023/11/29,21652.0
SC4,2023/9/20,23002.0
SC4,2023/11/14,26394.0
SC4,2023/9/27,23975.0
SC4,2023/8/14,16946.0
SC4,2023/8/18,18019.0
SC4,2023/11/21,24600.0
SC4,2023/10/16,20537.0
SC4,2023/8/3,17464.0
