分拣中心,日期,货量
SC56,2023/10/1,1238.0
SC56,2023/11/28,1407.0
SC56,2023/11/4,2668.0
SC56,2023/8/2,1984.0
SC56,2023/11/20,1372.0
SC56,2023/10/16,1448.0
SC56,2023/10/10,1592.0
SC56,2023/11/8,2253.0
SC56,2023/8/6,1364.0
SC56,2023/9/25,1983.0
SC56,2023/9/23,2058.0
SC56,2023/9/12,2023.0
SC56,2023/9/15,1724.0
SC56,2023/8/21,1889.0
SC56,2023/11/26,1317.0
SC56,2023/8/13,1330.0
SC56,2023/11/3,2664.0
SC56,2023/11/18,1451.0
SC56,2023/10/27,2031.0
SC56,2023/10/8,1549.0
SC56,2023/10/9,1630.0
SC56,2023/9/13,2418.0
SC56,2023/10/11,1474.0
SC56,2023/10/13,1593.0
SC56,2023/9/2,2209.0
SC56,2023/11/14,1460.0
SC56,2023/10/4,1310.0
SC56,2023/11/13,2336.0
SC56,2023/9/26,2349.0
SC56,2023/10/21,1554.0
SC56,2023/8/19,1803.0
SC56,2023/11/24,1466.0
SC56,2023/11/17,1338.0
SC56,2023/10/22,1321.0
SC56,2023/9/29,1404.0
SC56,2023/11/5,2168.0
SC56,2023/9/28,1522.0
SC56,2023/8/22,1431.0
SC56,2023/8/17,1380.0
SC56,2023/10/2,1197.0
SC56,2023/8/11,1906.0
SC56,2023/9/4,2809.0
SC56,2023/10/26,2084.0
SC56,2023/10/15,1494.0
SC56,2023/11/16,1416.0
SC56,2023/9/22,1825.0
SC56,2023/9/20,2058.0
SC56,2023/8/12,1401.0
SC56,2023/9/18,1874.0
SC56,2023/8/5,1431.0
SC56,2023/9/11,1477.0
SC56,2023/10/5,1475.0
SC56,2023/9/3,1666.0
SC56,2023/10/25,2227.0
SC56,2023/8/23,1458.0
SC56,2023/9/10,1519.0
SC56,2023/10/17,1395.0
SC56,2023/8/27,2272.0
SC56,2023/9/14,2186.0
SC56,2023/11/21,1342.0
SC56,2023/8/4,1417.0
SC56,2023/10/28,1765.0
SC56,2023/8/28,1458.0
SC56,2023/10/12,1569.0
SC56,2023/9/16,1682.0
SC56,2023/9/9,1894.0
SC56,2023/9/30,1364.0
SC56,2023/10/29,1803.0
SC56,2023/9/24,1945.0
SC56,2023/10/3,1215.0
SC56,2023/8/9,1610.0
SC56,2023/11/19,1338.0
SC56,2023/9/21,2103.0
SC56,2023/10/20,1622.0
SC56,2023/8/16,1474.0
SC56,2023/9/17,1776.0
SC56,2023/8/18,2209.0
SC56,2023/9/5,1752.0
SC56,2023/8/29,1400.0
SC56,2023/11/7,2130.0
SC56,2023/10/6,1533.0
SC56,2023/11/22,1401.0
SC56,2023/11/15,1603.0
SC56,2023/11/23,1546.0
SC56,2023/9/6,2238.0
SC56,2023/8/25,1662.0
SC56,2023/11/9,2091.0
SC56,2023/8/14,1356.0
SC56,2023/8/26,1521.0
SC56,2023/11/30,1866.0
SC56,2023/10/19,1822.0
SC56,2023/8/31,1813.0
SC56,2023/10/30,1804.0
SC56,2023/11/29,1455.0
SC56,2023/8/20,1452.0
SC56,2023/8/3,1629.0
SC56,2023/8/1,2084.0
SC56,2023/10/31,2833.0
SC56,2023/9/19,1927.0
SC56,2023/8/24,1532.0
SC56,2023/10/18,1454.0
SC56,2023/11/6,2030.0
SC56,2023/11/27,1344.0
SC56,2023/11/25,1409.0
SC56,2023/8/15,1460.0
SC56,2023/9/8,2181.0
SC56,2023/8/7,1379.0
SC56,2023/8/30,1741.0
SC56,2023/10/23,2400.0
SC56,2023/9/27,2127.0
SC56,2023/8/10,1498.0
SC56,2023/10/7,1581.0
SC56,2023/8/8,1475.0
SC56,2023/10/14,1577.0
