SC_ID,date,value
SC53,2023/11/30,32718.0
SC53,2023/8/31,35601.0
SC53,2023/11/18,33132.0
SC53,2023/8/2,28030.0
SC53,2023/8/10,28196.0
SC53,2023/10/4,22770.0
SC53,2023/11/6,33926.0
SC53,2023/8/9,27459.0
SC53,2023/9/2,32049.0
SC53,2023/8/27,32240.0
SC53,2023/11/26,30006.0
SC53,2023/9/23,40436.0
SC53,2023/9/26,40681.0
SC53,2023/8/21,27121.0
SC53,2023/10/24,33703.0
SC53,2023/10/23,29531.0
SC53,2023/10/22,27841.0
SC53,2023/10/17,29559.0
SC53,2023/8/20,27537.0
SC53,2023/10/15,28380.0
SC53,2023/10/16,29124.0
SC53,2023/9/6,32423.0
SC53,2023/11/1,35310.0
SC53,2023/9/4,30173.0
SC53,2023/11/20,32940.0
SC53,2023/11/14,41609.0
SC53,2023/9/11,30172.0
SC53,2023/10/21,29353.0
SC53,2023/8/22,29856.0
SC53,2023/11/2,41933.0
SC53,2023/8/8,26946.0
SC53,2023/10/14,29777.0
SC53,2023/10/2,23167.0
SC53,2023/8/5,28474.0
SC53,2023/9/21,39127.0
SC53,2023/9/1,33224.0
SC53,2023/9/12,30394.0
SC53,2023/10/27,35823.0
SC53,2023/8/26,35313.0
SC53,2023/10/19,30362.0
SC53,2023/10/9,30362.0
SC53,2023/10/25,36806.0
SC53,2023/10/6,25977.0
SC53,2023/11/23,35037.0
SC53,2023/9/14,34649.0
SC53,2023/8/18,29452.0
SC53,2023/9/24,36584.0
SC53,2023/11/27,30129.0
SC53,2023/11/25,32571.0
SC53,2023/11/7,34979.0
SC53,2023/8/12,26843.0
SC53,2023/11/24,33282.0
SC53,2023/8/29,40313.0
SC53,2023/9/18,31163.0
SC53,2023/9/30,23956.0
SC53,2023/11/22,35821.0
SC53,2023/10/5,25309.0
SC53,2023/10/26,35819.0
SC53,2023/8/1,26860.0
SC53,2023/8/14,26693.0
SC53,2023/10/10,31815.0
SC53,2023/11/10,37544.0
SC53,2023/9/20,38147.0
SC53,2023/8/4,28487.0
SC53,2023/11/17,36958.0
SC53,2023/10/18,29834.0
SC53,2023/8/7,26963.0
SC53,2023/11/15,39846.0
SC53,2023/8/17,29438.0
SC53,2023/10/28,33824.0
SC53,2023/11/11,38904.0
SC53,2023/11/8,37586.0
SC53,2023/10/8,30133.0
SC53,2023/9/29,26547.0
SC53,2023/10/12,30368.0
SC53,2023/8/16,28747.0
SC53,2023/8/13,26473.0
SC53,2023/10/3,22538.0
SC53,2023/10/29,30769.0
SC53,2023/9/17,33713.0
SC53,2023/8/6,25697.0
SC53,2023/8/25,33303.0
SC53,2023/9/27,41008.0
SC53,2023/8/28,37424.0
SC53,2023/8/15,28935.0
SC53,2023/9/13,33234.0
SC53,2023/10/11,31105.0
SC53,2023/9/8,31993.0
SC53,2023/9/22,37420.0
SC53,2023/11/4,33361.0
SC53,2023/8/11,27718.0
SC53,2023/8/30,39181.0
SC53,2023/9/10,31056.0
SC53,2023/11/19,33095.0
SC53,2023/10/1,22771.0
SC53,2023/11/29,33832.0
SC53,2023/9/28,35505.0
SC53,2023/11/9,37321.0
SC53,2023/11/21,33638.0
SC53,2023/9/19,33954.0
SC53,2023/9/25,40852.0
SC53,2023/10/30,31405.0
SC53,2023/11/3,36469.0
SC53,2023/10/7,28714.0
SC53,2023/8/3,27609.0
SC53,2023/9/16,33558.0
SC53,2023/10/20,30383.0
SC53,2023/9/7,32426.0
SC53,2023/8/24,30512.0
SC53,2023/9/5,33202.0
SC53,2023/11/16,38173.0
SC53,2023/9/3,32134.0
SC53,2023/8/23,30377.0
SC53,2023/9/9,32547.0
SC53,2023/9/15,33747.0
SC53,2023/10/31,36585.0
SC53,2023/11/28,33646.0
SC53,2023/8/19,28747.0
SC53,2023/10/13,30270.0
SC53,2023/11/5,30522.0
