分拣中心,日期,货量
SC37,2023/10/31,1241.0
SC37,2023/10/11,598.0
SC37,2023/10/6,817.0
SC37,2023/9/2,752.0
SC37,2023/8/8,529.0
SC37,2023/11/29,980.0
SC37,2023/10/4,408.0
SC37,2023/9/14,1083.0
SC37,2023/8/6,601.0
SC37,2023/11/13,767.0
SC37,2023/11/23,891.0
SC37,2023/8/14,747.0
SC37,2023/10/16,787.0
SC37,2023/9/28,754.0
SC37,2023/9/23,468.0
SC37,2023/10/25,1473.0
SC37,2023/8/31,853.0
SC37,2023/9/29,595.0
SC37,2023/11/6,915.0
SC37,2023/11/14,688.0
SC37,2023/11/30,990.0
SC37,2023/10/28,620.0
SC37,2023/10/2,857.0
SC37,2023/11/24,575.0
SC37,2023/10/14,553.0
SC37,2023/8/26,779.0
SC37,2023/11/20,625.0
SC37,2023/11/18,606.0
SC37,2023/8/19,494.0
SC37,2023/11/22,629.0
SC37,2023/10/17,696.0
SC37,2023/8/20,618.0
SC37,2023/8/17,578.0
SC37,2023/10/9,589.0
SC37,2023/8/30,667.0
SC37,2023/8/12,577.0
SC37,2023/10/5,1187.0
SC37,2023/8/27,671.0
SC37,2023/8/23,573.0
SC37,2023/10/18,676.0
SC37,2023/11/27,740.0
SC37,2023/9/9,714.0
SC37,2023/8/29,624.0
SC37,2023/11/28,1302.0
SC37,2023/9/3,726.0
SC37,2023/8/22,562.0
SC37,2023/9/6,529.0
SC37,2023/9/30,901.0
SC37,2023/9/13,1273.0
SC37,2023/10/1,1155.0
SC37,2023/10/29,723.0
SC37,2023/11/7,1373.0
SC37,2023/10/12,806.0
SC37,2023/10/23,1351.0
SC37,2023/10/8,711.0
SC37,2023/10/7,532.0
SC37,2023/11/8,1089.0
SC37,2023/8/24,536.0
SC37,2023/8/7,528.0
SC37,2023/8/5,1450.0
SC37,2023/9/18,746.0
SC37,2023/9/19,873.0
SC37,2023/9/24,659.0
SC37,2023/9/7,487.0
SC37,2023/10/13,687.0
SC37,2023/11/1,1241.0
SC37,2023/9/20,684.0
SC37,2023/8/4,466.0
SC37,2023/11/10,809.0
SC37,2023/9/4,601.0
SC37,2023/11/16,984.0
SC37,2023/10/3,421.0
SC37,2023/10/21,506.0
SC37,2023/8/10,529.0
SC37,2023/9/27,683.0
SC37,2023/11/19,595.0
SC37,2023/10/30,780.0
SC37,2023/10/10,667.0
SC37,2023/10/20,567.0
SC37,2023/11/4,413.0
SC37,2023/8/2,538.0
SC37,2023/8/18,596.0
SC37,2023/9/1,1364.0
SC37,2023/11/26,906.0
SC37,2023/11/11,541.0
SC37,2023/8/11,475.0
SC37,2023/8/13,551.0
SC37,2023/10/27,648.0
SC37,2023/11/15,1474.0
SC37,2023/11/17,573.0
SC37,2023/9/22,533.0
SC37,2023/8/28,758.0
SC37,2023/9/26,1202.0
SC37,2023/9/25,1408.0
SC37,2023/11/9,624.0
SC37,2023/9/17,811.0
SC37,2023/10/26,1127.0
SC37,2023/11/2,551.0
SC37,2023/9/8,509.0
SC37,2023/11/3,493.0
SC37,2023/8/16,655.0
SC37,2023/10/22,505.0
SC37,2023/10/19,574.0
SC37,2023/11/21,628.0
SC37,2023/10/24,600.0
SC37,2023/9/16,855.0
SC37,2023/8/9,510.0
SC37,2023/8/3,495.0
SC37,2023/9/21,913.0
SC37,2023/8/21,601.0
SC37,2023/11/12,814.0
SC37,2023/8/1,1187.0
