分拣中心,日期,货量
SC7,2023/10/10,36450.0
SC7,2023/10/12,34963.0
SC7,2023/9/29,31472.0
SC7,2023/11/19,33764.0
SC7,2023/9/20,39662.0
SC7,2023/8/3,34377.0
SC7,2023/11/14,45602.0
SC7,2023/8/21,34600.0
SC7,2023/8/30,35291.0
SC7,2023/9/4,35100.0
SC7,2023/8/11,32799.0
SC7,2023/10/6,31089.0
SC7,2023/8/23,35092.0
SC7,2023/9/22,38524.0
SC7,2023/11/7,48983.0
SC7,2023/11/20,33775.0
SC7,2023/11/30,33676.0
SC7,2023/10/26,47711.0
SC7,2023/11/8,48074.0
SC7,2023/11/6,43625.0
SC7,2023/9/11,36068.0
SC7,2023/10/30,37342.0
SC7,2023/11/18,36207.0
SC7,2023/9/21,39487.0
SC7,2023/10/7,32941.0
SC7,2023/8/31,35850.0
SC7,2023/9/28,36234.0
SC7,2023/10/18,34836.0
SC7,2023/8/7,32229.0
SC7,2023/9/8,42452.0
SC7,2023/11/23,34017.0
SC7,2023/9/19,37453.0
SC7,2023/9/17,40884.0
SC7,2023/9/12,40436.0
SC7,2023/8/26,35432.0
SC7,2023/9/16,43230.0
SC7,2023/9/26,42006.0
SC7,2023/8/8,32181.0
SC7,2023/8/14,30104.0
SC7,2023/11/27,31057.0
SC7,2023/11/9,46548.0
SC7,2023/8/20,34776.0
SC7,2023/8/6,32235.0
SC7,2023/10/29,42157.0
SC7,2023/9/24,42083.0
SC7,2023/8/4,33522.0
SC7,2023/9/2,41393.0
SC7,2023/11/24,34246.0
SC7,2023/10/20,35741.0
SC7,2023/9/1,37151.0
SC7,2023/9/9,42532.0
SC7,2023/10/17,35666.0
SC7,2023/8/1,34322.0
SC7,2023/8/13,32211.0
SC7,2023/10/5,27802.0
SC7,2023/8/19,35327.0
SC7,2023/9/13,40600.0
SC7,2023/8/22,36594.0
SC7,2023/8/5,34450.0
SC7,2023/11/5,49487.0
SC7,2023/8/9,34860.0
SC7,2023/8/2,35100.0
SC7,2023/11/29,35847.0
SC7,2023/10/1,25385.0
SC7,2023/11/17,37129.0
SC7,2023/9/27,41072.0
SC7,2023/11/22,35351.0
SC7,2023/10/13,35196.0
SC7,2023/8/15,34267.0
SC7,2023/10/11,36239.0
SC7,2023/10/27,44356.0
SC7,2023/9/14,38119.0
SC7,2023/10/15,34210.0
SC7,2023/11/28,33390.0
SC7,2023/10/14,36110.0
SC7,2023/9/6,38076.0
SC7,2023/9/25,39691.0
SC7,2023/10/22,32418.0
SC7,2023/9/18,37538.0
SC7,2023/8/28,33052.0
SC7,2023/9/3,36843.0
SC7,2023/11/26,33061.0
SC7,2023/8/12,34789.0
SC7,2023/9/23,41867.0
SC7,2023/8/10,34847.0
SC7,2023/9/5,36986.0
SC7,2023/8/24,35483.0
SC7,2023/10/23,32218.0
SC7,2023/9/30,27875.0
SC7,2023/11/15,40879.0
SC7,2023/10/31,35168.0
SC7,2023/11/10,47703.0
SC7,2023/10/28,46556.0
SC7,2023/10/21,34833.0
SC7,2023/8/17,35057.0
SC7,2023/8/27,33509.0
SC7,2023/11/25,34287.0
SC7,2023/9/7,41831.0
SC7,2023/10/9,36796.0
SC7,2023/8/18,35984.0
SC7,2023/9/15,39448.0
SC7,2023/8/16,34370.0
SC7,2023/11/16,37827.0
SC7,2023/9/10,40328.0
SC7,2023/10/8,36952.0
SC7,2023/11/21,34424.0
SC7,2023/8/29,34712.0
SC7,2023/10/16,33472.0
SC7,2023/10/19,33522.0
SC7,2023/8/25,36283.0
