分拣中心,日期,货量
SC41,2023/11/16,1734.0
SC41,2023/10/8,1898.0
SC41,2023/9/28,1632.0
SC41,2023/9/30,1473.0
SC41,2023/10/5,1743.0
SC41,2023/10/20,1548.0
SC41,2023/8/5,1654.0
SC41,2023/11/27,1587.0
SC41,2023/10/19,1611.0
SC41,2023/10/10,1819.0
SC41,2023/11/7,2264.0
SC41,2023/10/30,2437.0
SC41,2023/8/4,1723.0
SC41,2023/10/6,1859.0
SC41,2023/9/16,1915.0
SC41,2023/8/1,1714.0
SC41,2023/8/8,1712.0
SC41,2023/8/10,1759.0
SC41,2023/10/15,1511.0
SC41,2023/10/12,1769.0
SC41,2023/9/22,1692.0
SC41,2023/11/19,1378.0
SC41,2023/11/26,1484.0
SC41,2023/9/3,1954.0
SC41,2023/8/21,2025.0
SC41,2023/9/18,2051.0
SC41,2023/10/7,2132.0
SC41,2023/10/3,1562.0
SC41,2023/9/1,1916.0
SC41,2023/11/13,1918.0
SC41,2023/11/14,1505.0
SC41,2023/10/21,1393.0
SC41,2023/11/17,1382.0
SC41,2023/9/13,2062.0
SC41,2023/10/1,1612.0
SC41,2023/11/8,2148.0
SC41,2023/8/30,2224.0
SC41,2023/8/15,1912.0
SC41,2023/9/2,2119.0
SC41,2023/10/29,2332.0
SC41,2023/11/29,1654.0
SC41,2023/9/19,1993.0
SC41,2023/9/12,2190.0
SC41,2023/9/29,1425.0
SC41,2023/10/14,1609.0
SC41,2023/11/15,1437.0
SC41,2023/9/25,1894.0
SC41,2023/11/20,1602.0
SC41,2023/11/4,2248.0
SC41,2023/11/30,1576.0
SC41,2023/9/20,1805.0
SC41,2023/11/18,1348.0
SC41,2023/8/13,1823.0
SC41,2023/9/8,1808.0
SC41,2023/9/27,1845.0
SC41,2023/8/18,1916.0
SC41,2023/11/5,2124.0
SC41,2023/8/6,1599.0
SC41,2023/8/17,1942.0
SC41,2023/11/6,2157.0
SC41,2023/8/28,2215.0
SC41,2023/10/18,1674.0
SC41,2023/8/27,2134.0
SC41,2023/11/22,1507.0
SC41,2023/9/10,2042.0
SC41,2023/9/15,2051.0
SC41,2023/8/3,1789.0
SC41,2023/10/27,2454.0
SC41,2023/8/7,1725.0
SC41,2023/10/28,2623.0
SC41,2023/8/19,1834.0
SC41,2023/10/16,1954.0
SC41,2023/11/3,2767.0
SC41,2023/11/28,1652.0
SC41,2023/11/24,1527.0
SC41,2023/10/23,1440.0
SC41,2023/9/7,2092.0
SC41,2023/8/11,1764.0
SC41,2023/9/5,2142.0
SC41,2023/8/9,1919.0
SC41,2023/9/17,1896.0
SC41,2023/10/26,2411.0
SC41,2023/11/21,1531.0
SC41,2023/9/11,2271.0
SC41,2023/9/23,1699.0
SC41,2023/8/2,1741.0
SC41,2023/8/16,1912.0
SC41,2023/11/25,1558.0
SC41,2023/8/20,1856.0
SC41,2023/10/13,1716.0
SC41,2023/10/22,1374.0
SC41,2023/8/14,2003.0
SC41,2023/10/2,1565.0
SC41,2023/9/24,1722.0
SC41,2023/10/11,1821.0
SC41,2023/9/21,1748.0
SC41,2023/11/9,2191.0
SC41,2023/9/6,2083.0
SC41,2023/8/29,2107.0
SC41,2023/8/31,1956.0
SC41,2023/8/23,2133.0
SC41,2023/10/9,1801.0
SC41,2023/11/23,1585.0
SC41,2023/10/17,1748.0
SC41,2023/10/4,1727.0
SC41,2023/9/14,2187.0
SC41,2023/9/4,2145.0
SC41,2023/8/22,2257.0
SC41,2023/9/26,1779.0
SC41,2023/8/12,1827.0
