分拣中心,日期,货量
SC36,2023/8/9,660.0
SC36,2023/11/9,858.0
SC36,2023/10/8,780.0
SC36,2023/8/2,740.0
SC36,2023/11/30,788.0
SC36,2023/8/23,801.0
SC36,2023/11/10,1084.0
SC36,2023/10/4,315.0
SC36,2023/10/17,758.0
SC36,2023/9/19,563.0
SC36,2023/10/30,578.0
SC36,2023/10/25,778.0
SC36,2023/10/7,611.0
SC36,2023/8/5,670.0
SC36,2023/10/5,455.0
SC36,2023/8/14,574.0
SC36,2023/11/20,482.0
SC36,2023/8/25,759.0
SC36,2023/9/17,603.0
SC36,2023/8/21,660.0
SC36,2023/9/11,708.0
SC36,2023/8/13,569.0
SC36,2023/11/15,630.0
SC36,2023/9/27,616.0
SC36,2023/11/7,862.0
SC36,2023/10/14,425.0
SC36,2023/10/20,379.0
SC36,2023/10/9,565.0
SC36,2023/8/16,669.0
SC36,2023/9/26,642.0
SC36,2023/11/2,1189.0
SC36,2023/11/18,474.0
SC36,2023/8/24,601.0
SC36,2023/9/18,621.0
SC36,2023/9/14,764.0
SC36,2023/11/4,793.0
SC36,2023/9/13,1006.0
SC36,2023/11/5,785.0
SC36,2023/8/15,762.0
SC36,2023/9/9,862.0
SC36,2023/9/4,1076.0
SC36,2023/9/3,943.0
SC36,2023/10/31,906.0
SC36,2023/8/3,643.0
SC36,2023/10/16,482.0
SC36,2023/10/11,671.0
SC36,2023/9/24,718.0
SC36,2023/9/20,1019.0
SC36,2023/11/28,653.0
SC36,2023/10/18,659.0
SC36,2023/10/29,478.0
SC36,2023/8/19,520.0
SC36,2023/10/12,586.0
SC36,2023/8/20,461.0
SC36,2023/10/21,390.0
SC36,2023/8/27,595.0
SC36,2023/10/13,632.0
SC36,2023/11/29,773.0
SC36,2023/9/28,393.0
SC36,2023/10/28,612.0
SC36,2023/11/14,579.0
SC36,2023/10/26,916.0
SC36,2023/8/17,590.0
SC36,2023/11/24,543.0
SC36,2023/10/2,238.0
SC36,2023/11/21,623.0
SC36,2023/10/15,529.0
SC36,2023/8/7,565.0
SC36,2023/11/27,613.0
SC36,2023/10/6,470.0
SC36,2023/9/8,967.0
SC36,2023/10/23,632.0
SC36,2023/11/19,572.0
SC36,2023/8/6,627.0
SC36,2023/8/30,1171.0
SC36,2023/9/10,819.0
SC36,2023/11/6,758.0
SC36,2023/9/30,205.0
SC36,2023/8/10,841.0
SC36,2023/10/27,656.0
SC36,2023/10/24,618.0
SC36,2023/11/13,597.0
SC36,2023/8/12,544.0
SC36,2023/8/11,652.0
SC36,2023/9/21,808.0
SC36,2023/9/5,972.0
SC36,2023/9/29,207.0
SC36,2023/8/22,610.0
SC36,2023/9/6,892.0
SC36,2023/8/4,699.0
SC36,2023/8/31,1189.0
SC36,2023/9/15,851.0
SC36,2023/8/8,595.0
SC36,2023/9/16,549.0
SC36,2023/11/26,499.0
SC36,2023/8/28,709.0
SC36,2023/8/1,846.0
SC36,2023/11/22,695.0
SC36,2023/9/23,505.0
SC36,2023/11/8,913.0
SC36,2023/10/22,363.0
SC36,2023/11/23,666.0
SC36,2023/10/1,311.0
SC36,2023/9/2,940.0
SC36,2023/9/22,930.0
SC36,2023/8/29,818.0
SC36,2023/11/16,650.0
SC36,2023/10/3,233.0
SC36,2023/10/19,377.0
SC36,2023/9/12,805.0
SC36,2023/8/26,561.0
SC36,2023/8/18,658.0
SC36,2023/11/17,590.0
SC36,2023/10/10,652.0
SC36,2023/11/25,376.0
SC36,2023/9/25,907.0
