SC_ID,date,value
SC43,2023/10/21,2700.0
SC43,2023/10/4,3062.0
SC43,2023/8/16,2962.0
SC43,2023/9/14,2835.0
SC43,2023/10/11,3264.0
SC43,2023/9/19,2918.0
SC43,2023/11/20,3098.0
SC43,2023/8/7,2738.0
SC43,2023/9/30,3182.0
SC43,2023/8/22,3709.0
SC43,2023/10/13,2889.0
SC43,2023/9/24,3529.0
SC43,2023/10/17,2860.0
SC43,2023/9/13,2867.0
SC43,2023/11/15,3150.0
SC43,2023/9/12,3000.0
SC43,2023/10/25,4355.0
SC43,2023/9/4,3338.0
SC43,2023/10/22,2693.0
SC43,2023/10/16,2955.0
SC43,2023/9/20,2898.0
SC43,2023/10/23,2723.0
SC43,2023/10/24,4127.0
SC43,2023/9/17,2871.0
SC43,2023/10/14,2696.0
SC43,2023/11/14,3692.0
SC43,2023/11/30,2975.0
SC43,2023/11/26,2832.0
SC43,2023/11/17,3113.0
SC43,2023/10/9,2727.0
SC43,2023/8/3,3131.0
SC43,2023/8/26,3233.0
SC43,2023/9/2,3314.0
SC43,2023/10/2,2868.0
SC43,2023/8/31,3114.0
SC43,2023/11/10,4016.0
SC43,2023/9/9,4025.0
SC43,2023/10/12,3194.0
SC43,2023/9/22,3123.0
SC43,2023/9/5,3195.0
SC43,2023/8/13,3253.0
SC43,2023/9/28,3577.0
SC43,2023/8/20,3531.0
SC43,2023/11/28,3014.0
SC43,2023/10/7,3757.0
SC43,2023/10/19,2661.0
SC43,2023/8/17,2843.0
SC43,2023/9/1,3287.0
SC43,2023/11/29,2676.0
SC43,2023/8/1,3875.0
SC43,2023/8/15,2922.0
SC43,2023/9/26,3221.0
SC43,2023/10/8,3004.0
SC43,2023/10/26,3590.0
SC43,2023/9/15,2805.0
SC43,2023/11/8,4674.0
SC43,2023/11/9,4101.0
SC43,2023/11/24,2728.0
SC43,2023/10/29,3007.0
SC43,2023/11/27,2990.0
SC43,2023/8/27,3277.0
SC43,2023/9/10,3872.0
SC43,2023/9/8,4011.0
SC43,2023/11/25,2928.0
SC43,2023/9/27,2894.0
SC43,2023/9/23,3036.0
SC43,2023/9/6,3026.0
SC43,2023/10/10,3540.0
SC43,2023/9/16,2794.0
SC43,2023/9/25,3275.0
SC43,2023/11/18,3125.0
SC43,2023/10/5,3276.0
SC43,2023/11/6,4707.0
SC43,2023/8/14,3091.0
SC43,2023/10/28,3180.0
SC43,2023/10/15,2895.0
SC43,2023/10/1,2950.0
SC43,2023/8/21,4183.0
SC43,2023/8/8,2481.0
SC43,2023/8/18,4243.0
SC43,2023/8/23,3381.0
SC43,2023/9/29,3026.0
SC43,2023/8/30,3320.0
SC43,2023/10/18,2713.0
SC43,2023/8/29,3479.0
SC43,2023/11/7,4748.0
SC43,2023/9/21,3619.0
SC43,2023/9/18,2973.0
SC43,2023/11/22,3525.0
SC43,2023/8/4,2848.0
SC43,2023/10/6,3595.0
SC43,2023/11/23,2657.0
SC43,2023/10/3,2935.0
SC43,2023/11/21,2828.0
SC43,2023/9/3,3373.0
SC43,2023/8/25,3382.0
SC43,2023/9/11,3049.0
SC43,2023/8/2,3826.0
SC43,2023/8/24,3263.0
SC43,2023/8/6,2754.0
SC43,2023/10/27,3680.0
SC43,2023/8/12,4124.0
SC43,2023/10/30,3048.0
SC43,2023/8/28,3488.0
SC43,2023/11/16,3115.0
SC43,2023/11/19,3160.0
SC43,2023/8/19,3565.0
SC43,2023/10/31,3870.0
SC43,2023/8/11,4323.0
SC43,2023/8/5,2735.0
SC43,2023/10/20,3026.0
