分拣中心,日期,班次,正式工,临时工
分拣中心_SC40,2023-12-01,00:00-08:00,9.0,46.0
分拣中心_SC40,2023-12-01,05:00-13:00,16.0,10.0
分拣中心_SC40,2023-12-01,08:00-16:00,5.0,30.0
分拣中心_SC40,2023-12-01,12:00-20:00,7.0,27.0
分拣中心_SC40,2023-12-01,14:00-22:00,18.0,14.0
分拣中心_SC40,2023-12-01,16:00-24:00,5.0,25.0
分拣中心_SC40,2023-12-02,00:00-08:00,3.0,130.0
分拣中心_SC40,2023-12-02,05:00-13:00,5.0,39.0
分拣中心_SC40,2023-12-02,08:00-16:00,12.0,32.0
分拣中心_SC40,2023-12-02,12:00-20:00,25.0,19.0
分拣中心_SC40,2023-12-02,14:00-22:00,7.0,18.0
分拣中心_SC40,2023-12-02,16:00-24:00,8.0,13.0
分拣中心_SC40,2023-12-03,00:00-08:00,9.0,74.0
分拣中心_SC40,2023-12-03,05:00-13:00,25.0,9.0
分拣中心_SC40,2023-12-03,08:00-16:00,10.0,29.0
分拣中心_SC40,2023-12-03,12:00-20:00,3.0,37.0
分拣中心_SC40,2023-12-03,14:00-22:00,2.0,20.0
分拣中心_SC40,2023-12-03,16:00-24:00,11.0,9.0
分拣中心_SC40,2023-12-04,00:00-08:00,0.0,88.0
分拣中心_SC40,2023-12-04,05:00-13:00,19.0,6.0
分拣中心_SC40,2023-12-04,08:00-16:00,21.0,8.0
分拣中心_SC40,2023-12-04,12:00-20:00,6.0,25.0
分拣中心_SC40,2023-12-04,14:00-22:00,7.0,12.0
分拣中心_SC40,2023-12-04,16:00-24:00,7.0,13.0
分拣中心_SC40,2023-12-05,00:00-08:00,17.0,64.0
分拣中心_SC40,2023-12-05,05:00-13:00,13.0,16.0
分拣中心_SC40,2023-12-05,08:00-16:00,0.0,39.0
分拣中心_SC40,2023-12-05,12:00-20:00,12.0,20.0
分拣中心_SC40,2023-12-05,14:00-22:00,5.0,11.0
分拣中心_SC40,2023-12-05,16:00-24:00,13.0,7.0
分拣中心_SC40,2023-12-06,00:00-08:00,0.0,125.0
分拣中心_SC40,2023-12-06,05:00-13:00,26.0,17.0
分拣中心_SC40,2023-12-06,08:00-16:00,23.0,17.0
分拣中心_SC40,2023-12-06,12:00-20:00,0.0,44.0
分拣中心_SC40,2023-12-06,14:00-22:00,1.0,25.0
分拣中心_SC40,2023-12-06,16:00-24:00,10.0,14.0
分拣中心_SC40,2023-12-07,00:00-08:00,5.0,60.0
分拣中心_SC40,2023-12-07,05:00-13:00,0.0,33.0
分拣中心_SC40,2023-12-07,08:00-16:00,23.0,13.0
分拣中心_SC40,2023-12-07,12:00-20:00,13.0,23.0
分拣中心_SC40,2023-12-07,14:00-22:00,9.0,13.0
分拣中心_SC40,2023-12-07,16:00-24:00,10.0,13.0
分拣中心_SC40,2023-12-08,00:00-08:00,13.0,40.0
分拣中心_SC40,2023-12-08,05:00-13:00,9.0,18.0
分拣中心_SC40,2023-12-08,08:00-16:00,5.0,30.0
分拣中心_SC40,2023-12-08,12:00-20:00,7.0,27.0
分拣中心_SC40,2023-12-08,14:00-22:00,6.0,29.0
