分拣中心,日期,班次,正式工,临时工
分拣中心_SC48,2023-12-01,00:00-08:00,41.0,18.0
分拣中心_SC48,2023-12-01,05:00-13:00,8.0,2.0
分拣中心_SC48,2023-12-01,08:00-16:00,4.0,6.0
分拣中心_SC48,2023-12-01,12:00-20:00,6.0,3.0
分拣中心_SC48,2023-12-01,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-01,16:00-24:00,0.0,2.0
分拣中心_SC48,2023-12-02,00:00-08:00,39.0,32.0
分拣中心_SC48,2023-12-02,05:00-13:00,12.0,2.0
分拣中心_SC48,2023-12-02,08:00-16:00,9.0,3.0
分拣中心_SC48,2023-12-02,12:00-20:00,0.0,15.0
分拣中心_SC48,2023-12-02,14:00-22:00,0.0,2.0
分拣中心_SC48,2023-12-02,16:00-24:00,0.0,3.0
分拣中心_SC48,2023-12-03,00:00-08:00,31.0,33.0
分拣中心_SC48,2023-12-03,05:00-13:00,16.0,0.0
分拣中心_SC48,2023-12-03,08:00-16:00,5.0,6.0
分拣中心_SC48,2023-12-03,12:00-20:00,8.0,1.0
分拣中心_SC48,2023-12-03,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-03,16:00-24:00,0.0,2.0
分拣中心_SC48,2023-12-04,00:00-08:00,41.0,16.0
分拣中心_SC48,2023-12-04,05:00-13:00,8.0,3.0
分拣中心_SC48,2023-12-04,08:00-16:00,4.0,5.0
分拣中心_SC48,2023-12-04,12:00-20:00,7.0,2.0
分拣中心_SC48,2023-12-04,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-04,16:00-24:00,0.0,1.0
分拣中心_SC48,2023-12-05,00:00-08:00,38.0,18.0
分拣中心_SC48,2023-12-05,05:00-13:00,10.0,2.0
分拣中心_SC48,2023-12-05,08:00-16:00,5.0,4.0
分拣中心_SC48,2023-12-05,12:00-20:00,7.0,2.0
分拣中心_SC48,2023-12-05,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-05,16:00-24:00,0.0,1.0
分拣中心_SC48,2023-12-06,00:00-08:00,49.0,10.0
分拣中心_SC48,2023-12-06,05:00-13:00,4.0,12.0
分拣中心_SC48,2023-12-06,08:00-16:00,4.0,6.0
分拣中心_SC48,2023-12-06,12:00-20:00,3.0,10.0
分拣中心_SC48,2023-12-06,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-06,16:00-24:00,0.0,1.0
分拣中心_SC48,2023-12-07,00:00-08:00,36.0,21.0
分拣中心_SC48,2023-12-07,05:00-13:00,8.0,3.0
分拣中心_SC48,2023-12-07,08:00-16:00,7.0,2.0
分拣中心_SC48,2023-12-07,12:00-20:00,9.0,0.0
分拣中心_SC48,2023-12-07,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-07,16:00-24:00,0.0,1.0
分拣中心_SC48,2023-12-08,00:00-08:00,45.0,13.0
分拣中心_SC48,2023-12-08,05:00-13:00,6.0,5.0
分拣中心_SC48,2023-12-08,08:00-16:00,2.0,8.0
分拣中心_SC48,2023-12-08,12:00-20:00,7.0,3.0
分拣中心_SC48,2023-12-08,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-08,16:00-24:00,0.0,2.0
分拣中心_SC48,2023-12-09,00:00-08:00,32.0,41.0
分拣中心_SC48,2023-12-09,05:00-13:00,12.0,2.0
分拣中心_SC48,2023-12-09,08:00-16:00,9.0,3.0
分拣中心_SC48,2023-12-09,12:00-20:00,7.0,6.0
分拣中心_SC48,2023-12-09,14:00-22:00,0.0,2.0
分拣中心_SC48,2023-12-09,16:00-24:00,0.0,3.0
分拣中心_SC48,2023-12-10,00:00-08:00,42.0,19.0
分拣中心_SC48,2023-12-10,05:00-13:00,14.0,3.0
分拣中心_SC48,2023-12-10,08:00-16:00,2.0,10.0
分拣中心_SC48,2023-12-10,12:00-20:00,2.0,8.0
分拣中心_SC48,2023-12-10,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-10,16:00-24:00,0.0,2.0
分拣中心_SC48,2023-12-11,00:00-08:00,50.0,5.0
分拣中心_SC48,2023-12-11,05:00-13:00,3.0,9.0
分拣中心_SC48,2023-12-11,08:00-16:00,3.0,6.0
分拣中心_SC48,2023-12-11,12:00-20:00,4.0,6.0
分拣中心_SC48,2023-12-11,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-11,16:00-24:00,0.0,1.0
分拣中心_SC48,2023-12-12,00:00-08:00,45.0,10.0
分拣中心_SC48,2023-12-12,05:00-13:00,1.0,13.0
分拣中心_SC48,2023-12-12,08:00-16:00,7.0,1.0
分拣中心_SC48,2023-12-12,12:00-20:00,7.0,2.0
分拣中心_SC48,2023-12-12,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-12,16:00-24:00,0.0,1.0
分拣中心_SC48,2023-12-13,00:00-08:00,37.0,25.0
分拣中心_SC48,2023-12-13,05:00-13:00,12.0,2.0
分拣中心_SC48,2023-12-13,08:00-16:00,4.0,6.0
分拣中心_SC48,2023-12-13,12:00-20:00,7.0,5.0
分拣中心_SC48,2023-12-13,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-13,16:00-24:00,0.0,1.0
分拣中心_SC48,2023-12-14,00:00-08:00,48.0,6.0
分拣中心_SC48,2023-12-14,05:00-13:00,8.0,3.0
分拣中心_SC48,2023-12-14,08:00-16:00,3.0,7.0
分拣中心_SC48,2023-12-14,12:00-20:00,1.0,10.0
分拣中心_SC48,2023-12-14,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-14,16:00-24:00,0.0,1.0
分拣中心_SC48,2023-12-15,00:00-08:00,39.0,21.0
分拣中心_SC48,2023-12-15,05:00-13:00,8.0,2.0
分拣中心_SC48,2023-12-15,08:00-16:00,6.0,3.0
分拣中心_SC48,2023-12-15,12:00-20:00,7.0,2.0
分拣中心_SC48,2023-12-15,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-15,16:00-24:00,0.0,2.0
分拣中心_SC48,2023-12-16,00:00-08:00,43.0,27.0
分拣中心_SC48,2023-12-16,05:00-13:00,12.0,2.0
分拣中心_SC48,2023-12-16,08:00-16:00,1.0,13.0
分拣中心_SC48,2023-12-16,12:00-20:00,3.0,11.0
分拣中心_SC48,2023-12-16,14:00-22:00,0.0,2.0
分拣中心_SC48,2023-12-16,16:00-24:00,1.0,2.0
分拣中心_SC48,2023-12-17,00:00-08:00,38.0,24.0
分拣中心_SC48,2023-12-17,05:00-13:00,12.0,5.0
分拣中心_SC48,2023-12-17,08:00-16:00,4.0,8.0
分拣中心_SC48,2023-12-17,12:00-20:00,6.0,3.0
分拣中心_SC48,2023-12-17,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-17,16:00-24:00,0.0,2.0
分拣中心_SC48,2023-12-18,00:00-08:00,49.0,6.0
分拣中心_SC48,2023-12-18,05:00-13:00,8.0,3.0
分拣中心_SC48,2023-12-18,08:00-16:00,3.0,6.0
分拣中心_SC48,2023-12-18,12:00-20:00,0.0,11.0
分拣中心_SC48,2023-12-18,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-18,16:00-24:00,0.0,1.0
分拣中心_SC48,2023-12-19,00:00-08:00,46.0,8.0
分拣中心_SC48,2023-12-19,05:00-13:00,3.0,11.0
分拣中心_SC48,2023-12-19,08:00-16:00,8.0,0.0
分拣中心_SC48,2023-12-19,12:00-20:00,3.0,7.0
分拣中心_SC48,2023-12-19,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-19,16:00-24:00,0.0,1.0
分拣中心_SC48,2023-12-20,00:00-08:00,29.0,35.0
分拣中心_SC48,2023-12-20,05:00-13:00,12.0,2.0
分拣中心_SC48,2023-12-20,08:00-16:00,8.0,1.0
分拣中心_SC48,2023-12-20,12:00-20:00,11.0,0.0
分拣中心_SC48,2023-12-20,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-20,16:00-24:00,0.0,1.0
分拣中心_SC48,2023-12-21,00:00-08:00,35.0,22.0
分拣中心_SC48,2023-12-21,05:00-13:00,8.0,3.0
分拣中心_SC48,2023-12-21,08:00-16:00,8.0,1.0
分拣中心_SC48,2023-12-21,12:00-20:00,9.0,0.0
分拣中心_SC48,2023-12-21,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-21,16:00-24:00,0.0,1.0
分拣中心_SC48,2023-12-22,00:00-08:00,42.0,17.0
分拣中心_SC48,2023-12-22,05:00-13:00,8.0,2.0
分拣中心_SC48,2023-12-22,08:00-16:00,3.0,7.0
分拣中心_SC48,2023-12-22,12:00-20:00,7.0,2.0
分拣中心_SC48,2023-12-22,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-22,16:00-24:00,0.0,2.0
分拣中心_SC48,2023-12-23,00:00-08:00,43.0,27.0
分拣中心_SC48,2023-12-23,05:00-13:00,0.0,17.0
分拣中心_SC48,2023-12-23,08:00-16:00,10.0,2.0
分拣中心_SC48,2023-12-23,12:00-20:00,7.0,6.0
分拣中心_SC48,2023-12-23,14:00-22:00,0.0,2.0
分拣中心_SC48,2023-12-23,16:00-24:00,0.0,3.0
分拣中心_SC48,2023-12-24,00:00-08:00,30.0,34.0
分拣中心_SC48,2023-12-24,05:00-13:00,16.0,0.0
分拣中心_SC48,2023-12-24,08:00-16:00,5.0,6.0
分拣中心_SC48,2023-12-24,12:00-20:00,9.0,0.0
分拣中心_SC48,2023-12-24,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-24,16:00-24:00,0.0,2.0
分拣中心_SC48,2023-12-25,00:00-08:00,38.0,20.0
分拣中心_SC48,2023-12-25,05:00-13:00,7.0,4.0
分拣中心_SC48,2023-12-25,08:00-16:00,7.0,1.0
分拣中心_SC48,2023-12-25,12:00-20:00,8.0,1.0
分拣中心_SC48,2023-12-25,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-25,16:00-24:00,0.0,1.0
分拣中心_SC48,2023-12-26,00:00-08:00,45.0,10.0
分拣中心_SC48,2023-12-26,05:00-13:00,1.0,13.0
分拣中心_SC48,2023-12-26,08:00-16:00,7.0,1.0
分拣中心_SC48,2023-12-26,12:00-20:00,7.0,2.0
分拣中心_SC48,2023-12-26,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-26,16:00-24:00,0.0,1.0
分拣中心_SC48,2023-12-27,00:00-08:00,34.0,29.0
分拣中心_SC48,2023-12-27,05:00-13:00,7.0,9.0
分拣中心_SC48,2023-12-27,08:00-16:00,8.0,1.0
分拣中心_SC48,2023-12-27,12:00-20:00,11.0,0.0
分拣中心_SC48,2023-12-27,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-27,16:00-24:00,0.0,1.0
分拣中心_SC48,2023-12-28,00:00-08:00,47.0,7.0
分拣中心_SC48,2023-12-28,05:00-13:00,4.0,8.0
分拣中心_SC48,2023-12-28,08:00-16:00,3.0,7.0
分拣中心_SC48,2023-12-28,12:00-20:00,6.0,4.0
分拣中心_SC48,2023-12-28,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-28,16:00-24:00,0.0,1.0
分拣中心_SC48,2023-12-29,00:00-08:00,45.0,13.0
分拣中心_SC48,2023-12-29,05:00-13:00,9.0,1.0
分拣中心_SC48,2023-12-29,08:00-16:00,0.0,11.0
分拣中心_SC48,2023-12-29,12:00-20:00,6.0,3.0
分拣中心_SC48,2023-12-29,14:00-22:00,0.0,1.0
分拣中心_SC48,2023-12-29,16:00-24:00,0.0,2.0
分拣中心_SC48,2023-12-30,00:00-08:00,43.0,27.0
分拣中心_SC48,2023-12-30,05:00-13:00,4.0,12.0
分拣中心_SC48,2023-12-30,08:00-16:00,6.0,7.0
