分拣中心,日期,班次,正式工,临时工
分拣中心_SC19,2023-12-01,00:00-08:00,0.0,84.0
分拣中心_SC19,2023-12-01,05:00-13:00,60.0,13.0
分拣中心_SC19,2023-12-01,08:00-16:00,0.0,93.0
分拣中心_SC19,2023-12-01,12:00-20:00,0.0,146.0
分拣中心_SC19,2023-12-01,14:00-22:00,0.0,62.0
分拣中心_SC19,2023-12-01,16:00-24:00,0.0,75.0
分拣中心_SC19,2023-12-02,00:00-08:00,0.0,241.0
分拣中心_SC19,2023-12-02,05:00-13:00,0.0,137.0
分拣中心_SC19,2023-12-02,08:00-16:00,0.0,98.0
分拣中心_SC19,2023-12-02,12:00-20:00,0.0,151.0
分拣中心_SC19,2023-12-02,14:00-22:00,48.0,0.0
分拣中心_SC19,2023-12-02,16:00-24:00,12.0,52.0
分拣中心_SC19,2023-12-03,00:00-08:00,0.0,190.0
分拣中心_SC19,2023-12-03,05:00-13:00,27.0,72.0
分拣中心_SC19,2023-12-03,08:00-16:00,0.0,74.0
分拣中心_SC19,2023-12-03,12:00-20:00,0.0,110.0
分拣中心_SC19,2023-12-03,14:00-22:00,0.0,42.0
分拣中心_SC19,2023-12-03,16:00-24:00,33.0,0.0
分拣中心_SC19,2023-12-04,00:00-08:00,0.0,85.0
分拣中心_SC19,2023-12-04,05:00-13:00,60.0,8.0
分拣中心_SC19,2023-12-04,08:00-16:00,0.0,76.0
分拣中心_SC19,2023-12-04,12:00-20:00,0.0,153.0
分拣中心_SC19,2023-12-04,14:00-22:00,0.0,39.0
分拣中心_SC19,2023-12-04,16:00-24:00,0.0,47.0
分拣中心_SC19,2023-12-05,00:00-08:00,0.0,73.0
分拣中心_SC19,2023-12-05,05:00-13:00,26.0,45.0
分拣中心_SC19,2023-12-05,08:00-16:00,0.0,93.0
分拣中心_SC19,2023-12-05,12:00-20:00,0.0,156.0
分拣中心_SC19,2023-12-05,14:00-22:00,0.0,42.0
分拣中心_SC19,2023-12-05,16:00-24:00,34.0,0.0
分拣中心_SC19,2023-12-06,00:00-08:00,0.0,164.0
分拣中心_SC19,2023-12-06,05:00-13:00,19.0,88.0
分拣中心_SC19,2023-12-06,08:00-16:00,0.0,88.0
分拣中心_SC19,2023-12-06,12:00-20:00,0.0,159.0
分拣中心_SC19,2023-12-06,14:00-22:00,0.0,55.0
分拣中心_SC19,2023-12-06,16:00-24:00,41.0,0.0
