分拣中心,日期,班次,正式工,临时工
分拣中心_SC51,2023-12-01,00:00-08:00,0.0,361.0
分拣中心_SC51,2023-12-01,05:00-13:00,53.0,0.0
分拣中心_SC51,2023-12-01,08:00-16:00,0.0,69.0
分拣中心_SC51,2023-12-01,12:00-20:00,7.0,35.0
分拣中心_SC51,2023-12-01,14:00-22:00,0.0,83.0
分拣中心_SC51,2023-12-01,16:00-24:00,0.0,68.0
分拣中心_SC51,2023-12-02,00:00-08:00,0.0,356.0
分拣中心_SC51,2023-12-02,05:00-13:00,0.0,127.0
分拣中心_SC51,2023-12-02,08:00-16:00,0.0,93.0
分拣中心_SC51,2023-12-02,12:00-20:00,0.0,75.0
分拣中心_SC51,2023-12-02,14:00-22:00,56.0,0.0
分拣中心_SC51,2023-12-02,16:00-24:00,4.0,71.0
分拣中心_SC51,2023-12-03,00:00-08:00,0.0,385.0
分拣中心_SC51,2023-12-03,05:00-13:00,0.0,93.0
分拣中心_SC51,2023-12-03,08:00-16:00,0.0,77.0
分拣中心_SC51,2023-12-03,12:00-20:00,0.0,53.0
分拣中心_SC51,2023-12-03,14:00-22:00,0.0,78.0
分拣中心_SC51,2023-12-03,16:00-24:00,60.0,2.0
分拣中心_SC51,2023-12-04,00:00-08:00,0.0,347.0
分拣中心_SC51,2023-12-04,05:00-13:00,54.0,0.0
分拣中心_SC51,2023-12-04,08:00-16:00,6.0,54.0
分拣中心_SC51,2023-12-04,12:00-20:00,0.0,41.0
分拣中心_SC51,2023-12-04,14:00-22:00,0.0,66.0
分拣中心_SC51,2023-12-04,16:00-24:00,0.0,97.0
分拣中心_SC51,2023-12-05,00:00-08:00,0.0,326.0
分拣中心_SC51,2023-12-05,05:00-13:00,0.0,56.0
分拣中心_SC51,2023-12-05,08:00-16:00,0.0,69.0
分拣中心_SC51,2023-12-05,12:00-20:00,0.0,41.0
分拣中心_SC51,2023-12-05,14:00-22:00,0.0,76.0
分拣中心_SC51,2023-12-05,16:00-24:00,60.0,4.0
分拣中心_SC51,2023-12-06,00:00-08:00,0.0,330.0
分拣中心_SC51,2023-12-06,05:00-13:00,0.0,92.0
分拣中心_SC51,2023-12-06,08:00-16:00,0.0,82.0
分拣中心_SC51,2023-12-06,12:00-20:00,0.0,60.0
分拣中心_SC51,2023-12-06,14:00-22:00,0.0,81.0
分拣中心_SC51,2023-12-06,16:00-24:00,60.0,8.0
分拣中心_SC51,2023-12-07,00:00-08:00,0.0,355.0
