分拣中心,日期,班次,正式工,临时工
分拣中心_SC10,2023-12-01,00:00-08:00,0.0,719.0
分拣中心_SC10,2023-12-01,05:00-13:00,60.0,155.0
分拣中心_SC10,2023-12-01,08:00-16:00,0.0,97.0
分拣中心_SC10,2023-12-01,12:00-20:00,0.0,310.0
分拣中心_SC10,2023-12-01,14:00-22:00,0.0,485.0
分拣中心_SC10,2023-12-01,16:00-24:00,0.0,456.0
分拣中心_SC10,2023-12-02,00:00-08:00,0.0,699.0
分拣中心_SC10,2023-12-02,05:00-13:00,0.0,249.0
分拣中心_SC10,2023-12-02,08:00-16:00,0.0,118.0
分拣中心_SC10,2023-12-02,12:00-20:00,0.0,350.0
分拣中心_SC10,2023-12-02,14:00-22:00,60.0,422.0
分拣中心_SC10,2023-12-02,16:00-24:00,0.0,458.0
分拣中心_SC10,2023-12-03,00:00-08:00,0.0,705.0
分拣中心_SC10,2023-12-03,05:00-13:00,0.0,240.0
分拣中心_SC10,2023-12-03,08:00-16:00,0.0,97.0
分拣中心_SC10,2023-12-03,12:00-20:00,0.0,307.0
分拣中心_SC10,2023-12-03,14:00-22:00,0.0,479.0
分拣中心_SC10,2023-12-03,16:00-24:00,60.0,358.0
分拣中心_SC10,2023-12-04,00:00-08:00,0.0,666.0
分拣中心_SC10,2023-12-04,05:00-13:00,60.0,132.0
分拣中心_SC10,2023-12-04,08:00-16:00,0.0,90.0
分拣中心_SC10,2023-12-04,12:00-20:00,0.0,289.0
分拣中心_SC10,2023-12-04,14:00-22:00,0.0,484.0
分拣中心_SC10,2023-12-04,16:00-24:00,0.0,448.0
分拣中心_SC10,2023-12-05,00:00-08:00,0.0,677.0
分拣中心_SC10,2023-12-05,05:00-13:00,0.0,198.0
分拣中心_SC10,2023-12-05,08:00-16:00,0.0,105.0
分拣中心_SC10,2023-12-05,12:00-20:00,0.0,282.0
分拣中心_SC10,2023-12-05,14:00-22:00,0.0,504.0
分拣中心_SC10,2023-12-05,16:00-24:00,60.0,379.0
分拣中心_SC10,2023-12-06,00:00-08:00,0.0,680.0
分拣中心_SC10,2023-12-06,05:00-13:00,0.0,232.0
分拣中心_SC10,2023-12-06,08:00-16:00,0.0,118.0
分拣中心_SC10,2023-12-06,12:00-20:00,0.0,299.0
