分拣中心,日期,班次,正式工,临时工
分拣中心_SC7,2023-12-01,00:00-08:00,0.0,834.0
分拣中心_SC7,2023-12-01,05:00-13:00,60.0,120.0
分拣中心_SC7,2023-12-01,08:00-16:00,0.0,344.0
分拣中心_SC7,2023-12-01,12:00-20:00,0.0,249.0
分拣中心_SC7,2023-12-01,14:00-22:00,0.0,272.0
分拣中心_SC7,2023-12-01,16:00-24:00,0.0,325.0
分拣中心_SC7,2023-12-02,00:00-08:00,0.0,946.0
分拣中心_SC7,2023-12-02,05:00-13:00,0.0,338.0
分拣中心_SC7,2023-12-02,08:00-16:00,0.0,461.0
分拣中心_SC7,2023-12-02,12:00-20:00,0.0,332.0
分拣中心_SC7,2023-12-02,14:00-22:00,60.0,207.0
分拣中心_SC7,2023-12-02,16:00-24:00,0.0,338.0
分拣中心_SC7,2023-12-03,00:00-08:00,0.0,936.0
分拣中心_SC7,2023-12-03,05:00-13:00,0.0,340.0
分拣中心_SC7,2023-12-03,08:00-16:00,0.0,383.0
分拣中心_SC7,2023-12-03,12:00-20:00,0.0,317.0
分拣中心_SC7,2023-12-03,14:00-22:00,0.0,238.0
分拣中心_SC7,2023-12-03,16:00-24:00,60.0,224.0
分拣中心_SC7,2023-12-04,00:00-08:00,0.0,798.0
分拣中心_SC7,2023-12-04,05:00-13:00,60.0,121.0
分拣中心_SC7,2023-12-04,08:00-16:00,0.0,340.0
分拣中心_SC7,2023-12-04,12:00-20:00,0.0,272.0
分拣中心_SC7,2023-12-04,14:00-22:00,0.0,220.0
分拣中心_SC7,2023-12-04,16:00-24:00,0.0,300.0
分拣中心_SC7,2023-12-05,00:00-08:00,0.0,784.0
分拣中心_SC7,2023-12-05,05:00-13:00,0.0,153.0
分拣中心_SC7,2023-12-05,08:00-16:00,0.0,331.0
分拣中心_SC7,2023-12-05,12:00-20:00,0.0,274.0
分拣中心_SC7,2023-12-05,14:00-22:00,0.0,213.0
分拣中心_SC7,2023-12-05,16:00-24:00,60.0,214.0
分拣中心_SC7,2023-12-06,00:00-08:00,0.0,935.0
分拣中心_SC7,2023-12-06,05:00-13:00,0.0,268.0
分拣中心_SC7,2023-12-06,08:00-16:00,0.0,417.0
