分拣中心,日期,班次,正式工,临时工
分拣中心_SC53,2023-12-01,00:00-08:00,0.0,299.0
分拣中心_SC53,2023-12-01,05:00-13:00,3.0,0.0
分拣中心_SC53,2023-12-01,08:00-16:00,0.0,292.0
分拣中心_SC53,2023-12-01,12:00-20:00,57.0,343.0
分拣中心_SC53,2023-12-01,14:00-22:00,0.0,400.0
分拣中心_SC53,2023-12-01,16:00-24:00,0.0,401.0
分拣中心_SC53,2023-12-02,00:00-08:00,0.0,298.0
分拣中心_SC53,2023-12-02,05:00-13:00,0.0,12.0
分拣中心_SC53,2023-12-02,08:00-16:00,0.0,276.0
分拣中心_SC53,2023-12-02,12:00-20:00,0.0,395.0
分拣中心_SC53,2023-12-02,14:00-22:00,60.0,288.0
分拣中心_SC53,2023-12-02,16:00-24:00,0.0,386.0
分拣中心_SC53,2023-12-03,00:00-08:00,0.0,317.0
分拣中心_SC53,2023-12-03,05:00-13:00,0.0,4.0
分拣中心_SC53,2023-12-03,08:00-16:00,0.0,286.0
分拣中心_SC53,2023-12-03,12:00-20:00,0.0,391.0
分拣中心_SC53,2023-12-03,14:00-22:00,0.0,378.0
分拣中心_SC53,2023-12-03,16:00-24:00,60.0,297.0
分拣中心_SC53,2023-12-04,00:00-08:00,0.0,312.0
分拣中心_SC53,2023-12-04,05:00-13:00,5.0,0.0
分拣中心_SC53,2023-12-04,08:00-16:00,55.0,217.0
分拣中心_SC53,2023-12-04,12:00-20:00,0.0,426.0
分拣中心_SC53,2023-12-04,14:00-22:00,0.0,372.0
分拣中心_SC53,2023-12-04,16:00-24:00,0.0,417.0
分拣中心_SC53,2023-12-05,00:00-08:00,0.0,288.0
分拣中心_SC53,2023-12-05,05:00-13:00,0.0,4.0
分拣中心_SC53,2023-12-05,08:00-16:00,0.0,291.0
分拣中心_SC53,2023-12-05,12:00-20:00,0.0,416.0
分拣中心_SC53,2023-12-05,14:00-22:00,0.0,384.0
分拣中心_SC53,2023-12-05,16:00-24:00,60.0,346.0
分拣中心_SC53,2023-12-06,00:00-08:00,0.0,296.0
分拣中心_SC53,2023-12-06,05:00-13:00,0.0,6.0
分拣中心_SC53,2023-12-06,08:00-16:00,0.0,271.0
分拣中心_SC53,2023-12-06,12:00-20:00,0.0,420.0
分拣中心_SC53,2023-12-06,14:00-22:00,0.0,403.0
分拣中心_SC53,2023-12-06,16:00-24:00,60.0,354.0
分拣中心_SC53,2023-12-07,00:00-08:00,0.0,310.0
分拣中心_SC53,2023-12-07,05:00-13:00,0.0,3.0
分拣中心_SC53,2023-12-07,08:00-16:00,0.0,264.0
分拣中心_SC53,2023-12-07,12:00-20:00,0.0,435.0
分拣中心_SC53,2023-12-07,14:00-22:00,0.0,417.0
分拣中心_SC53,2023-12-07,16:00-24:00,60.0,351.0
分拣中心_SC53,2023-12-08,00:00-08:00,0.0,299.0
分拣中心_SC53,2023-12-08,05:00-13:00,0.0,3.0
分拣中心_SC53,2023-12-08,08:00-16:00,0.0,292.0
分拣中心_SC53,2023-12-08,12:00-20:00,0.0,414.0
分拣中心_SC53,2023-12-08,14:00-22:00,0.0,400.0
分拣中心_SC53,2023-12-08,16:00-24:00,60.0,326.0
