分拣中心,日期,班次,正式工,临时工
分拣中心_SC26,2023-12-01,00:00-08:00,3.0,253.0
分拣中心_SC26,2023-12-01,05:00-13:00,48.0,44.0
分拣中心_SC26,2023-12-01,08:00-16:00,8.0,53.0
分拣中心_SC26,2023-12-01,12:00-20:00,1.0,58.0
分拣中心_SC26,2023-12-01,14:00-22:00,0.0,2.0
分拣中心_SC26,2023-12-01,16:00-24:00,0.0,1.0
分拣中心_SC26,2023-12-02,00:00-08:00,8.0,271.0
分拣中心_SC26,2023-12-02,05:00-13:00,9.0,101.0
分拣中心_SC26,2023-12-02,08:00-16:00,12.0,54.0
分拣中心_SC26,2023-12-02,12:00-20:00,25.0,45.0
分拣中心_SC26,2023-12-02,14:00-22:00,3.0,5.0
分拣中心_SC26,2023-12-02,16:00-24:00,3.0,0.0
分拣中心_SC26,2023-12-03,00:00-08:00,16.0,242.0
分拣中心_SC26,2023-12-03,05:00-13:00,29.0,86.0
分拣中心_SC26,2023-12-03,08:00-16:00,7.0,52.0
分拣中心_SC26,2023-12-03,12:00-20:00,6.0,52.0
分拣中心_SC26,2023-12-03,14:00-22:00,2.0,0.0
分拣中心_SC26,2023-12-03,16:00-24:00,0.0,1.0
分拣中心_SC26,2023-12-04,00:00-08:00,8.0,251.0
分拣中心_SC26,2023-12-04,05:00-13:00,31.0,63.0
分拣中心_SC26,2023-12-04,08:00-16:00,9.0,46.0
分拣中心_SC26,2023-12-04,12:00-20:00,12.0,42.0
分拣中心_SC26,2023-12-04,14:00-22:00,0.0,1.0
分拣中心_SC26,2023-12-04,16:00-24:00,0.0,1.0
分拣中心_SC26,2023-12-05,00:00-08:00,10.0,251.0
分拣中心_SC26,2023-12-05,05:00-13:00,28.0,67.0
分拣中心_SC26,2023-12-05,08:00-16:00,16.0,40.0
分拣中心_SC26,2023-12-05,12:00-20:00,6.0,51.0
分拣中心_SC26,2023-12-05,14:00-22:00,0.0,1.0
