分拣中心,日期,班次,正式工,临时工
分拣中心_SC12,2023-12-01,00:00-08:00,0.0,138.0
分拣中心_SC12,2023-12-01,05:00-13:00,60.0,14.0
分拣中心_SC12,2023-12-01,08:00-16:00,0.0,59.0
分拣中心_SC12,2023-12-01,12:00-20:00,0.0,60.0
分拣中心_SC12,2023-12-01,14:00-22:00,0.0,48.0
分拣中心_SC12,2023-12-01,16:00-24:00,0.0,99.0
分拣中心_SC12,2023-12-02,00:00-08:00,0.0,307.0
分拣中心_SC12,2023-12-02,05:00-13:00,0.0,162.0
分拣中心_SC12,2023-12-02,08:00-16:00,0.0,98.0
分拣中心_SC12,2023-12-02,12:00-20:00,0.0,80.0
分拣中心_SC12,2023-12-02,14:00-22:00,29.0,1.0
分拣中心_SC12,2023-12-02,16:00-24:00,31.0,48.0
分拣中心_SC12,2023-12-03,00:00-08:00,0.0,248.0
分拣中心_SC12,2023-12-03,05:00-13:00,46.0,82.0
分拣中心_SC12,2023-12-03,08:00-16:00,0.0,83.0
分拣中心_SC12,2023-12-03,12:00-20:00,0.0,82.0
分拣中心_SC12,2023-12-03,14:00-22:00,0.0,30.0
分拣中心_SC12,2023-12-03,16:00-24:00,14.0,0.0
分拣中心_SC12,2023-12-04,00:00-08:00,0.0,85.0
分拣中心_SC12,2023-12-04,05:00-13:00,60.0,35.0
分拣中心_SC12,2023-12-04,08:00-16:00,0.0,60.0
分拣中心_SC12,2023-12-04,12:00-20:00,0.0,58.0
分拣中心_SC12,2023-12-04,14:00-22:00,0.0,24.0
分拣中心_SC12,2023-12-04,16:00-24:00,0.0,53.0
分拣中心_SC12,2023-12-05,00:00-08:00,0.0,100.0
分拣中心_SC12,2023-12-05,05:00-13:00,18.0,94.0
分拣中心_SC12,2023-12-05,08:00-16:00,0.0,65.0
分拣中心_SC12,2023-12-05,12:00-20:00,0.0,57.0
分拣中心_SC12,2023-12-05,14:00-22:00,0.0,25.0
分拣中心_SC12,2023-12-05,16:00-24:00,42.0,0.0
分拣中心_SC12,2023-12-06,00:00-08:00,0.0,290.0
分拣中心_SC12,2023-12-06,05:00-13:00,11.0,110.0
分拣中心_SC12,2023-12-06,08:00-16:00,0.0,70.0
分拣中心_SC12,2023-12-06,12:00-20:00,0.0,72.0
分拣中心_SC12,2023-12-06,14:00-22:00,0.0,40.0
分拣中心_SC12,2023-12-06,16:00-24:00,49.0,0.0
分拣中心_SC12,2023-12-07,00:00-08:00,0.0,236.0
分拣中心_SC12,2023-12-07,05:00-13:00,0.0,133.0
分拣中心_SC12,2023-12-07,08:00-16:00,12.0,57.0
分拣中心_SC12,2023-12-07,12:00-20:00,0.0,70.0
分拣中心_SC12,2023-12-07,14:00-22:00,0.0,41.0
分拣中心_SC12,2023-12-07,16:00-24:00,48.0,0.0
分拣中心_SC12,2023-12-08,00:00-08:00,0.0,138.0
分拣中心_SC12,2023-12-08,05:00-13:00,0.0,89.0
分拣中心_SC12,2023-12-08,08:00-16:00,0.0,59.0
分拣中心_SC12,2023-12-08,12:00-20:00,0.0,60.0
分拣中心_SC12,2023-12-08,14:00-22:00,0.0,48.0
分拣中心_SC12,2023-12-08,16:00-24:00,60.0,24.0
分拣中心_SC12,2023-12-09,00:00-08:00,0.0,307.0
分拣中心_SC12,2023-12-09,05:00-13:00,0.0,162.0
分拣中心_SC12,2023-12-09,08:00-16:00,0.0,98.0
分拣中心_SC12,2023-12-09,12:00-20:00,0.0,80.0
分拣中心_SC12,2023-12-09,14:00-22:00,0.0,37.0
分拣中心_SC12,2023-12-09,16:00-24:00,60.0,12.0
分拣中心_SC12,2023-12-10,00:00-08:00,60.0,173.0
分拣中心_SC12,2023-12-10,05:00-13:00,0.0,139.0
分拣中心_SC12,2023-12-10,08:00-16:00,0.0,83.0
分拣中心_SC12,2023-12-10,12:00-20:00,0.0,82.0
分拣中心_SC12,2023-12-10,14:00-22:00,0.0,30.0
分拣中心_SC12,2023-12-10,16:00-24:00,0.0,18.0
分拣中心_SC12,2023-12-11,00:00-08:00,0.0,85.0
分拣中心_SC12,2023-12-11,05:00-13:00,0.0,110.0
分拣中心_SC12,2023-12-11,08:00-16:00,40.0,10.0
分拣中心_SC12,2023-12-11,12:00-20:00,0.0,58.0
分拣中心_SC12,2023-12-11,14:00-22:00,20.0,0.0
分拣中心_SC12,2023-12-11,16:00-24:00,0.0,53.0
分拣中心_SC12,2023-12-12,00:00-08:00,0.0,100.0
分拣中心_SC12,2023-12-12,05:00-13:00,0.0,116.0
分拣中心_SC12,2023-12-12,08:00-16:00,0.0,65.0
分拣中心_SC12,2023-12-12,12:00-20:00,18.0,35.0
分拣中心_SC12,2023-12-12,14:00-22:00,0.0,25.0
分拣中心_SC12,2023-12-12,16:00-24:00,42.0,0.0
分拣中心_SC12,2023-12-13,00:00-08:00,0.0,290.0
分拣中心_SC12,2023-12-13,05:00-13:00,60.0,49.0
分拣中心_SC12,2023-12-13,08:00-16:00,0.0,70.0
分拣中心_SC12,2023-12-13,12:00-20:00,0.0,72.0
分拣中心_SC12,2023-12-13,14:00-22:00,0.0,40.0
分拣中心_SC12,2023-12-13,16:00-24:00,0.0,62.0
分拣中心_SC12,2023-12-14,00:00-08:00,0.0,236.0
分拣中心_SC12,2023-12-14,05:00-13:00,0.0,133.0
分拣中心_SC12,2023-12-14,08:00-16:00,0.0,72.0
分拣中心_SC12,2023-12-14,12:00-20:00,27.0,36.0
分拣中心_SC12,2023-12-14,14:00-22:00,33.0,0.0
分拣中心_SC12,2023-12-14,16:00-24:00,0.0,60.0
分拣中心_SC12,2023-12-15,00:00-08:00,0.0,138.0
分拣中心_SC12,2023-12-15,05:00-13:00,0.0,89.0
分拣中心_SC12,2023-12-15,08:00-16:00,48.0,0.0
分拣中心_SC12,2023-12-15,12:00-20:00,12.0,45.0
分拣中心_SC12,2023-12-15,14:00-22:00,0.0,48.0
分拣中心_SC12,2023-12-15,16:00-24:00,0.0,99.0
分拣中心_SC12,2023-12-16,00:00-08:00,60.0,232.0
分拣中心_SC12,2023-12-16,05:00-13:00,0.0,162.0
分拣中心_SC12,2023-12-16,08:00-16:00,0.0,98.0
分拣中心_SC12,2023-12-16,12:00-20:00,0.0,80.0
分拣中心_SC12,2023-12-16,14:00-22:00,0.0,37.0
分拣中心_SC12,2023-12-16,16:00-24:00,0.0,87.0
分拣中心_SC12,2023-12-17,00:00-08:00,0.0,248.0
分拣中心_SC12,2023-12-17,05:00-13:00,0.0,139.0
分拣中心_SC12,2023-12-17,08:00-16:00,0.0,83.0
