分拣中心,日期,班次,正式工,临时工
分拣中心_SC3,2023-12-01,00:00-08:00,0.0,362.0
分拣中心_SC3,2023-12-01,05:00-13:00,60.0,44.0
分拣中心_SC3,2023-12-01,08:00-16:00,0.0,17.0
分拣中心_SC3,2023-12-01,12:00-20:00,0.0,43.0
分拣中心_SC3,2023-12-01,14:00-22:00,0.0,109.0
分拣中心_SC3,2023-12-01,16:00-24:00,0.0,57.0
分拣中心_SC3,2023-12-02,00:00-08:00,0.0,368.0
分拣中心_SC3,2023-12-02,05:00-13:00,0.0,150.0
分拣中心_SC3,2023-12-02,08:00-16:00,0.0,23.0
分拣中心_SC3,2023-12-02,12:00-20:00,0.0,40.0
分拣中心_SC3,2023-12-02,14:00-22:00,60.0,20.0
分拣中心_SC3,2023-12-02,16:00-24:00,0.0,72.0
分拣中心_SC3,2023-12-03,00:00-08:00,0.0,430.0
分拣中心_SC3,2023-12-03,05:00-13:00,12.0,119.0
分拣中心_SC3,2023-12-03,08:00-16:00,0.0,20.0
分拣中心_SC3,2023-12-03,12:00-20:00,0.0,38.0
分拣中心_SC3,2023-12-03,14:00-22:00,0.0,100.0
分拣中心_SC3,2023-12-03,16:00-24:00,48.0,0.0
分拣中心_SC3,2023-12-04,00:00-08:00,0.0,372.0
分拣中心_SC3,2023-12-04,05:00-13:00,60.0,56.0
分拣中心_SC3,2023-12-04,08:00-16:00,0.0,12.0
分拣中心_SC3,2023-12-04,12:00-20:00,0.0,39.0
分拣中心_SC3,2023-12-04,14:00-22:00,0.0,101.0
分拣中心_SC3,2023-12-04,16:00-24:00,0.0,60.0
分拣中心_SC3,2023-12-05,00:00-08:00,0.0,351.0
分拣中心_SC3,2023-12-05,05:00-13:00,13.0,109.0
分拣中心_SC3,2023-12-05,08:00-16:00,0.0,13.0
分拣中心_SC3,2023-12-05,12:00-20:00,0.0,38.0
分拣中心_SC3,2023-12-05,14:00-22:00,0.0,98.0
分拣中心_SC3,2023-12-05,16:00-24:00,47.0,0.0
分拣中心_SC3,2023-12-06,00:00-08:00,0.0,371.0
分拣中心_SC3,2023-12-06,05:00-13:00,1.0,125.0
分拣中心_SC3,2023-12-06,08:00-16:00,0.0,26.0
分拣中心_SC3,2023-12-06,12:00-20:00,0.0,47.0
分拣中心_SC3,2023-12-06,14:00-22:00,0.0,105.0
分拣中心_SC3,2023-12-06,16:00-24:00,59.0,1.0
分拣中心_SC3,2023-12-07,00:00-08:00,0.0,391.0
分拣中心_SC3,2023-12-07,05:00-13:00,0.0,126.0
分拣中心_SC3,2023-12-07,08:00-16:00,8.0,9.0
分拣中心_SC3,2023-12-07,12:00-20:00,0.0,43.0
分拣中心_SC3,2023-12-07,14:00-22:00,0.0,109.0
分拣中心_SC3,2023-12-07,16:00-24:00,52.0,0.0
分拣中心_SC3,2023-12-08,00:00-08:00,14.0,344.0
分拣中心_SC3,2023-12-08,05:00-13:00,0.0,119.0
分拣中心_SC3,2023-12-08,08:00-16:00,0.0,17.0
分拣中心_SC3,2023-12-08,12:00-20:00,0.0,43.0
分拣中心_SC3,2023-12-08,14:00-22:00,0.0,109.0
分拣中心_SC3,2023-12-08,16:00-24:00,46.0,0.0
分拣中心_SC3,2023-12-09,00:00-08:00,0.0,368.0
分拣中心_SC3,2023-12-09,05:00-13:00,0.0,150.0
分拣中心_SC3,2023-12-09,08:00-16:00,0.0,23.0
分拣中心_SC3,2023-12-09,12:00-20:00,3.0,36.0
分拣中心_SC3,2023-12-09,14:00-22:00,0.0,95.0
分拣中心_SC3,2023-12-09,16:00-24:00,57.0,0.0
分拣中心_SC3,2023-12-10,00:00-08:00,60.0,355.0
分拣中心_SC3,2023-12-10,05:00-13:00,0.0,134.0
分拣中心_SC3,2023-12-10,08:00-16:00,0.0,20.0
分拣中心_SC3,2023-12-10,12:00-20:00,0.0,38.0
分拣中心_SC3,2023-12-10,14:00-22:00,0.0,100.0
分拣中心_SC3,2023-12-10,16:00-24:00,0.0,60.0
分拣中心_SC3,2023-12-11,00:00-08:00,0.0,372.0
