分拣中心,日期,班次,正式工,临时工
分拣中心_SC57,2023-12-01,00:00-08:00,0.0,264.0
分拣中心_SC57,2023-12-01,05:00-13:00,60.0,4.0
分拣中心_SC57,2023-12-01,08:00-16:00,0.0,34.0
分拣中心_SC57,2023-12-01,12:00-20:00,0.0,53.0
分拣中心_SC57,2023-12-01,14:00-22:00,0.0,43.0
分拣中心_SC57,2023-12-01,16:00-24:00,0.0,55.0
分拣中心_SC57,2023-12-02,00:00-08:00,0.0,289.0
分拣中心_SC57,2023-12-02,05:00-13:00,0.0,110.0
分拣中心_SC57,2023-12-02,08:00-16:00,0.0,50.0
分拣中心_SC57,2023-12-02,12:00-20:00,0.0,66.0
分拣中心_SC57,2023-12-02,14:00-22:00,48.0,0.0
分拣中心_SC57,2023-12-02,16:00-24:00,12.0,39.0
分拣中心_SC57,2023-12-03,00:00-08:00,0.0,283.0
分拣中心_SC57,2023-12-03,05:00-13:00,21.0,68.0
分拣中心_SC57,2023-12-03,08:00-16:00,0.0,47.0
分拣中心_SC57,2023-12-03,12:00-20:00,0.0,68.0
分拣中心_SC57,2023-12-03,14:00-22:00,0.0,46.0
分拣中心_SC57,2023-12-03,16:00-24:00,39.0,0.0
分拣中心_SC57,2023-12-04,00:00-08:00,0.0,254.0
分拣中心_SC57,2023-12-04,05:00-13:00,57.0,0.0
分拣中心_SC57,2023-12-04,08:00-16:00,3.0,31.0
分拣中心_SC57,2023-12-04,12:00-20:00,0.0,52.0
分拣中心_SC57,2023-12-04,14:00-22:00,0.0,46.0
分拣中心_SC57,2023-12-04,16:00-24:00,0.0,48.0
分拣中心_SC57,2023-12-05,00:00-08:00,0.0,233.0
分拣中心_SC57,2023-12-05,05:00-13:00,30.0,40.0
分拣中心_SC57,2023-12-05,08:00-16:00,0.0,36.0
分拣中心_SC57,2023-12-05,12:00-20:00,0.0,37.0
分拣中心_SC57,2023-12-05,14:00-22:00,0.0,51.0
分拣中心_SC57,2023-12-05,16:00-24:00,30.0,0.0
分拣中心_SC57,2023-12-06,00:00-08:00,0.0,280.0
分拣中心_SC57,2023-12-06,05:00-13:00,14.0,73.0
分拣中心_SC57,2023-12-06,08:00-16:00,0.0,48.0
分拣中心_SC57,2023-12-06,12:00-20:00,0.0,62.0
分拣中心_SC57,2023-12-06,14:00-22:00,0.0,50.0
分拣中心_SC57,2023-12-06,16:00-24:00,46.0,0.0
分拣中心_SC57,2023-12-07,00:00-08:00,0.0,277.0
分拣中心_SC57,2023-12-07,05:00-13:00,0.0,83.0
分拣中心_SC57,2023-12-07,08:00-16:00,19.0,18.0
分拣中心_SC57,2023-12-07,12:00-20:00,0.0,51.0
分拣中心_SC57,2023-12-07,14:00-22:00,0.0,52.0
分拣中心_SC57,2023-12-07,16:00-24:00,41.0,0.0
分拣中心_SC57,2023-12-08,00:00-08:00,16.0,244.0
分拣中心_SC57,2023-12-08,05:00-13:00,0.0,79.0
分拣中心_SC57,2023-12-08,08:00-16:00,0.0,34.0
分拣中心_SC57,2023-12-08,12:00-20:00,0.0,53.0
分拣中心_SC57,2023-12-08,14:00-22:00,0.0,43.0
分拣中心_SC57,2023-12-08,16:00-24:00,44.0,0.0
分拣中心_SC57,2023-12-09,00:00-08:00,0.0,289.0
分拣中心_SC57,2023-12-09,05:00-13:00,0.0,110.0
分拣中心_SC57,2023-12-09,08:00-16:00,0.0,50.0
分拣中心_SC57,2023-12-09,12:00-20:00,17.0,45.0
分拣中心_SC57,2023-12-09,14:00-22:00,0.0,60.0
分拣中心_SC57,2023-12-09,16:00-24:00,43.0,0.0
分拣中心_SC57,2023-12-10,00:00-08:00,60.0,208.0
分拣中心_SC57,2023-12-10,05:00-13:00,0.0,94.0
分拣中心_SC57,2023-12-10,08:00-16:00,0.0,47.0
分拣中心_SC57,2023-12-10,12:00-20:00,0.0,68.0
分拣中心_SC57,2023-12-10,14:00-22:00,0.0,46.0
分拣中心_SC57,2023-12-10,16:00-24:00,0.0,49.0
分拣中心_SC57,2023-12-11,00:00-08:00,0.0,254.0
分拣中心_SC57,2023-12-11,05:00-13:00,0.0,71.0
分拣中心_SC57,2023-12-11,08:00-16:00,23.0,6.0
分拣中心_SC57,2023-12-11,12:00-20:00,0.0,52.0
分拣中心_SC57,2023-12-11,14:00-22:00,37.0,0.0
分拣中心_SC57,2023-12-11,16:00-24:00,0.0,48.0
分拣中心_SC57,2023-12-12,00:00-08:00,0.0,233.0
分拣中心_SC57,2023-12-12,05:00-13:00,0.0,78.0
分拣中心_SC57,2023-12-12,08:00-16:00,0.0,36.0
分拣中心_SC57,2023-12-12,12:00-20:00,30.0,0.0
分拣中心_SC57,2023-12-12,14:00-22:00,0.0,51.0
分拣中心_SC57,2023-12-12,16:00-24:00,30.0,0.0
分拣中心_SC57,2023-12-13,00:00-08:00,0.0,280.0
分拣中心_SC57,2023-12-13,05:00-13:00,60.0,15.0
分拣中心_SC57,2023-12-13,08:00-16:00,0.0,48.0
分拣中心_SC57,2023-12-13,12:00-20:00,0.0,62.0
分拣中心_SC57,2023-12-13,14:00-22:00,0.0,50.0
分拣中心_SC57,2023-12-13,16:00-24:00,0.0,57.0
分拣中心_SC57,2023-12-14,00:00-08:00,0.0,277.0
分拣中心_SC57,2023-12-14,05:00-13:00,0.0,83.0
分拣中心_SC57,2023-12-14,08:00-16:00,0.0,41.0
分拣中心_SC57,2023-12-14,12:00-20:00,19.0,27.0
分拣中心_SC57,2023-12-14,14:00-22:00,41.0,1.0
分拣中心_SC57,2023-12-14,16:00-24:00,0.0,52.0
分拣中心_SC57,2023-12-15,00:00-08:00,0.0,264.0
分拣中心_SC57,2023-12-15,05:00-13:00,0.0,79.0
分拣中心_SC57,2023-12-15,08:00-16:00,27.0,0.0
分拣中心_SC57,2023-12-15,12:00-20:00,0.0,53.0
分拣中心_SC57,2023-12-15,14:00-22:00,0.0,43.0
分拣中心_SC57,2023-12-15,16:00-24:00,33.0,14.0
分拣中心_SC57,2023-12-16,00:00-08:00,60.0,214.0
分拣中心_SC57,2023-12-16,05:00-13:00,0.0,110.0
分拣中心_SC57,2023-12-16,08:00-16:00,0.0,50.0
分拣中心_SC57,2023-12-16,12:00-20:00,0.0,66.0
分拣中心_SC57,2023-12-16,14:00-22:00,0.0,60.0
分拣中心_SC57,2023-12-16,16:00-24:00,0.0,54.0
分拣中心_SC57,2023-12-17,00:00-08:00,0.0,283.0
分拣中心_SC57,2023-12-17,05:00-13:00,0.0,94.0
分拣中心_SC57,2023-12-17,08:00-16:00,6.0,40.0
分拣中心_SC57,2023-12-17,12:00-20:00,54.0,0.0
分拣中心_SC57,2023-12-17,14:00-22:00,0.0,46.0
分拣中心_SC57,2023-12-17,16:00-24:00,0.0,49.0
分拣中心_SC57,2023-12-18,00:00-08:00,60.0,179.0
分拣中心_SC57,2023-12-18,05:00-13:00,0.0,71.0
分拣中心_SC57,2023-12-18,08:00-16:00,0.0,35.0
分拣中心_SC57,2023-12-18,12:00-20:00,0.0,52.0
分拣中心_SC57,2023-12-18,14:00-22:00,0.0,46.0
分拣中心_SC57,2023-12-18,16:00-24:00,0.0,48.0
分拣中心_SC57,2023-12-19,00:00-08:00,0.0,233.0
分拣中心_SC57,2023-12-19,05:00-13:00,0.0,78.0
分拣中心_SC57,2023-12-19,08:00-16:00,0.0,36.0
分拣中心_SC57,2023-12-19,12:00-20:00,30.0,0.0
分拣中心_SC57,2023-12-19,14:00-22:00,0.0,51.0
分拣中心_SC57,2023-12-19,16:00-24:00,30.0,0.0
分拣中心_SC57,2023-12-20,00:00-08:00,0.0,280.0
分拣中心_SC57,2023-12-20,05:00-13:00,0.0,90.0
分拣中心_SC57,2023-12-20,08:00-16:00,10.0,35.0
分拣中心_SC57,2023-12-20,12:00-20:00,50.0,0.0
分拣中心_SC57,2023-12-20,14:00-22:00,0.0,50.0
分拣中心_SC57,2023-12-20,16:00-24:00,0.0,57.0
分拣中心_SC57,2023-12-21,00:00-08:00,0.0,277.0
分拣中心_SC57,2023-12-21,05:00-13:00,0.0,83.0
分拣中心_SC57,2023-12-21,08:00-16:00,19.0,18.0
分拣中心_SC57,2023-12-21,12:00-20:00,0.0,51.0
分拣中心_SC57,2023-12-21,14:00-22:00,0.0,52.0
