分拣中心,日期,班次,正式工,临时工
分拣中心_SC46,2023-12-01,00:00-08:00,0.0,0.0
分拣中心_SC46,2023-12-01,05:00-13:00,0.0,0.0
分拣中心_SC46,2023-12-01,08:00-16:00,7.0,32.0
分拣中心_SC46,2023-12-01,12:00-20:00,45.0,33.0
分拣中心_SC46,2023-12-01,14:00-22:00,4.0,7.0
分拣中心_SC46,2023-12-01,16:00-24:00,4.0,7.0
分拣中心_SC46,2023-12-02,00:00-08:00,0.0,0.0
分拣中心_SC46,2023-12-02,05:00-13:00,0.0,0.0
分拣中心_SC46,2023-12-02,08:00-16:00,24.0,10.0
分拣中心_SC46,2023-12-02,12:00-20:00,33.0,50.0
分拣中心_SC46,2023-12-02,14:00-22:00,3.0,8.0
分拣中心_SC46,2023-12-02,16:00-24:00,0.0,12.0
分拣中心_SC46,2023-12-03,00:00-08:00,0.0,0.0
分拣中心_SC46,2023-12-03,05:00-13:00,0.0,0.0
分拣中心_SC46,2023-12-03,08:00-16:00,23.0,9.0
分拣中心_SC46,2023-12-03,12:00-20:00,29.0,45.0
分拣中心_SC46,2023-12-03,14:00-22:00,3.0,6.0
分拣中心_SC46,2023-12-03,16:00-24:00,5.0,3.0
分拣中心_SC46,2023-12-04,00:00-08:00,0.0,0.0
分拣中心_SC46,2023-12-04,05:00-13:00,0.0,0.0
分拣中心_SC46,2023-12-04,08:00-16:00,15.0,11.0
分拣中心_SC46,2023-12-04,12:00-20:00,30.0,39.0
分拣中心_SC46,2023-12-04,14:00-22:00,7.0,11.0
分拣中心_SC46,2023-12-04,16:00-24:00,8.0,10.0
分拣中心_SC46,2023-12-05,00:00-08:00,0.0,0.0
分拣中心_SC46,2023-12-05,05:00-13:00,0.0,0.0
分拣中心_SC46,2023-12-05,08:00-16:00,7.0,22.0
分拣中心_SC46,2023-12-05,12:00-20:00,40.0,32.0
分拣中心_SC46,2023-12-05,14:00-22:00,8.0,7.0
分拣中心_SC46,2023-12-05,16:00-24:00,5.0,11.0
分拣中心_SC46,2023-12-06,00:00-08:00,0.0,0.0
分拣中心_SC46,2023-12-06,05:00-13:00,0.0,0.0
分拣中心_SC46,2023-12-06,08:00-16:00,21.0,11.0
分拣中心_SC46,2023-12-06,12:00-20:00,7.0,95.0
分拣中心_SC46,2023-12-06,14:00-22:00,19.0,0.0
分拣中心_SC46,2023-12-06,16:00-24:00,13.0,8.0
分拣中心_SC46,2023-12-07,00:00-08:00,0.0,0.0
分拣中心_SC46,2023-12-07,05:00-13:00,0.0,0.0
分拣中心_SC46,2023-12-07,08:00-16:00,7.0,31.0
分拣中心_SC46,2023-12-07,12:00-20:00,45.0,42.0
分拣中心_SC46,2023-12-07,14:00-22:00,0.0,20.0
分拣中心_SC46,2023-12-07,16:00-24:00,8.0,10.0
分拣中心_SC46,2023-12-08,00:00-08:00,0.0,0.0
分拣中心_SC46,2023-12-08,05:00-13:00,0.0,0.0
分拣中心_SC46,2023-12-08,08:00-16:00,29.0,4.0
分拣中心_SC46,2023-12-08,12:00-20:00,18.0,66.0
分拣中心_SC46,2023-12-08,14:00-22:00,6.0,4.0
分拣中心_SC46,2023-12-08,16:00-24:00,7.0,3.0
分拣中心_SC46,2023-12-09,00:00-08:00,0.0,0.0
分拣中心_SC46,2023-12-09,05:00-13:00,0.0,0.0
分拣中心_SC46,2023-12-09,08:00-16:00,7.0,31.0
分拣中心_SC46,2023-12-09,12:00-20:00,42.0,38.0
分拣中心_SC46,2023-12-09,14:00-22:00,8.0,2.0
分拣中心_SC46,2023-12-09,16:00-24:00,3.0,8.0
分拣中心_SC46,2023-12-10,00:00-08:00,0.0,0.0
分拣中心_SC46,2023-12-10,05:00-13:00,0.0,0.0
分拣中心_SC46,2023-12-10,08:00-16:00,3.0,34.0
分拣中心_SC46,2023-12-10,12:00-20:00,47.0,22.0
分拣中心_SC46,2023-12-10,14:00-22:00,5.0,3.0
分拣中心_SC46,2023-12-10,16:00-24:00,5.0,3.0
分拣中心_SC46,2023-12-11,00:00-08:00,0.0,0.0
分拣中心_SC46,2023-12-11,05:00-13:00,0.0,0.0
分拣中心_SC46,2023-12-11,08:00-16:00,7.0,21.0
分拣中心_SC46,2023-12-11,12:00-20:00,38.0,29.0
分拣中心_SC46,2023-12-11,14:00-22:00,7.0,11.0
分拣中心_SC46,2023-12-11,16:00-24:00,8.0,10.0
分拣中心_SC46,2023-12-12,00:00-08:00,0.0,0.0
分拣中心_SC46,2023-12-12,05:00-13:00,0.0,0.0
