分拣中心,日期,班次,正式工,临时工
分拣中心_SC43,2023-12-01,00:00-08:00,10.0,9.0
分拣中心_SC43,2023-12-01,05:00-13:00,29.0,48.0
分拣中心_SC43,2023-12-01,08:00-16:00,4.0,53.0
分拣中心_SC43,2023-12-01,12:00-20:00,5.0,39.0
分拣中心_SC43,2023-12-01,14:00-22:00,1.0,7.0
分拣中心_SC43,2023-12-01,16:00-24:00,10.0,4.0
分拣中心_SC43,2023-12-02,00:00-08:00,9.0,246.0
分拣中心_SC43,2023-12-02,05:00-13:00,6.0,125.0
分拣中心_SC43,2023-12-02,08:00-16:00,7.0,70.0
分拣中心_SC43,2023-12-02,12:00-20:00,24.0,59.0
分拣中心_SC43,2023-12-02,14:00-22:00,7.0,12.0
分拣中心_SC43,2023-12-02,16:00-24:00,7.0,0.0
分拣中心_SC43,2023-12-03,00:00-08:00,9.0,26.0
分拣中心_SC43,2023-12-03,05:00-13:00,5.0,104.0
分拣中心_SC43,2023-12-03,08:00-16:00,8.0,71.0
分拣中心_SC43,2023-12-03,12:00-20:00,15.0,59.0
分拣中心_SC43,2023-12-03,14:00-22:00,11.0,22.0
分拣中心_SC43,2023-12-03,16:00-24:00,12.0,7.0
分拣中心_SC43,2023-12-04,00:00-08:00,7.0,203.0
分拣中心_SC43,2023-12-04,05:00-13:00,34.0,40.0
分拣中心_SC43,2023-12-04,08:00-16:00,12.0,42.0
分拣中心_SC43,2023-12-04,12:00-20:00,3.0,51.0
分拣中心_SC43,2023-12-04,14:00-22:00,0.0,7.0
分拣中心_SC43,2023-12-04,16:00-24:00,4.0,0.0
分拣中心_SC43,2023-12-05,00:00-08:00,8.0,199.0
分拣中心_SC43,2023-12-05,05:00-13:00,26.0,39.0
分拣中心_SC43,2023-12-05,08:00-16:00,13.0,34.0
分拣中心_SC43,2023-12-05,12:00-20:00,11.0,39.0
分拣中心_SC43,2023-12-05,14:00-22:00,2.0,2.0
分拣中心_SC43,2023-12-05,16:00-24:00,0.0,3.0
分拣中心_SC43,2023-12-06,00:00-08:00,9.0,428.0
分拣中心_SC43,2023-12-06,05:00-13:00,29.0,84.0
分拣中心_SC43,2023-12-06,08:00-16:00,3.0,88.0
