SC_ID,date,hour,value
SC35,2023/11/30,20,2599
SC35,2023/11/8,16,139
SC35,2023/11/27,8,796
SC35,2023/11/18,14,174
SC35,2023/11/28,12,934
SC35,2023/11/21,4,1411
SC35,2023/11/21,13,99
SC35,2023/11/19,17,71
SC35,2023/11/9,1,1598
SC35,2023/11/4,15,197
SC35,2023/11/4,2,1349
SC35,2023/11/4,20,2644
SC35,2023/11/24,9,1440
SC35,2023/11/11,4,2156
SC35,2023/11/30,2,1485
SC35,2023/11/28,2,1389
SC35,2023/11/6,9,1289
SC35,2023/11/13,12,1206
SC35,2023/11/3,15,226
SC35,2023/11/21,0,257
SC35,2023/11/3,5,1150
SC35,2023/11/1,19,3507
SC35,2023/11/25,15,120
SC35,2023/11/22,20,3114
SC35,2023/11/22,2,1583
SC35,2023/11/26,14,142
SC35,2023/11/6,3,1424
SC35,2023/11/20,20,3066
SC35,2023/11/3,9,1789
SC35,2023/11/21,5,1368
SC35,2023/11/17,23,2439
SC35,2023/11/28,21,3098
SC35,2023/11/15,7,0
SC35,2023/11/13,1,2546
SC35,2023/11/11,9,2015
SC35,2023/11/14,23,2597
SC35,2023/11/21,21,3096
SC35,2023/11/16,11,1848
SC35,2023/11/25,13,500
SC35,2023/11/12,14,911
SC35,2023/11/6,14,194
SC35,2023/11/2,15,837
SC35,2023/11/13,23,2054
SC35,2023/11/16,4,1349
SC35,2023/11/2,13,348
SC35,2023/11/5,11,1589
SC35,2023/11/13,7,202
SC35,2023/11/29,14,153
SC35,2023/11/19,4,1506
SC35,2023/11/13,21,2977
SC35,2023/11/28,20,3043
SC35,2023/11/11,15,1439
SC35,2023/11/1,11,2062
SC35,2023/11/24,11,1580
SC35,2023/11/19,13,86
SC35,2023/11/5,18,1743
SC35,2023/11/24,19,2794
SC35,2023/11/12,16,943
SC35,2023/11/19,23,2251
SC35,2023/11/28,11,1138
SC35,2023/11/7,16,186
SC35,2023/11/22,14,140
SC35,2023/11/20,14,159
SC35,2023/11/10,21,3460
SC35,2023/11/16,21,3303
SC35,2023/11/27,18,1889
SC35,2023/11/6,20,2962
SC35,2023/11/29,17,92
SC35,2023/11/6,2,1519
SC35,2023/11/23,16,124
SC35,2023/11/5,13,290
SC35,2023/11/13,8,1567
SC35,2023/11/29,10,1534
SC35,2023/11/2,10,1810
SC35,2023/11/19,3,1322
SC35,2023/11/20,8,1089
SC35,2023/11/10,12,732
SC35,2023/11/16,12,1468
SC35,2023/11/2,17,1217
SC35,2023/11/14,14,211
SC35,2023/11/15,0,571
SC35,2023/11/5,4,1523
SC35,2023/11/5,23,1303
SC35,2023/11/6,8,1140
SC35,2023/11/29,23,2363
SC35,2023/11/4,6,1
SC35,2023/11/29,4,1391
SC35,2023/11/22,18,2398
SC35,2023/11/7,7,0
SC35,2023/11/14,18,1627
SC35,2023/11/7,22,2934
SC35,2023/11/23,22,3504
SC35,2023/11/5,16,167
SC35,2023/11/2,4,1662
SC35,2023/11/1,17,993
SC35,2023/11/23,7,12
SC35,2023/11/1,10,1788
SC35,2023/11/28,6,0
SC35,2023/11/24,10,1453
SC35,2023/11/27,20,2977
SC35,2023/11/20,5,1387
SC35,2023/11/17,12,1184
SC35,2023/11/26,11,1050
SC35,2023/11/24,0,507
SC35,2023/11/10,4,1197
SC35,2023/11/22,5,1569
SC35,2023/11/18,11,1149
SC35,2023/11/9,7,9
SC35,2023/11/12,5,2836
SC35,2023/11/19,1,1931
