date,SC_id,hour,year,month,day,weekday,predicted_volume
2023/11/01,1,0,2023,11,1,2,4999.939346066873
2023/11/01,2,0,2023,11,1,2,1203.640643981896
2023/11/01,3,0,2023,11,1,2,1189.7642184384626
2023/11/01,4,0,2023,11,1,2,1607.0827776894246
2023/11/01,5,0,2023,11,1,2,2890.6221058924107
2023/11/01,6,0,2023,11,1,2,2135.112441694805
2023/11/01,7,0,2023,11,1,2,4394.821165917215
2023/11/01,8,0,2023,11,1,2,4376.67934339057
2023/11/01,9,0,2023,11,1,2,2901.329307508143
2023/11/01,10,0,2023,11,1,2,2948.7902263443175
2023/11/01,12,0,2023,11,1,2,660.9073042623526
2023/11/01,14,0,2023,11,1,2,298.38200594095184
2023/11/01,15,0,2023,11,1,2,298.38200594095184
2023/11/01,16,0,2023,11,1,2,190.37122108368857
2023/11/01,17,0,2023,11,1,2,1855.5373120002002
2023/11/01,18,0,2023,11,1,2,746.9921459752079
2023/11/01,19,0,2023,11,1,2,727.7426407770736
2023/11/01,20,0,2023,11,1,2,619.6734150217069
2023/11/01,21,0,2023,11,1,2,520.2190004423571
2023/11/01,22,0,2023,11,1,2,558.2610482903366
2023/11/01,23,0,2023,11,1,2,516.2215855518516
2023/11/01,24,0,2023,11,1,2,702.2432628090063
2023/11/01,25,0,2023,11,1,2,3679.0252880706576
2023/11/01,26,0,2023,11,1,2,3189.1829867747874
2023/11/01,27,0,2023,11,1,2,486.2317551975995
2023/11/01,28,0,2023,11,1,2,486.2317551975995
2023/11/01,29,0,2023,11,1,2,490.25332792731655
2023/11/01,30,0,2023,11,1,2,490.25332792731655
2023/11/01,31,0,2023,11,1,2,936.9668863562075
2023/11/01,32,0,2023,11,1,2,879.0361070209908
2023/11/01,34,0,2023,11,1,2,1060.4040790521694
2023/11/01,35,0,2023,11,1,2,778.7412658306027
2023/11/01,36,0,2023,11,1,2,736.3834150704379
2023/11/01,37,0,2023,11,1,2,718.7219676975782
2023/11/01,38,0,2023,11,1,2,718.7219676975782
2023/11/01,39,0,2023,11,1,2,718.7219676975782
2023/11/01,40,0,2023,11,1,2,718.7219676975782
2023/11/01,41,0,2023,11,1,2,718.7219676975782
2023/11/01,43,0,2023,11,1,2,917.704915198425
2023/11/01,44,0,2023,11,1,2,917.704915198425
2023/11/01,46,0,2023,11,1,2,4152.615185326518
2023/11/01,47,0,2023,11,1,2,4152.615185326518
2023/11/01,48,0,2023,11,1,2,241.1226376258496
2023/11/01,49,0,2023,11,1,2,268.15524276729724
2023/11/01,51,0,2023,11,1,2,1345.737550947678
2023/11/01,52,0,2023,11,1,2,487.90681683869093
2023/11/01,53,0,2023,11,1,2,1820.109854794159
2023/11/01,54,0,2023,11,1,2,749.2839060713335
2023/11/01,55,0,2023,11,1,2,749.2839060713335
2023/11/01,56,0,2023,11,1,2,733.1189562876864
2023/11/01,57,0,2023,11,1,2,972.0949737412851
2023/11/01,58,0,2023,11,1,2,6.190468226402571
2023/11/01,60,0,2023,11,1,2,4505.199616711446
2023/11/01,61,0,2023,11,1,2,122.69301562038555
2023/11/01,63,0,2023,11,1,2,289.86836797310764
2023/11/01,66,0,2023,11,1,2,145.94476983455695
2023/11/01,68,0,2023,11,1,2,143.47294318247043
2023/11/01,1,1,2023,11,1,2,4999.939346066873
2023/11/01,2,1,2023,11,1,2,1271.455993376221
2023/11/01,3,1,2023,11,1,2,1418.0334084941062
2023/11/01,4,1,2023,11,1,2,1617.7314666734542
2023/11/01,5,1,2023,11,1,2,2887.0203781340665
2023/11/01,6,1,2023,11,1,2,2516.032195450465
2023/11/01,7,1,2023,11,1,2,4462.039260203858
2023/11/01,8,1,2023,11,1,2,4449.470848080264
2023/11/01,9,1,2023,11,1,2,2883.9805505738836
2023/11/01,10,1,2023,11,1,2,1855.1843230468799
2023/11/01,12,1,2023,11,1,2,661.3457959667268
2023/11/01,14,1,2023,11,1,2,304.71610269638114
2023/11/01,15,1,2023,11,1,2,304.71610269638114
2023/11/01,16,1,2023,11,1,2,273.0287524421196
2023/11/01,17,1,2023,11,1,2,1867.3415286434492
2023/11/01,18,1,2023,11,1,2,741.9630580420751
2023/11/01,19,1,2023,11,1,2,721.660371025759
2023/11/01,20,1,2023,11,1,2,623.1388552665347
2023/11/01,21,1,2023,11,1,2,518.7598432288831
2023/11/01,22,1,2023,11,1,2,632.464176766262
2023/11/01,23,1,2023,11,1,2,552.5801562630054
2023/11/01,24,1,2023,11,1,2,739.0830799232729
2023/11/01,25,1,2023,11,1,2,1996.4603592951048
2023/11/01,26,1,2023,11,1,2,1490.083187510854
2023/11/01,27,1,2023,11,1,2,486.2317551975995
2023/11/01,28,1,2023,11,1,2,486.2317551975995
2023/11/01,29,1,2023,11,1,2,490.25332792731655
2023/11/01,30,1,2023,11,1,2,490.25332792731655
2023/11/01,31,1,2023,11,1,2,936.9668863562075
2023/11/01,32,1,2023,11,1,2,879.0361070209908
2023/11/01,34,1,2023,11,1,2,1051.0564380147296
2023/11/01,35,1,2023,11,1,2,2002.0854310584562
2023/11/01,36,1,2023,11,1,2,889.0314797029508
2023/11/01,37,1,2023,11,1,2,718.7219676975782
2023/11/01,38,1,2023,11,1,2,718.7219676975782
2023/11/01,39,1,2023,11,1,2,718.7219676975782
2023/11/01,40,1,2023,11,1,2,718.7219676975782
2023/11/01,41,1,2023,11,1,2,718.7219676975782
2023/11/01,43,1,2023,11,1,2,917.704915198425
2023/11/01,44,1,2023,11,1,2,917.704915198425
2023/11/01,46,1,2023,11,1,2,4152.3524580537905
2023/11/01,47,1,2023,11,1,2,4152.3524580537905
2023/11/01,48,1,2023,11,1,2,196.70984824105398
2023/11/01,49,1,2023,11,1,2,737.5447942804797
2023/11/01,51,1,2023,11,1,2,1383.598957439798
2023/11/01,52,1,2023,11,1,2,480.47868709403946
2023/11/01,53,1,2023,11,1,2,1136.6509519175834
2023/11/01,54,1,2023,11,1,2,743.581157279063
2023/11/01,55,1,2023,11,1,2,743.581157279063
2023/11/01,56,1,2023,11,1,2,724.7865408287491
2023/11/01,57,1,2023,11,1,2,964.1487709668214
2023/11/01,58,1,2023,11,1,2,6.190468226402571
2023/11/01,60,1,2023,11,1,2,2164.7159519197626
2023/11/01,61,1,2023,11,1,2,152.81544817487347
2023/11/01,63,1,2023,11,1,2,343.5439898414781
2023/11/01,66,1,2023,11,1,2,142.86260878103232
2023/11/01,68,1,2023,11,1,2,141.04847547869952
2023/11/01,1,2,2023,11,1,2,4999.939346066873
2023/11/01,2,2,2023,11,1,2,1291.3726811453505
2023/11/01,3,2,2023,11,1,2,1463.3202231100356
2023/11/01,4,2,2023,11,1,2,1604.0939491212941
2023/11/01,5,2,2023,11,1,2,2916.248487956898
2023/11/01,6,2,2023,11,1,2,2590.0814615060895
2023/11/01,7,2,2023,11,1,2,4464.974660203859
2023/11/01,8,2,2023,11,1,2,4452.406248080264
2023/11/01,9,2,2023,11,1,2,2884.6567830693575
2023/11/01,10,2,2023,11,1,2,2168.542515888903
2023/11/01,12,2,2023,11,1,2,661.3457959667268
2023/11/01,14,2,2023,11,1,2,230.53456413761256
2023/11/01,15,2,2023,11,1,2,230.53456413761256
2023/11/01,16,2,2023,11,1,2,290.4052395012057
2023/11/01,17,2,2023,11,1,2,1863.7613980801132
2023/11/01,18,2,2023,11,1,2,773.827636801155
2023/11/01,19,2,2023,11,1,2,752.402938290586
2023/11/01,20,2,2023,11,1,2,653.5370979161626
2023/11/01,21,2,2023,11,1,2,541.3814995613764
2023/11/01,22,2,2023,11,1,2,674.5954789186133
2023/11/01,23,2,2023,11,1,2,588.1803515319864
2023/11/01,24,2,2023,11,1,2,727.7239986356088
2023/11/01,25,2,2023,11,1,2,1669.8819909987744
2023/11/01,26,2,2023,11,1,2,1199.299195980896
2023/11/01,27,2,2023,11,1,2,486.55277930139505
2023/11/01,28,2,2023,11,1,2,486.55277930139505
2023/11/01,29,2,2023,11,1,2,487.4317607828765
2023/11/01,30,2,2023,11,1,2,492.2617824525923
2023/11/01,31,2,2023,11,1,2,959.6697939157501
2023/11/01,32,2,2023,11,1,2,848.5833037834536
2023/11/01,34,2,2023,11,1,2,984.0773138548077
2023/11/01,35,2,2023,11,1,2,1840.482059642648
2023/11/01,36,2,2023,11,1,2,874.9692343956756
2023/11/01,37,2,2023,11,1,2,719.0638975221395
2023/11/01,38,2,2023,11,1,2,719.0638975221395
2023/11/01,39,2,2023,11,1,2,719.0638975221395
2023/11/01,40,2,2023,11,1,2,719.0638975221395
2023/11/01,41,2,2023,11,1,2,719.0638975221395
2023/11/01,43,2,2023,11,1,2,918.0468450229865
2023/11/01,44,2,2023,11,1,2,918.0468450229865
2023/11/01,46,2,2023,11,1,2,4147.236527498234
2023/11/01,47,2,2023,11,1,2,4147.236527498234
2023/11/01,48,2,2023,11,1,2,196.70984824105398
2023/11/01,49,2,2023,11,1,2,737.9011466813147
2023/11/01,51,2,2023,11,1,2,1392.6774968136763
2023/11/01,52,2,2023,11,1,2,480.47868709403946
2023/11/01,53,2,2023,11,1,2,1099.1260768184272
2023/11/01,54,2,2023,11,1,2,743.581157279063
2023/11/01,55,2,2023,11,1,2,743.581157279063
2023/11/01,56,2,2023,11,1,2,724.7865408287491
2023/11/01,57,2,2023,11,1,2,999.2081075639366
2023/11/01,58,2,2023,11,1,2,6.190468226402571
2023/11/01,60,2,2023,11,1,2,4498.97841626083
2023/11/01,61,2,2023,11,1,2,229.31593087523618
2023/11/01,63,2,2023,11,1,2,429.6766276948197
2023/11/01,66,2,2023,11,1,2,142.66747726737287
2023/11/01,68,2,2023,11,1,2,140.8533439650401
2023/11/01,1,3,2023,11,1,2,4999.939346066873
2023/11/01,2,3,2023,11,1,2,1128.5732525217697
2023/11/01,3,3,2023,11,1,2,2126.9751599370193
2023/11/01,4,3,2023,11,1,2,2093.5371415662908
2023/11/01,5,3,2023,11,1,2,2911.8862248581145
2023/11/01,6,3,2023,11,1,2,2609.4790805425478
2023/11/01,7,3,2023,11,1,2,4453.672082665467
2023/11/01,8,3,2023,11,1,2,4441.103670541873
2023/11/01,9,3,2023,11,1,2,2798.340677643572
2023/11/01,10,3,2023,11,1,2,2200.481537676026
2023/11/01,12,3,2023,11,1,2,674.5285334975463
2023/11/01,14,3,2023,11,1,2,210.4957485641854
2023/11/01,15,3,2023,11,1,2,210.4957485641854
2023/11/01,16,3,2023,11,1,2,285.1190066410739
2023/11/01,17,3,2023,11,1,2,1876.3126050996905
2023/11/01,18,3,2023,11,1,2,772.0733189885036
2023/11/01,19,3,2023,11,1,2,747.5955857811499
2023/11/01,20,3,2023,11,1,2,650.0443287400598
2023/11/01,21,3,2023,11,1,2,538.6960302472471
2023/11/01,22,3,2023,11,1,2,676.532546231882
2023/11/01,23,3,2023,11,1,2,591.181016728853
2023/11/01,24,3,2023,11,1,2,723.7678357608969
2023/11/01,25,3,2023,11,1,2,1697.128717036486
2023/11/01,26,3,2023,11,1,2,1218.9716463343989
2023/11/01,27,3,2023,11,1,2,478.44117855453214
2023/11/01,28,3,2023,11,1,2,478.44117855453214
2023/11/01,29,3,2023,11,1,2,479.3201600360136
2023/11/01,30,3,2023,11,1,2,479.3201600360136
2023/11/01,31,3,2023,11,1,2,1257.4814276627756
2023/11/01,32,3,2023,11,1,2,493.1359999456107
2023/11/01,34,3,2023,11,1,2,564.1693717353618
2023/11/01,35,3,2023,11,1,2,1712.575051020073
2023/11/01,36,3,2023,11,1,2,873.9485714356001
2023/11/01,37,3,2023,11,1,2,716.2749251646896
2023/11/01,38,3,2023,11,1,2,716.2749251646896
2023/11/01,39,3,2023,11,1,2,716.2749251646896
2023/11/01,40,3,2023,11,1,2,716.2749251646896
2023/11/01,41,3,2023,11,1,2,716.2749251646896
2023/11/01,43,3,2023,11,1,2,918.7656985433623
2023/11/01,44,3,2023,11,1,2,924.0093606263773
2023/11/01,46,3,2023,11,1,2,4051.079067025731
2023/11/01,47,3,2023,11,1,2,4051.079067025731
2023/11/01,48,3,2023,11,1,2,193.66128624132529
2023/11/01,49,3,2023,11,1,2,875.0783456081856
2023/11/01,51,3,2023,11,1,2,1398.4338167263786
2023/11/01,52,3,2023,11,1,2,480.47868709403946
2023/11/01,53,3,2023,11,1,2,797.1005661761285
2023/11/01,54,3,2023,11,1,2,743.581157279063
2023/11/01,55,3,2023,11,1,2,743.581157279063
2023/11/01,56,3,2023,11,1,2,724.7865408287491
2023/11/01,57,3,2023,11,1,2,1336.7306606636055
2023/11/01,58,3,2023,11,1,2,6.190468226402571
2023/11/01,60,3,2023,11,1,2,4498.97841626083
2023/11/01,61,3,2023,11,1,2,219.87601850474982
2023/11/01,63,3,2023,11,1,2,420.882481991
2023/11/01,66,3,2023,11,1,2,134.2409851880199
2023/11/01,68,3,2023,11,1,2,132.42685188568709
2023/11/01,1,4,2023,11,1,2,4785.925728340509
2023/11/01,2,4,2023,11,1,2,1153.1548789047808
2023/11/01,3,4,2023,11,1,2,1834.2532119629873
2023/11/01,4,4,2023,11,1,2,2875.0392743857847
2023/11/01,5,4,2023,11,1,2,2917.686442310103
2023/11/01,6,4,2023,11,1,2,2627.551774119312
2023/11/01,7,4,2023,11,1,2,4263.696469970368
2023/11/01,8,4,2023,11,1,2,4239.025176873481
2023/11/01,9,4,2023,11,1,2,2714.533627343868
2023/11/01,10,4,2023,11,1,2,2228.488072357873
2023/11/01,12,4,2023,11,1,2,657.978621495705
2023/11/01,14,4,2023,11,1,2,203.41386601895286
2023/11/01,15,4,2023,11,1,2,203.41386601895286
2023/11/01,16,4,2023,11,1,2,283.5759040445963
2023/11/01,17,4,2023,11,1,2,1876.3126050996905
2023/11/01,18,4,2023,11,1,2,773.1804943131789
2023/11/01,19,4,2023,11,1,2,747.2019233161637
2023/11/01,20,4,2023,11,1,2,649.6506662750737
2023/11/01,21,4,2023,11,1,2,537.5456298143469
2023/11/01,22,4,2023,11,1,2,673.5732730837339
2023/11/01,23,4,2023,11,1,2,588.2217435807049
2023/11/01,24,4,2023,11,1,2,721.8384562635424
2023/11/01,25,4,2023,11,1,2,1705.8493155594208
2023/11/01,26,4,2023,11,1,2,1225.041380709029
2023/11/01,27,4,2023,11,1,2,478.44117855453214
2023/11/01,28,4,2023,11,1,2,478.44117855453214
2023/11/01,29,4,2023,11,1,2,479.3201600360136
2023/11/01,30,4,2023,11,1,2,479.3201600360136
2023/11/01,31,4,2023,11,1,2,1274.7317575207596
2023/11/01,32,4,2023,11,1,2,493.1359999456107
2023/11/01,34,4,2023,11,1,2,564.1693717353618
2023/11/01,35,4,2023,11,1,2,1708.0010089051655
2023/11/01,36,4,2023,11,1,2,873.5128045273875
2023/11/01,37,4,2023,11,1,2,716.2749251646896
2023/11/01,38,4,2023,11,1,2,716.2749251646896
2023/11/01,39,4,2023,11,1,2,716.2749251646896
2023/11/01,40,4,2023,11,1,2,716.2749251646896
2023/11/01,41,4,2023,11,1,2,716.2749251646896
2023/11/01,43,4,2023,11,1,2,918.7656985433623
2023/11/01,44,4,2023,11,1,2,924.0093606263773
2023/11/01,46,4,2023,11,1,2,3416.5338067826538
2023/11/01,47,4,2023,11,1,2,3416.5338067826538
2023/11/01,48,4,2023,11,1,2,193.08352400356307
2023/11/01,49,4,2023,11,1,2,803.1066239675258
2023/11/01,51,4,2023,11,1,2,1388.6845319921724
2023/11/01,52,4,2023,11,1,2,480.47868709403946
2023/11/01,53,4,2023,11,1,2,724.6242621671281
2023/11/01,54,4,2023,11,1,2,743.581157279063
2023/11/01,55,4,2023,11,1,2,743.581157279063
2023/11/01,56,4,2023,11,1,2,724.7865408287491
2023/11/01,57,4,2023,11,1,2,1336.7306606636055
2023/11/01,58,4,2023,11,1,2,6.190468226402571
2023/11/01,60,4,2023,11,1,2,3938.3686279108647
2023/11/01,61,4,2023,11,1,2,225.3644207308921
2023/11/01,63,4,2023,11,1,2,425.48270239896056
2023/11/01,66,4,2023,11,1,2,139.2062993637495
2023/11/01,68,4,2023,11,1,2,137.49936412904955
2023/11/01,1,5,2023,11,1,2,3375.622902485667
2023/11/01,2,5,2023,11,1,2,1177.0103211080718
2023/11/01,3,5,2023,11,1,2,883.4418868615439
2023/11/01,4,5,2023,11,1,2,1592.1656855551494
2023/11/01,5,5,2023,11,1,2,2402.3109308618664
2023/11/01,6,5,2023,11,1,2,2584.0448439459765
2023/11/01,7,5,2023,11,1,2,3191.622035444443
2023/11/01,8,5,2023,11,1,2,3070.8213949313263
2023/11/01,9,5,2023,11,1,2,2241.6261533543443
2023/11/01,10,5,2023,11,1,2,2285.867343839848
2023/11/01,12,5,2023,11,1,2,628.3301294340039
2023/11/01,14,5,2023,11,1,2,202.39980753942066
2023/11/01,15,5,2023,11,1,2,202.62397420608735
2023/11/01,16,5,2023,11,1,2,282.19146163649265
2023/11/01,17,5,2023,11,1,2,1594.691609729684
2023/11/01,18,5,2023,11,1,2,773.80410542429
2023/11/01,19,5,2023,11,1,2,747.8255344272749
2023/11/01,20,5,2023,11,1,2,648.3089678623752
2023/11/01,21,5,2023,11,1,2,537.8486173919865
2023/11/01,22,5,2023,11,1,2,679.7660242081716
2023/11/01,23,5,2023,11,1,2,589.1405731365153
2023/11/01,24,5,2023,11,1,2,643.0470344299093
2023/11/01,25,5,2023,11,1,2,430.02723489229595
2023/11/01,26,5,2023,11,1,2,474.99361203154706
2023/11/01,27,5,2023,11,1,2,480.0334007767543
2023/11/01,28,5,2023,11,1,2,476.8397896656432
2023/11/01,29,5,2023,11,1,2,480.0156301214836
2023/11/01,30,5,2023,11,1,2,478.91656526477175
2023/11/01,31,5,2023,11,1,2,1291.6424112190725
2023/11/01,32,5,2023,11,1,2,493.246625422346
2023/11/01,34,5,2023,11,1,2,566.2745041691448
2023/11/01,35,5,2023,11,1,2,1718.7435201020596
2023/11/01,36,5,2023,11,1,2,873.7998082996288
2023/11/01,37,5,2023,11,1,2,713.3239987324474
2023/11/01,38,5,2023,11,1,2,714.6447679632166
2023/11/01,39,5,2023,11,1,2,714.6447679632166
2023/11/01,40,5,2023,11,1,2,714.6447679632166
2023/11/01,41,5,2023,11,1,2,713.9784859119346
2023/11/01,43,5,2023,11,1,2,919.50377211112
2023/11/01,44,5,2023,11,1,2,925.5587978304986
2023/11/01,46,5,2023,11,1,2,3279.1507498158244
2023/11/01,47,5,2023,11,1,2,3283.490216482491
2023/11/01,48,5,2023,11,1,2,190.71425632679538
2023/11/01,49,5,2023,11,1,2,708.7144954860873
2023/11/01,51,5,2023,11,1,2,1023.1554519068832
2023/11/01,52,5,2023,11,1,2,480.84463153848395
2023/11/01,53,5,2023,11,1,2,751.7342387376831
2023/11/01,54,5,2023,11,1,2,742.5556239457296
2023/11/01,55,5,2023,11,1,2,742.5556239457296
2023/11/01,56,5,2023,11,1,2,723.7610074954158
2023/11/01,57,5,2023,11,1,2,303.51139828501624
2023/11/01,58,5,2023,11,1,2,10.156545915996926
2023/11/01,60,5,2023,11,1,2,2217.5244537188214
2023/11/01,61,5,2023,11,1,2,228.70649734871878
2023/11/01,63,5,2023,11,1,2,427.1165985355037
2023/11/01,66,5,2023,11,1,2,164.92961920050598
2023/11/01,68,5,2023,11,1,2,163.9518719238175
2023/11/01,1,6,2023,11,1,2,3617.26768961578
2023/11/01,2,6,2023,11,1,2,1264.7939692129141
2023/11/01,3,6,2023,11,1,2,786.5949488616615
2023/11/01,4,6,2023,11,1,2,1011.9156829529002
2023/11/01,5,6,2023,11,1,2,1588.5387760223946
2023/11/01,6,6,2023,11,1,2,1709.8866451583294
2023/11/01,7,6,2023,11,1,2,2193.0150453203073
2023/11/01,8,6,2023,11,1,2,2204.227014006728
2023/11/01,9,6,2023,11,1,2,1791.4582922843094
2023/11/01,10,6,2023,11,1,2,1727.546609928991
2023/11/01,12,6,2023,11,1,2,686.0848132018621
2023/11/01,14,6,2023,11,1,2,142.5766839954594
2023/11/01,15,6,2023,11,1,2,251.09045698911092
2023/11/01,16,6,2023,11,1,2,268.1809334837492
2023/11/01,17,6,2023,11,1,2,1049.9866796663084
2023/11/01,18,6,2023,11,1,2,881.4292905810054
2023/11/01,19,6,2023,11,1,2,853.6366895010462
2023/11/01,20,6,2023,11,1,2,316.7652187311925
2023/11/01,21,6,2023,11,1,2,306.13160387762184
2023/11/01,22,6,2023,11,1,2,619.5797776321657
2023/11/01,23,6,2023,11,1,2,425.80069113990095
2023/11/01,24,6,2023,11,1,2,556.4046051315402
2023/11/01,25,6,2023,11,1,2,1651.5031013825758
2023/11/01,26,6,2023,11,1,2,521.9576833608993
2023/11/01,27,6,2023,11,1,2,524.3047106086354
2023/11/01,28,6,2023,11,1,2,227.8550885814645
2023/11/01,29,6,2023,11,1,2,726.4472582033475
2023/11/01,30,6,2023,11,1,2,635.3547887257992
2023/11/01,31,6,2023,11,1,2,706.7035179826851
2023/11/01,32,6,2023,11,1,2,457.94091607650637
2023/11/01,34,6,2023,11,1,2,1137.5291174560978
2023/11/01,35,6,2023,11,1,2,1054.7934525863957
2023/11/01,36,6,2023,11,1,2,139.15340362212694
2023/11/01,37,6,2023,11,1,2,117.73861651138458
2023/11/01,38,6,2023,11,1,2,473.331333544011
2023/11/01,39,6,2023,11,1,2,388.4761488513705
2023/11/01,40,6,2023,11,1,2,391.0502168707639
2023/11/01,41,6,2023,11,1,2,303.1007862519719
2023/11/01,43,6,2023,11,1,2,1136.8597927819
2023/11/01,44,6,2023,11,1,2,1121.1935707762373
2023/11/01,46,6,2023,11,1,2,1010.1128878109786
2023/11/01,47,6,2023,11,1,2,2920.946958250378
2023/11/01,48,6,2023,11,1,2,159.05816554414957
