SC_ID,date,hour,value
SC57,2023/11/29,6,21
SC57,2023/11/20,22,184
SC57,2023/11/10,15,50
SC57,2023/11/23,18,344
SC57,2023/11/30,15,15
SC57,2023/11/12,4,1298
SC57,2023/11/28,5,65
SC57,2023/11/25,17,0
SC57,2023/11/30,23,583
SC57,2023/11/9,21,987
SC57,2023/11/14,8,485
SC57,2023/11/28,0,724
SC57,2023/11/30,0,478
SC57,2023/11/16,22,498
SC57,2023/11/7,17,0
SC57,2023/11/20,8,160
SC57,2023/11/22,8,29
SC57,2023/11/9,12,487
SC57,2023/11/2,0,1378
SC57,2023/11/5,20,428
SC57,2023/11/25,9,281
SC57,2023/11/13,1,1195
SC57,2023/11/25,14,236
SC57,2023/11/20,0,766
SC57,2023/11/26,6,0
SC57,2023/11/4,18,146
SC57,2023/11/3,14,201
SC57,2023/11/8,6,50
SC57,2023/11/22,22,230
SC57,2023/11/7,1,833
SC57,2023/11/17,2,978
SC57,2023/11/19,17,0
SC57,2023/11/13,15,0
SC57,2023/11/6,2,552
SC57,2023/11/3,3,1149
SC57,2023/11/13,22,726
SC57,2023/11/7,11,326
SC57,2023/11/22,9,525
SC57,2023/11/8,12,541
SC57,2023/11/30,21,604
SC57,2023/11/28,21,14
SC57,2023/11/4,12,471
SC57,2023/11/24,17,0
SC57,2023/11/13,11,297
SC57,2023/11/13,19,749
SC57,2023/11/17,4,1308
SC57,2023/11/11,9,1174
SC57,2023/11/14,22,353
SC57,2023/11/29,9,225
SC57,2023/11/4,4,1404
SC57,2023/11/4,13,417
SC57,2023/11/7,10,371
SC57,2023/11/27,11,146
SC57,2023/11/26,18,204
SC57,2023/11/2,6,467
SC57,2023/11/18,18,370
SC57,2023/11/8,11,327
SC57,2023/11/12,11,436
SC57,2023/11/1,7,945
SC57,2023/11/23,10,181
SC57,2023/11/3,10,308
SC57,2023/11/8,19,532
SC57,2023/11/10,22,1002
SC57,2023/11/21,0,932
SC57,2023/11/8,16,182
SC57,2023/11/20,17,0
SC57,2023/11/23,5,103
SC57,2023/11/30,12,304
SC57,2023/11/15,7,64
SC57,2023/11/4,21,601
SC57,2023/11/15,9,312
SC57,2023/11/23,8,179
SC57,2023/11/10,18,341
SC57,2023/11/2,5,620
SC57,2023/11/13,13,187
SC57,2023/11/27,17,0
SC57,2023/11/17,18,333
SC57,2023/11/9,11,354
SC57,2023/11/8,1,509
SC57,2023/11/26,0,597
SC57,2023/11/1,14,289
SC57,2023/11/15,14,367
SC57,2023/11/6,19,399
SC57,2023/11/5,7,243
SC57,2023/11/19,5,347
SC57,2023/11/10,5,119
SC57,2023/11/5,23,349
SC57,2023/11/16,12,280
SC57,2023/11/25,23,231
SC57,2023/11/14,14,366
SC57,2023/11/30,11,248
SC57,2023/11/12,9,941
SC57,2023/11/15,20,170
SC57,2023/11/14,6,76
SC57,2023/11/26,13,404
SC57,2023/11/3,8,176
SC57,2023/11/8,0,493
SC57,2023/11/10,8,442
SC57,2023/11/13,4,1286
SC57,2023/11/28,11,342
SC57,2023/11/22,17,0
SC57,2023/11/18,22,275
SC57,2023/11/11,10,1162
SC57,2023/11/26,22,248
SC57,2023/11/16,8,68
SC57,2023/11/13,6,227
SC57,2023/11/4,1,780
SC57,2023/11/6,10,306
SC57,2023/11/5,2,999
SC57,2023/11/13,8,202
SC57,2023/11/14,10,316
SC57,2023/11/5,3,1287
SC57,2023/11/8,21,876
SC57,2023/11/30,14,260
SC57,2023/11/21,6,0
SC57,2023/11/25,11,301
SC57,2023/11/27,0,511
SC57,2023/11/28,14,289
SC57,2023/11/11,19,808
SC57,2023/11/3,19,572
SC57,2023/11/17,5,76
SC57,2023/11/17,15,4
SC57,2023/11/12,12,695
SC57,2023/11/11,11,402
SC57,2023/11/20,7,118
SC57,2023/11/29,5,29
SC57,2023/11/29,15,28
SC57,2023/11/2,15,491
SC57,2023/11/9,3,1243
SC57,2023/11/14,7,21
SC57,2023/11/7,8,37
SC57,2023/11/27,23,670
SC57,2023/11/22,10,67
SC57,2023/11/19,9,305
SC57,2023/11/25,19,468
SC57,2023/11/15,8,172
SC57,2023/11/12,21,342
SC57,2023/11/27,9,95
SC57,2023/11/16,18,343
SC57,2023/11/12,6,370
SC57,2023/11/13,23,619
SC57,2023/11/4,14,410
SC57,2023/11/6,9,320
SC57,2023/11/5,18,304
SC57,2023/11/19,13,366
SC57,2023/11/19,23,675
SC57,2023/11/1,11,444
SC57,2023/11/24,19,379
SC57,2023/11/21,5,81
SC57,2023/11/17,13,533
SC57,2023/11/17,23,344
SC57,2023/11/29,0,822
SC57,2023/11/3,9,755
SC57,2023/11/28,12,295
SC57,2023/11/27,5,321
SC57,2023/11/26,8,198
SC57,2023/11/10,10,359
SC57,2023/11/16,17,2
SC57,2023/11/21,11,301
SC57,2023/11/27,15,20
SC57,2023/11/21,19,463
SC57,2023/11/9,16,0
SC57,2023/11/16,10,319
SC57,2023/11/27,1,586
SC57,2023/11/17,9,318
SC57,2023/11/18,8,0
SC57,2023/11/6,17,3
SC57,2023/11/22,7,245
SC57,2023/11/24,1,593
SC57,2023/11/21,9,417
SC57,2023/11/30,1,886
SC57,2023/11/3,4,1356
SC57,2023/11/24,9,234
SC57,2023/11/19,19,443
SC57,2023/11/17,6,30
SC57,2023/11/11,4,1696
SC57,2023/11/29,21,366
SC57,2023/11/15,10,274
SC57,2023/11/15,17,167
SC57,2023/11/28,16,0
SC57,2023/11/4,16,119
SC57,2023/11/25,13,444
SC57,2023/11/30,16,5
SC57,2023/11/11,13,1033
SC57,2023/11/4,11,295
SC57,2023/11/12,1,900
SC57,2023/11/2,21,882
SC57,2023/11/1,9,885
SC57,2023/11/11,8,646
SC57,2023/11/30,19,434
SC57,2023/11/19,7,20
SC57,2023/11/15,2,905
SC57,2023/11/24,18,450
SC57,2023/11/4,19,354
SC57,2023/11/8,9,442
SC57,2023/11/1,18,854
SC57,2023/11/16,21,578
SC57,2023/11/25,8,179
SC57,2023/11/19,22,2
SC57,2023/11/10,7,7
SC57,2023/11/27,19,380
SC57,2023/11/16,7,187
SC57,2023/11/23,17,0
SC57,2023/11/13,5,166
SC57,2023/11/4,0,1003
SC57,2023/11/21,22,271
SC57,2023/11/7,3,1240
SC57,2023/11/23,3,1154
SC57,2023/11/10,2,989
SC57,2023/11/28,19,116
SC57,2023/11/27,10,132
SC57,2023/11/26,16,0
SC57,2023/11/16,2,981
SC57,2023/11/18,16,0
SC57,2023/11/10,20,13
SC57,2023/11/16,20,260
SC57,2023/11/6,7,7
SC57,2023/11/5,14,210
SC57,2023/11/28,15,19
SC57,2023/11/6,22,118
SC57,2023/11/4,5,152
SC57,2023/11/4,15,0
SC57,2023/11/21,7,43
SC57,2023/11/9,19,480
SC57,2023/11/8,13,496
SC57,2023/11/9,1,549
SC57,2023/11/8,4,1254
SC57,2023/11/8,23,387
SC57,2023/11/2,19,848
SC57,2023/11/12,13,568
SC57,2023/11/19,10,131
SC57,2023/11/7,18,339
SC57,2023/11/29,11,168
SC57,2023/11/13,9,539
SC57,2023/11/24,8,264
SC57,2023/11/30,5,53
SC57,2023/11/12,23,1180
SC57,2023/11/1,8,799
SC57,2023/11/26,2,848
SC57,2023/11/26,20,303
SC57,2023/11/18,20,418
SC57,2023/11/17,7,235
SC57,2023/11/10,17,0
SC57,2023/11/20,3,1142
SC57,2023/11/9,13,413
SC57,2023/11/15,12,332
SC57,2023/11/18,2,578
SC57,2023/11/9,4,1286
SC57,2023/11/14,3,1337
